date,Pension funds; total financial assets,Pension funds; checkable deposits and currency; asset,Pension funds; total time and savings deposits; asset,Pension funds; money market fund shares; asset,Pension funds; security repurchase agreements; asset,Pension funds; debt securities; asset,Pension funds; commercial paper; asset,Pension funds; Treasury securities; asset,Pension funds; agency- and GSE-backed securities; asset,Pension funds; municipal securities; asset,Pension funds; corporate and foreign bonds; asset,Pension funds; loans; asset,Federal government; other loans and advances due to federal government defined contribution retirement funds; liability,Pension funds; total mortgages; asset,Pension funds; corporate equities; asset,Pension funds; mutual fund shares; asset,Pension funds; total miscellaneous assets,Pension funds; unallocated insurance contracts; asset,Private pension funds; pension fund contributions receivable; asset,Pension funds; claims of pension fund on sponsor; asset,Pension funds; unidentified miscellaneous assets,Pension funds; total liabilities,Defined benefit pension funds; pension entitlements (total liabilities),Defined benefit pension funds; total funded assets,Pension funds; defined benefit claims of pension fund on sponsor; asset,Households and nonprofit organizations; retirement assets,Defined benefit pension funds; pension entitlements (total liabilities),Defined contribution pension funds; total financial assets,All sectors; IRAs; liability,Life insurance companies; pension entitlements, excluding unallocated insurance contracts and IRAs; liability
2012:Q1,16741097,43939,32957,204246,6009,3146443,78386,1794511,308177,1200,964169,33305,0,33305,3971161,2729307,6573730,704742,90682,5066207,712099,16897172,12012800,6946593,5066207,24389417,12012800,4884372,5550000,1942245
2012:Q2,16748522,44819,32244,199451,5887,3217974,76717,1833378,301183,868,1005828,33003,0,33003,3833844,2634972,6746328,695591,87601,5237410,725726,16904991,12099644,6862234,5237410,24258490,12099644,4805347,5450000,1903499
2012:Q3,17028471,45840,31819,197060,5957,3275531,77273,1859366,292041,1298,1045553,33075,0,33075,3991891,2775193,6672105,705707,84521,5144893,736984,17187933,12185325,7040432,5144893,24848558,12185325,5002608,5700000,1960625
2012:Q4,17148537,46293,31363,193800,5954,3346807,76982,1907546,285401,1654,1075224,33474,0,33474,4006436,2809324,6675086,707191,81441,5143779,742675,17309796,12265811,7122032,5143779,25079953,12265811,5043985,5785000,1985157
2013:Q1,17774528,46971,33011,197371,6114,3367979,78963,1925642,284515,2012,1076847,32260,0,32260,4263358,3001670,6825794,718785,80822,5275022,751165,17940047,12617846,7342824,5275022,26113148,12617846,5322201,6123000,2050101
2013:Q2,18165559,45270,34532,197629,5983,3240128,77590,1815276,268455,2365,1076442,44478,12800,31678,4266609,3031773,7299157,715254,80205,5745267,758431,18330920,12966709,7221442,5745267,26579996,12966709,5364211,6189000,2060076
2013:Q3,18747309,46234,35828,203577,6228,3143472,80548,1696838,266651,2369,1097066,144511,114505,30006,4431330,3216619,7519510,722674,79587,5951108,766141,18920628,13316263,7365155,5951108,27536938,13316263,5604365,6487000,2129310
2013:Q4,19402639,50000,37433,212294,6790,3479160,87181,1998476,263674,2382,1127447,28778,0,28778,4707544,3417066,7463574,735479,78969,5876558,772568,19584929,13666420,7789862,5876558,28610921,13666420,5918509,6819000,2206992
2014:Q1,19574940,50025,37814,211237,6752,3522430,86694,1998321,271857,2391,1163167,30136,0,30136,4681309,3484531,7550706,734224,78253,5957156,781073,19761725,13770828,7813672,5957156,28953901,13770828,5990897,6961000,2231176
2014:Q2,19837558,49585,38140,209478,6658,3610241,85581,2023513,286511,2402,1212234,32671,0,32671,4809163,3611636,7469986,738129,77536,5865465,788856,20033004,13877702,8012237,5865465,29524340,13877702,6155302,7215000,2276336
2014:Q3,19898561,51151,38183,207756,6564,3658108,84461,2051306,286558,2393,1233390,31269,0,31269,4729238,3568149,7608143,734079,76820,6005608,791636,20090750,13983907,7978299,6005608,29536458,13983907,6106843,7182000,2263708
2014:Q4,20106893,55765,38584,210671,6843,3763829,87657,2127498,289587,2393,1256694,32174,0,32174,4808006,3623482,7567539,735452,76104,5954591,801392,20299165,14088603,8134012,5954591,29890176,14088603,6210562,7292000,2299011
2015:Q1,20295709,56427,37272,207691,6594,3652291,84803,1996884,278486,2393,1289725,93150,60920,32230,4894634,3705729,7641921,737543,79894,6024291,800193,20488387,14178618,8154327,6024291,30211883,14178618,6309769,7400000,2323496
2015:Q2,20371609,61363,36448,211357,6853,3498279,87818,1867131,276363,2392,1264575,159743,127565,32178,4877711,3697957,7821898,734796,83685,6209428,793989,20562431,14267037,8057609,6209428,30275758,14267037,6295394,7380000,2333327
2015:Q3,20154320,59245,35381,207324,6576,3389541,84637,1760498,267814,2457,1274135,231814,199915,31899,4534671,3460443,8229325,718969,87475,6632800,790081,20333802,14353654,7720854,6632800,29770862,14353654,5980148,7165000,2272060
2015:Q4,20412992,59397,34460,207872,6521,3792343,84040,2176060,267986,2522,1261735,29991,0,29991,4710769,3551707,8019932,722690,91266,6416604,789372,20590432,14441695,8025091,6416604,30397948,14441695,6148737,7477000,2330516
2016:Q1,20593805,56920,34110,206219,6361,3850930,82293,2176715,272247,2587,1317088,30462,0,30462,4691792,3600074,8116937,729281,93472,6499786,794398,20767261,14536801,8037015,6499786,30719896,14536801,6230460,7610000,2342635
2016:Q2,20790976,59732,34104,211858,6718,3898515,86509,2205190,286425,2651,1317740,31289,0,31289,4701208,3674764,8172788,735520,95677,6525843,815748,20962950,14632276,8106433,6525843,31113928,14632276,6330674,7770000,2380978
2016:Q3,21082229,56910,34060,214820,6867,3933046,88332,2249281,284997,2698,1307738,40355,0,40355,4828079,3796409,8171683,743845,97884,6495077,834877,21243024,14729160,8234083,6495077,31624420,14729160,6513864,7950000,2431396
2016:Q4,21239426,58554,34270,223414,7458,3961174,95263,2337319,277156,2722,1248714,36775,0,36775,4912220,3769846,8235715,768464,100090,6514097,853064,21386762,14824323,8310227,6514097,31801745,14824323,6562439,8015000,2399983
2017:Q1,21637834,54163,35096,220774,7360,3867102,94086,2222174,281452,2747,1266643,141373,107638,33735,5130973,3959271,8221722,773903,104882,6454899,888038,21775689,14924238,8469339,6454899,32647145,14924238,6851451,8415000,2456456
2017:Q2,21942198,50814,35982,219547,7369,3828332,94127,2155464,288267,2773,1287701,174144,141428,32716,5267428,4077933,8280649,779372,109673,6470955,920649,22069842,15023269,8552314,6470955,33241832,15023269,7046573,8680000,2491990
2017:Q3,22286658,52690,36825,221780,7605,4133521,96787,2425721,297367,3104,1310542,41749,12045,29704,5470916,4221637,8099935,790270,114464,6247980,947221,22410841,15122564,8874584,6247980,33918761,15122564,7288277,8980000,2527920
2017:Q4,22665355,52975,37534,220991,7616,4099785,96859,2370624,312258,3449,1316595,185231,151678,33553,5744041,4367995,7949187,805336,119256,6053312,971283,22786861,15221631,9168319,6053312,34800415,15221631,7565230,9439000,2574554
2018:Q1,22717448,52086,36191,222242,7606,4269908,96847,2545400,318354,3789,1305518,33380,0,33380,5655145,4347391,8093499,800596,110618,6204922,977363,22832835,15312924,9108002,6204922,34816829,15312924,7519911,9395000,2588994
2018:Q2,22933067,50474,34780,221915,7488,4253980,95567,2568456,324378,4132,1261447,34652,0,34652,5773709,4403186,8152883,805943,101979,6260361,984600,23043528,15405455,9145094,6260361,35202172,15405455,7638073,9540000,2618644
2018:Q3,23282952,48808,33492,220885,7308,4307260,93585,2606503,325069,3440,1278663,37057,0,37057,6024554,4512073,8091515,821808,93340,6199326,977041,23393951,15499322,9299996,6199326,35966636,15499322,7894629,9910000,2662685
2018:Q4,22661395,46113,32125,218200,6964,4453332,89707,2779323,355678,4078,1224546,36132,0,36132,5218646,4041481,8608402,788527,84701,6771598,963576,22767234,15591180,8819582,6771598,34452077,15591180,7176054,9135000,2549843
2019:Q1,23374621,38754,26121,187849,9504,4336413,56572,2535038,364294,51,1380458,248633,215313,33320,5475200,4275787,8776360,819387,83557,6533798,1339618,23538419,15720722,9186924,6533798,36126842,15720722,7817697,9925000,2663423
2019:Q2,23749799,45387,24045,187854,12433,4289077,53169,2509093,373062,52,1353701,249086,216736,32350,5482017,4362933,9096967,831041,82414,6589269,1594243,23905206,15850519,9261250,6589269,36843124,15850519,8054687,10225000,2712918
2019:Q3,23932158,52863,20265,193813,24119,4638228,47548,2824971,411736,49,1353924,55550,23097,32453,5562759,4454138,8930423,833384,81269,6501604,1514166,24097658,15980279,9478675,6501604,37186211,15980279,8117379,10350000,2738553
2019:Q4,24467314,46893,18725,203343,22500,4698031,47504,2920557,401439,51,1328480,31060,0,31060,5856001,4690623,8900138,846170,80125,6284202,1689641,24645514,16110754,9826552,6284202,38294800,16110754,8534760,10850000,2799286
2020:Q1,23480297,49154,17389,226351,23257,4751508,51819,2988596,431029,42,1280022,29820,0,29820,4709259,3880741,9792818,809406,79444,7254280,1649688,23629403,16216832,8962552,7254280,35615541,16216832,7412571,9365000,2621138
2020:Q2,24539845,49173,13917,233255,22234,4856812,45461,2965146,425625,45,1420535,27727,0,27727,5446872,4454494,9435361,842355,76355,6735793,1780858,24719109,16327492,9591699,6735793,38148904,16327492,8391617,10640000,2789795
2020:Q3,25093235,52153,11602,243596,22377,4930309,45116,3054272,430398,39,1400484,26739,0,26739,5875061,4687836,9243562,855773,73407,6532516,1781866,25271863,16438458,9905942,6532516,39339606,16438458,8833405,11190000,2877743
2020:Q4,25989227,60506,9310,243606,28892,5096569,42978,3194203,423350,41,1435997,25085,0,25085,6643763,5166844,8714652,880577,69668,5917013,1847394,26160986,16549912,10632899,5917013,41428737,16549912,9611074,12210000,3057751
2021:Q1,26363028,57806,7998,247788,40288,5002533,49291,3161459,410909,43,1380831,25178,0,25178,6991942,5304459,8685036,881682,67322,5853278,1882754,26552390,16661017,10807739,5853278,42173121,16661017,9891373,12555000,3065731
2021:Q2,26983031,60164,8921,252053,47930,5145442,51802,3249042,409933,44,1434621,24187,0,24187,7466432,5577261,8400641,901175,63573,5494649,1941244,27184348,16771212,11276563,5494649,43578500,16771212,10413136,13237000,3157152
2021:Q3,27051311,69541,8739,265463,41187,4955766,50309,3096169,415996,44,1393248,204123,180557,23566,7363678,5533414,8609400,896125,60392,5627045,2025838,27258367,16881733,11254688,5627045,43582884,16881733,10376634,13163000,3161517
2021:Q4,27612394,73511,8308,269723,45824,5334460,51505,3480243,409060,45,1393607,32849,9862,22987,7848222,5741481,8258016,914365,57000,5227868,2058783,27827059,16992210,11764342,5227868,ND,16992210,10834849,ND,ND
