1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q2,9055459,45314,21002,277143,1918261,0,85262,1199512,698043,0,200751,0,300718,155957,477530,31968,0,179798,0,265764,5818515,1184780,3353,3852400,777982,57290,14907,0,119862,783165,8913581,194108,-977,235,-33769,228619,690863,30598,71509,572214,16542,5038701,637427,125339,3386,121953,589705,106051,1531387,867649,663738,0,2071254
2005:Q3,9278768,41161,20101,308776,1932422,0,84144,1189215,696730,0,193246,0,299239,162233,496830,33421,0,192798,0,270611,5986009,1194498,3554,3980311,807646,61737,16533,0,120679,791350,9098022,212434,-311,910,-42526,254361,649792,32975,63795,534953,18069,5223501,667780,127486,3609,123877,592124,106022,1518883,874846,644037,0,2141656
2005:Q4,9434729,50081,17135,306251,1920464,0,76496,1185014,694976,0,183024,0,307014,166129,492825,31591,0,204767,0,256467,6106755,1232529,3259,4054851,816116,62923,17384,0,134899,818837,9228897,188606,885,72,-38070,225719,672735,33886,72298,549162,17389,5336680,654006,133719,3332,130387,595637,103324,1544190,891194,652996,0,2235776
2006:Q1,9696271,40018,19134,335246,1993549,0,74201,1234940,737075,0,189153,0,308712,169489,514919,34379,0,218554,0,261986,6227973,1259897,0,4172576,795500,68611,16951,85180,142630,766980,9459461,212461,-856,566,-34624,247375,647660,4234,70502,556327,16597,5462973,689246,135142,721,134421,591687,106966,1613326,901193,712133,0,1958782
2006:Q2,9900034,42622,18957,293712,2050776,0,78373,1265997,776074,0,191708,0,298215,171051,535355,35644,0,225249,0,274462,6395481,1297972,0,4300963,796546,66857,18478,87010,139068,787073,9679185,220615,-1037,291,-31215,252576,670918,41495,69509,538197,21717,5574460,722252,141648,-210,141858,614277,106108,1628907,933273,695634,0,2018011
2006:Q3,10111140,40074,15824,376849,2027342,0,70296,1233918,728458,0,206869,0,298591,178729,544399,37466,0,217523,0,289410,6501906,1313383,0,4371806,816717,70586,21371,89816,138450,828922,9903476,272409,-1099,322,-27244,300430,639063,48309,68122,499626,23006,5662681,780153,146434,356,146078,615380,121123,1666233,952239,713994,0,2001850
2006:Q4,10134950,51712,17189,377384,2045782,0,74411,1217304,746147,0,179947,0,291210,190065,564002,43714,0,224599,0,295689,6599899,1347487,0,4415664,836748,79828,24547,93392,136533,708683,9876713,294588,-333,67,-45492,340346,637052,28025,74976,507290,26761,5782705,680932,160332,389,159943,609928,119367,1591809,993371,598438,0,2085005
2007:Q1,10173257,41179,16656,416783,2070774,0,77624,1209416,751602,0,185784,0,272030,198384,585350,40491,0,232388,0,312471,6603484,1348762,0,4435988,818734,80031,22512,96608,146406,678823,9905992,260123,-870,27,-43448,304414,617459,3862,71211,514225,28161,5879353,703874,166515,1793,164722,594367,114187,1570114,999018,571096,13033,2088777
2007:Q2,10328673,43452,15230,392304,2094564,0,75919,1204282,745857,0,178369,0,280056,201492,612871,40656,0,251325,0,320890,6741922,1393127,0,4513774,835021,88604,24910,97990,164061,665636,10076820,279186,-1301,204,-41193,321476,607635,22246,64678,489460,31251,5904669,717884,173621,1863,171758,606093,105526,1682206,1008342,673864,12604,2105039
2007:Q3,10743707,41482,21153,470237,2112027,0,78066,1139090,695039,0,174514,0,269537,204347,690524,48914,0,267834,0,373776,6935560,1482549,0,4594463,858548,92793,28876,100277,175487,765815,10482449,346371,-722,202,-31959,378850,613947,71816,64270,448707,29154,5997426,720940,176994,142,176852,769638,112474,1744659,1033202,711457,11789,2142047
2007:Q4,11007009,54997,18914,520177,2103851,0,80056,1106300,697077,0,174090,0,235133,201960,715535,54743,0,328907,0,331885,7111079,1557555,0,4658641,894883,88762,29565,104291,212956,762417,10701908,385454,-19,48636,-35779,372616,639587,42912,75023,489910,31742,6093593,736917,185053,290,184763,807810,106544,1746950,1084635,662315,11181,2260991
2008:Q1,11220121,45430,21951,537692,2094819,0,70102,1096151,724535,0,178458,0,193158,211546,717020,58491,0,338318,0,320211,7219911,1620518,0,4715562,883831,76915,26449,105329,192691,898934,10870179,353819,-555,111292,-38002,281084,636895,42925,69948,494533,29489,6246409,725096,185022,69,184953,837369,91006,1794563,1103008,691555,11173,2392978
2008:Q2,11241915,45710,31737,549897,2139793,0,54409,1162310,784695,0,184811,0,192804,211954,711120,50042,0,325659,0,335419,7240837,1643606,0,4694244,902987,74484,25498,108343,181673,843943,10828764,430785,-638,174189,-31149,288383,640788,50217,69776,493144,27651,6198709,740906,184497,34,184463,839710,70520,1722849,1112915,609934,10719,2310162
2008:Q3,11650129,47985,180584,579694,2244596,100037,74468,1161214,800111,0,181772,0,179331,229700,679177,44672,0,315625,0,318880,7288794,1711605,0,4653827,923362,57139,19967,114923,152350,964098,11338637,624575,-954,300057,-43546,369018,690193,41454,69379,540099,39261,6344010,765083,177108,889,176219,919236,59151,1759281,1143871,615410,9846,2423556
2008:Q4,12060772,57725,546942,575071,2188803,15685,56362,1242498,850976,0,193930,0,197592,221895,652363,29001,0,285572,0,337790,7275084,1694882,0,4615237,964965,33791,19590,110740,159071,1093955,11599100,889264,-1494,559695,-35201,366264,777518,3453,83394,627748,62923,6510280,727173,185315,499,184816,807837,12341,1689372,1115277,574095,9519,1877861
2009:Q1,11830349,50305,519732,489739,2248502,4452,74644,1261340,833611,0,204605,0,223124,220403,687663,26234,0,256173,0,405256,7165122,1618110,0,4616213,930799,28292,33525,110475,145984,1038673,11553760,888871,-3075,540810,-4894,356030,714341,4303,78238,586478,45322,6613414,691166,170928,647,170281,710756,14026,1750258,1254281,495977,9132,1829728
2009:Q2,11608980,51142,445521,403761,2356461,9841,87285,1326500,858283,3495,219859,3921,240942,225983,706852,18355,16733,213848,29806,428110,7033952,1556233,0,4564040,913679,38226,36014,111156,169551,963195,11337872,798605,-2831,328511,14834,458091,774694,4038,102945,624742,42969,6549283,684613,168410,924,167486,642150,8881,1711236,1217244,493992,8052,1788859
2009:Q3,11475337,50745,588185,333784,2391318,52,124989,1320702,804752,3564,239034,3952,269400,223726,721849,17722,17706,213023,27254,446144,6817221,1468589,0,4437829,910803,51431,49727,110416,202936,879574,11223450,701224,-2535,207232,22963,473564,795782,3701,88953,669406,33722,6547433,651872,161345,727,160618,583462,25269,1757063,1274059,483004,7288,1179639
2009:Q4,11398244,54922,634696,266888,2434424,0,124473,1417424,837531,3554,263997,3971,308371,224336,668191,16227,17808,202901,26008,405247,6687316,1409128,0,4371923,906265,63597,46115,111496,269189,829600,11222639,519640,-2097,96618,15663,409456,871553,3789,102593,730907,34264,6646923,532141,176970,626,176344,541743,18037,1915632,1312569,603063,6926,1292543
2010:Q1,11629169,51802,677168,255946,2441822,0,188737,1421895,802110,3650,312607,3582,299946,225836,605354,14353,17094,170797,25628,377482,6945386,1407053,0,4311143,1227190,66935,43188,112111,275627,759184,11359796,372158,-1625,11523,6772,355488,825454,4113,98762,687299,35280,6704024,557452,655309,247173,408136,485764,8290,1751345,1267575,483770,7532,1824643
2010:Q2,11478742,53787,627460,255110,2411421,0,187866,1412864,766300,3421,333020,3468,306655,228476,582215,7480,12110,157831,24886,379908,6869878,1402122,0,4253420,1214336,49452,38692,112826,242132,817984,11302480,347566,-1948,673,4878,343963,843883,3234,99298,704294,37057,6673740,521214,688296,262871,425425,452050,24657,1751074,1315968,435106,6404,1858826
2010:Q3,11453229,50548,573067,264024,2504121,0,226228,1463552,798580,3437,364361,3533,293641,236562,577779,6871,11477,144885,24650,389896,6821612,1403395,0,4220819,1197398,60790,41179,114357,272089,751442,11322489,354302,-1574,296,5686,349894,838480,3616,98641,704093,32130,6736860,532772,645267,241873,403394,409182,36554,1769072,1327005,442067,6112,2132324
2010:Q4,11442788,52722,570277,267630,2549838,0,217511,1527207,835324,3339,393444,3621,291479,254605,550515,6525,11376,132338,24653,375623,6809337,1428904,0,4194921,1185512,73557,44997,115985,306979,651466,11306655,358762,-1421,221,15865,344097,941100,3640,108787,798224,30449,6784758,484036,585097,214363,370734,392788,37292,1722822,1300005,422817,6156,1436324
2011:Q1,11415522,53311,696100,222747,2571448,0,216057,1561800,840311,3829,417779,4728,295153,259864,533727,12900,9089,123796,20075,367867,6656510,1430396,0,4082496,1143618,78006,47096,121550,325425,643329,11320365,334914,-1380,58,18563,317673,977994,3635,108180,822855,43324,6859165,444253,583402,216949,366453,363977,38845,1717815,1337746,380069,6099,1465615
2011:Q2,11531427,55427,839786,224863,2536830,0,183289,1559594,827129,4794,450149,5485,272037,267294,526653,6781,9206,116811,19953,373902,6665193,1459499,0,4045911,1159783,80889,45009,122538,317472,643420,11457044,251988,-917,120,26360,226425,1059726,3715,113287,896254,46470,7020350,427981,573314,212439,360875,346134,51239,1726312,1335793,390519,6142,1590797
2011:Q3,11645028,50608,767137,252385,2598472,0,191729,1576558,844580,7259,472152,9560,243007,283848,546337,5783,9322,113722,24863,392647,6717821,1516564,0,4038206,1163051,58732,36631,123566,251596,788080,11569986,181411,-769,110,51227,130843,1154553,2963,112743,987447,51400,7149882,423209,535955,195334,340621,328550,66313,1730113,1350657,379456,6172,1597405
2011:Q4,11778155,60801,776965,242589,2658185,0,173851,1634110,899095,8177,473762,13429,239647,297250,552974,3451,8907,110379,27359,402878,6831257,1589133,0,4049552,1192572,67366,41655,125455,259900,713982,11751685,95121,-631,196,40308,55248,1260542,956,125771,1077763,56052,7308652,402498,563510,210272,353238,332087,64145,1725130,1374586,350544,6046,1663225
2012:Q1,11778409,56425,793573,229180,2792731,0,189269,1762723,980802,29723,490722,27695,233781,318090,522649,15350,6823,95909,30169,374398,6786773,1617292,0,4013422,1156059,68321,43150,133752,285207,589297,11808244,101581,-720,6,23887,78408,1212211,1275,122903,1036908,51125,7403183,379338,537420,199875,337545,309080,66203,1799228,1439801,359427,5984,1673606
2012:Q2,11895734,56620,756844,244423,2802844,0,215381,1729387,972301,21211,471111,33319,231445,338879,519197,19035,9867,93388,31404,365503,6878774,1690853,0,4016551,1171370,61610,40343,134999,265411,653866,11898054,52239,-709,77,5238,47633,1229133,1212,121246,1057248,49427,7476408,400098,508259,191822,316437,328020,66188,1837709,1476929,360780,5930,1727992
2012:Q3,11990221,56327,715244,284451,2878203,0,231081,1743943,978706,23856,472360,41329,227692,363243,539936,18704,9875,94239,33723,383395,6927924,1730857,0,4013828,1183239,68577,42459,136448,275903,604684,12077950,53319,-607,126,7280,46520,1262226,1040,115903,1094846,50437,7594657,381738,497562,188798,308764,321386,79070,1887992,1521156,366836,6179,1751907
2012:Q4,12224690,71036,777235,302671,2903193,0,246209,1729242,949153,24997,466296,47344,241452,374397,553345,19189,9950,91875,34474,397857,7050781,1809689,0,4026102,1214990,71357,45798,138050,282340,582229,12318712,-28582,-486,70,-2663,-25503,1432680,1345,122075,1257322,51938,7781362,349708,478452,176540,301912,336714,78207,1890171,1554155,336016,6467,1989263
2013:Q1,12288813,59609,968160,259226,2955691,0,232851,1788935,982230,56411,457318,51212,241764,383024,550881,19793,9671,87679,35813,397925,6982471,1804183,0,3990686,1187602,80819,50089,139244,298604,494900,12370043,33483,-591,9,10414,23651,1438178,1514,119575,1274504,42585,7795260,327087,462436,169635,292801,332115,70354,1911130,1561534,349596,6756,3336559
2013:Q2,12308467,60191,969447,237486,2901929,0,194774,1768867,971952,63623,439404,56116,237772,390050,548238,22417,9901,81655,35590,398675,7052713,1858586,0,3982698,1211429,79914,47884,140431,285786,532685,12387655,56776,-714,120,-18239,75609,1372665,1291,116830,1213048,41496,7834751,329746,388995,134893,254102,372552,56053,1976117,1555843,420274,7261,3431044
2013:Q3,12498335,62169,1172428,217166,2893375,0,187210,1741540,961059,55357,424311,61662,239151,402535,562090,27216,8562,80006,36647,409659,7084876,1878368,0,3975523,1230985,87767,51965,141643,312948,473998,12550784,89888,-566,177,-16380,106657,1429923,1274,120187,1258923,49539,7980957,305081,344599,115584,229015,377092,67890,1955354,1549930,405424,7711,3647275
2013:Q4,12680817,73587,1191731,215429,2940260,0,216907,1743882,957672,57665,428418,65568,234559,415514,563957,27822,8191,76621,38351,412972,7197061,1942462,0,3983444,1271155,98970,55955,143833,317230,446761,12845108,90479,-962,74,-3922,95289,1579990,1627,128941,1398251,51171,8062714,269212,350256,122694,227562,410057,59392,2023008,1612738,410270,7921,3810899
2014:Q1,12816858,64754,1273333,201776,3001063,0,263820,1762026,965131,57793,441678,69206,228218,429172,546045,26345,6528,72253,40017,400902,7218306,1980926,0,3991361,1246019,100247,58776,145108,311948,441547,13005033,93202,-546,35,-8682,102395,1558896,1708,125916,1378391,52881,8190773,283104,343116,121239,221877,394717,62157,2079068,1655625,423443,8099,3817666
2014:Q2,13078679,64874,1302140,202458,3060925,0,298977,1775247,972875,62625,441854,72815,225078,438276,548425,24908,6992,76660,38799,401066,7382329,2059960,0,4038689,1283680,106699,62579,146597,319357,430722,13268102,104100,-524,164,-11160,115620,1653758,1824,125956,1470514,55464,8240549,271967,338246,117706,220540,442177,69489,2147816,1705798,442018,8330,3981233
2014:Q3,13272768,64666,1343421,196038,3136655,0,359535,1800748,982362,75422,444454,76158,222352,450777,525595,22102,5894,73608,40209,383782,7466223,2103001,0,4057799,1305423,103005,57799,147796,304757,452408,13458700,174187,-915,327,-12004,186779,1669504,2080,128429,1487206,51789,8281195,252669,317742,107873,209869,446688,76493,2240222,1727022,513200,8593,3980158
2014:Q4,13596531,75618,1402679,185020,3230957,0,422563,1820983,997271,80293,446433,81648,215338,461934,525477,20533,5662,71249,43700,384333,7629150,2195306,0,4090731,1343113,106095,57635,149565,280530,479282,13807275,159384,-555,145,-30877,190671,1716133,2489,145725,1513108,54811,8511608,236050,313830,105619,208211,468231,79949,2322090,1768906,553184,8614,4190231
2015:Q1,13835614,67811,1470195,215025,3307486,0,426808,1880845,1044282,80347,452706,87580,215930,474063,525770,17886,5254,68531,47149,386950,7693574,2246684,10630,4124111,1312149,106552,57339,150945,284517,482170,14015321,181121,-748,49,-33986,215806,1730298,2452,135177,1538473,54196,8693176,228311,309486,105079,204407,436039,80296,2356594,1782477,574117,8647,4256421
2015:Q2,13802411,68267,1277188,208915,3318331,0,426408,1891821,1064557,84224,443029,88458,211553,481266,518836,16631,3787,66332,48756,383330,7861381,2320371,10819,4180631,1349560,105937,57793,153101,285225,466273,14005630,95975,-412,166,-36229,132450,1753870,2295,139017,1562746,49812,8667456,226222,302639,102840,199799,478125,67546,2413797,1829527,584270,8614,4288954
2015:Q3,13902956,67603,1245892,212304,3341467,0,425556,1916570,1091768,84184,444293,93150,203175,494299,505042,13751,3263,63121,50502,374405,7957541,2337188,7539,4229747,1383067,91769,51582,154515,255384,524899,14102912,66363,-87,252,-31904,98102,1694474,2283,135875,1516769,39547,8831019,205919,296545,100058,196487,460227,75594,2472771,1861571,611200,8260,4320313
2015:Q4,14114229,74160,1204903,209831,3376504,0,435026,1926910,1120584,69075,442784,99355,195112,507692,506876,11610,3024,58127,53240,380875,8152846,2423569,4332,4296676,1428269,97733,52991,156176,242359,546726,14376576,119151,-36,115,-35777,154849,1787074,2334,137086,1603205,44449,8975384,196774,301481,102750,198731,498651,70751,2427310,1865148,562162,7967,4436278
2016:Q1,14364558,69788,1286077,205594,3429663,0,442010,1957419,1137176,76576,446117,107385,190165,517279,512955,10450,2605,55446,52674,391780,8243249,2492508,4382,4340588,1405771,91326,54342,157557,246154,580807,14594731,87899,-1178,58,-43557,132576,1778736,2216,137982,1588440,50098,9165846,193701,319731,111611,208120,484531,73065,2491222,1905585,585637,8062,4487176
2016:Q2,14573343,73259,1193074,215619,3493683,0,455543,1987577,1173338,82125,437829,114820,179465,534769,515794,9109,2363,54143,52041,398138,8427004,2544134,4071,4432222,1446577,94887,55732,158980,233371,627734,14814353,91447,-1287,200,-49838,142372,1815014,2126,136399,1626886,49603,9211184,184103,334138,120213,213925,548999,76400,2553068,1941007,612061,8302,4550559
2016:Q3,14808523,65058,1230845,234413,3605789,0,495322,2043980,1232630,92491,433481,119473,165905,542453,524034,8072,2568,50954,45755,416685,8539761,2562447,5761,4495846,1475707,98448,54904,160469,244572,574264,15142454,106100,-735,198,-41547,148184,1852698,2063,138219,1657465,54951,9423031,180091,307814,108049,199765,546202,82569,2643949,2051265,592684,8981,4669329
2016:Q4,14819754,75963,1114587,218498,3637714,0,528382,2058010,1260068,94045,417707,124667,161523,544888,506434,7830,3445,46378,42702,406079,8645192,2569922,5578,4537603,1532089,104003,55933,161791,241865,564208,15190426,30110,-804,63,-34797,65648,1879658,2211,143016,1677182,57249,9575624,162567,277487,94740,182747,566399,71640,2626941,2043172,583769,9269,4728841
2017:Q1,15017418,70165,1323162,189965,3697043,0,525187,2096050,1288086,97715,417128,128699,164422,548990,526816,7472,4938,46127,39328,428951,8619819,2571672,5063,4555992,1487092,109454,58382,163184,261451,524793,15377761,81408,-567,9,4159,77807,1968820,2202,143156,1764041,59421,9630256,158532,266947,91608,175339,525673,64407,2681718,2080954,600764,9705,4745786
2017:Q2,15072574,70751,1193531,224482,3687580,0,478352,2141527,1328395,102148,415702,131945,163337,559927,507774,6777,4306,44637,37949,414105,8764105,2621612,6142,4622040,1514311,113385,58498,164531,270263,525448,15384354,77881,-636,142,-3328,81703,1990281,1994,140698,1789664,57925,9569771,162942,264058,91337,172721,569558,69276,2680587,2068566,612021,10676,4700682
2017:Q3,15176410,68525,1207815,188144,3735794,0,480546,2185421,1369599,103770,417019,134531,160502,563604,506223,5863,3237,42201,37428,417494,8849438,2638935,8032,4661054,1541417,118728,61172,166661,282014,498119,15585219,56713,-743,196,-4531,61791,1943711,2033,134379,1737278,70021,9741630,166891,264888,92878,172010,579543,80231,2751612,2138499,613113,10978,4769384
2017:Q4,15318457,77168,1161900,222463,3757367,0,484410,2207430,1382003,116041,411449,139687,158250,572574,492953,4539,3014,39315,36137,409948,8990279,2674461,5489,4698482,1611847,127622,64780,168199,300210,448469,15693745,52592,-920,134,3122,50256,2015371,1880,140552,1813551,59388,9802034,170428,223222,75512,147710,586455,104285,2739358,2126488,612870,11196,4882461
2018:Q1,15362872,68209,1228022,240909,3694767,0,479962,2173553,1352143,112781,410309,142282,156038,555677,485575,3548,2473,37247,36105,406202,9017374,2713807,8523,4721373,1573671,125302,57719,169417,295479,465674,15759493,-29751,-700,17,6186,-35254,2071855,2201,140095,1859837,69722,9951228,156865,242967,84723,158244,557073,90297,2718959,2130667,588292,11419,4883154
2018:Q2,15297667,70344,1071869,229500,3655082,0,487754,2169922,1347366,111880,412176,146383,152117,519213,478193,4305,2297,35495,36158,399938,9145966,2770467,8334,4767310,1599855,125609,57699,170393,294865,476340,15819323,27328,-543,239,1268,26364,1982077,2225,134532,1768818,76502,10001972,157993,251383,90141,161242,588599,92985,2716986,2122790,594196,11784,4848556
2018:Q3,15370881,68035,1038775,237248,3653833,0,496399,2165840,1339491,115581,412882,147927,149959,502241,489353,3345,2058,33031,36942,413977,9228252,2788926,11032,4797465,1630829,133120,60112,171673,302116,477717,15836632,294,-969,271,-4996,5988,1928923,1769,127840,1721414,77900,10139386,156199,259534,93324,166210,557008,98548,2696740,2071018,625722,12539,4940830
2018:Q4,15633102,82038,888427,382794,3760515,0,569784,2239257,1394872,123733,417612,153454,149586,499843,451631,3642,2035,32457,38961,374536,9438849,2927845,11309,4817745,1681950,109083,52145,172090,250022,497139,16163785,21533,-770,61,-6117,28359,2053668,1751,132916,1844651,74350,10293929,143110,247456,87495,159961,577263,109672,2717154,2139996,577158,12393,5084144
2019:Q1,15640818,69865,898572,359429,3847486,0,563840,2293063,1435601,130808,423161,157556,145937,492184,498399,3894,2035,32707,41085,418678,9419321,2928862,10579,4835354,1644526,129520,56655,173428,273165,413377,16227270,-18468,-789,11,-4436,-13254,1992331,1618,131317,1785832,73564,10421017,152042,235583,81598,153985,524125,105461,2815179,2155059,660120,12982,4998525
2019:Q2,15841735,71482,806725,376377,3927807,0,592153,2363170,1495655,139263,423567,163422,141263,476091,496393,3583,1950,34628,42068,414164,9582636,2985860,12430,4899988,1684358,135241,58259,175484,277191,430533,16459145,14484,-821,115,-11035,26225,2027156,1592,128994,1809595,86975,10491153,153895,230279,78957,151322,540476,108906,2892796,2206908,685888,12670,5131375
2019:Q3,16063706,70313,838170,332339,4058472,0,674495,2411064,1531936,146257,429177,173051,130643,470910,502003,4426,2308,34906,42642,417721,9676262,3008813,11764,4939772,1715913,133904,57999,176941,282850,436455,16650613,-7619,-744,107,-8790,1808,2071963,1978,128608,1856712,84665,10671833,180290,209737,68713,141024,501954,119102,2903353,2207313,696040,13095,5326807
2019:Q4,16332724,83418,907338,358488,4083476,0,704089,2408228,1532168,149075,427880,178084,121021,471666,499493,5134,2650,34637,42325,414747,9798120,3026569,13203,4987376,1770972,147678,61574,178763,303552,410317,16889918,7724,-643,42,-6971,15296,2191467,1635,139075,1971811,78946,10805423,167018,209706,68396,141310,484934,124218,2899428,2233537,665891,13145,5484144
2020:Q1,17647721,99021,1476464,331258,4271919,27546,724397,2582835,1663809,161092,448847,197008,112079,483995,453146,5350,2601,36508,43060,365627,10207689,3458483,18802,5020528,1709876,95883,45608,179664,234095,706120,18159578,67434,-654,76633,-20726,12181,2649721,1679,142313,2414724,91005,11430424,191122,232946,80011,152935,615064,107559,2865308,2197029,668279,13360,6225890
2020:Q2,18715651,91946,1967078,560273,4588307,11756,926651,2650292,1678260,174002,478053,210424,109553,501513,498095,5152,2723,39919,44041,406260,10274185,3572755,16766,5040264,1644400,120636,51943,180981,272804,607498,19137950,127798,-730,82962,-7686,53252,3303356,1904,167254,3063650,70548,11959882,190497,242253,84499,157754,380298,109939,2823927,2225010,598917,13264,6734901
2020:Q3,18842415,90023,1918003,498071,4872093,3898,1019718,2804593,1774014,184176,499798,227814,118791,504913,538971,4654,2867,39887,42702,448861,10150119,3427025,16960,5056956,1649178,132974,55419,182762,288517,654434,19176813,93758,-1329,66127,-2699,31659,3416370,2447,178084,3172884,62955,12004038,179037,251449,89541,161908,306787,112346,2813028,2252878,560150,13490,6814832
2020:Q4,19410471,99193,2189755,538256,5131125,1992,1044445,3061043,1943263,201890,547760,238914,129216,512680,510965,4214,2920,39031,42577,422223,10091686,3362714,16240,5027121,1685611,160125,63355,184817,327449,624710,19693314,11919,-567,44178,-3347,-28345,4572757,2691,229884,4278310,61872,11461185,170900,271002,99237,171765,252337,113011,2840203,2306304,533899,13461,7199349
2021:Q1,19889785,97507,2602529,294270,5493607,110,1111331,3233698,2083708,207830,554865,247671,139624,516864,631604,4893,3014,40735,43926,539036,10033711,3394813,15687,4990007,1633204,176510,68052,186898,344358,592342,20242358,-98076,-1050,41141,2972,-141139,4804138,2435,248853,4494250,58600,11864446,187480,283770,106347,177423,228628,96276,2875696,2320591,555105,13364,7436690
2021:Q2,20080566,92300,2474506,300072,5747147,0,1195743,3357339,2170655,220925,554673,261075,150011,529625,664440,4914,3048,42115,47756,566607,10056033,3320908,14353,5019915,1700857,191072,72212,191584,374993,580647,20480184,-62959,-1062,41655,4387,-107939,5235983,4459,296575,4858757,76192,11660772,143137,282987,105803,177184,205939,94389,2919936,2387164,532772,13503,7691767
2021:Q3,20578032,89181,2658250,287438,5975542,0,1297611,3453820,2240087,226587,569641,262832,154673,536448,687663,4926,3137,48797,50347,580456,10117127,3264285,17065,5094005,1741772,184622,70422,193902,372212,629337,20956379,-91553,-699,16545,3636,-111035,5544563,3648,318457,5144772,77686,11808723,150733,238969,84531,154438,189645,101103,3014196,2431386,582810,13470,8038520
2021:Q4,21116374,90151,2578350,317492,6233394,0,1472300,3505438,2265165,231429,576290,265193,167361,545113,710543,5272,3322,55387,54824,591738,10437994,3423558,18135,5170539,1825762,201012,74867,198146,398667,586301,21555412,-40066,-583,13230,5814,-58527,5821345,2550,345612,5395492,77691,12092460,161027,230436,80282,150154,195111,103176,2991923,2452601,539322,13590,8401949
