date,All sectors; total miscellaneous liabilities,Life insurance companies, general accounts; deferred and unpaid life insurance premiums; asset,Nonfinancial corporate business; total miscellaneous liabilities,Nonfinancial noncorporate business; unidentified miscellaneous liabilities,Federal government; total miscellaneous liabilities,State and local government employee defined benefit retirement funds; claims of pension fund on sponsor; asset,Monetary authority; total miscellaneous liabilities,U.S.-chartered depository institutions; total miscellaneous liabilities,Foreign banking offices in the U.S.; total miscellaneous liabilities,Banks in U.S.-affiliated areas; unidentified miscellaneous liabilities,Credit unions; unidentified miscellaneous liabilities,Property-casualty insurance companies; total miscellaneous liabilities,Life insurance companies; total miscellaneous liabilities,Government-sponsored enterprises; total miscellaneous liabilities,Finance companies; total miscellaneous liabilities,Real estate investment trusts; unidentified miscellaneous liabilities,Security brokers and dealers; total miscellaneous liabilities,Holding companies; unidentified miscellaneous liabilities,Other financial business; total miscellaneous liabilities,Rest of the world; total miscellaneous liabilities,All sectors; total miscellaneous assets,Households and nonprofit organizations; total miscellaneous assets,Nonfinancial corporate business; total miscellaneous assets,Nonfinancial noncorporate business; total miscellaneous assets,Federal government; total miscellaneous assets,State and local governments; unidentified miscellaneous assets,Monetary authority; total miscellaneous assets,U.S.-chartered depository institutions; total miscellaneous assets,Foreign banking offices in the U.S., including IBFs; unidentified miscellaneous assets,Banks in U.S.-affiliated areas; unidentified miscellaneous assets,Credit unions; total miscellaneous assets,Property-casualty insurance companies; total miscellaneous assets,Life insurance companies; total miscellaneous assets,Private pension funds; total miscellaneous assets,Federal government defined benefit retirement funds; claims of pension funds on sponsor; asset,State and local government employee retirement funds; miscellaneous assets,Money market funds; unidentified miscellaneous assets (net),Mutual funds; unidentified miscellaneous assets,Exchange-traded funds; unidentified miscellaneous assets,Government-sponsored enterprises; unidentified miscellaneous assets,Issuers of asset-backed securities; funding agreements backing securities; asset,Finance companies; total miscellaneous assets,Real estate investment trusts; total miscellaneous assets,Security brokers and dealers; total miscellaneous assets,Holding companies; total miscellaneous assets,Other financial business; total miscellaneous assets,Rest of the world; assumed policy payables by U.S. reinsurers from non-U.S. insurers; liability,Instrument discrepancies; total miscellaneous assets
1990:Q1,4792347,16011,1341110,162295,898162,511516,6283,412571,65894,3315,7350,373349,361841,61688,166853,2313,98613,12391,262047,28745,4238018,239043,1045105,111714,33841,9151,5397,175260,23159,3363,10943,-10952,82752,501679,890722,518125,8120,9202,0,29357,30,15967,4357,131000,324173,76511,0,554328
1990:Q2,4793467,16022,1313666,161474,907589,517805,6153,399688,63605,3667,7702,379463,364422,62701,179618,1584,100815,12545,267331,27617,4193462,240563,995628,109993,52530,10301,4951,168525,22050,4215,12803,-10952,82697,468295,899896,525634,11372,9706,0,32687,30,15844,3569,134643,321328,77154,0,600004
1990:Q3,4919159,15972,1358372,160653,910127,580217,6421,410505,72865,3972,7925,385405,363641,59863,195286,2292,88673,11630,258253,27088,4424433,245280,1041216,108880,56863,8868,5693,178713,25577,4223,13333,-10952,81244,557793,902690,587842,6354,9634,0,31220,30,15701,3061,144415,325881,80874,0,494726
1990:Q4,4907787,16459,1374690,159833,908925,583776,5381,389475,69707,3978,8062,392885,366963,69244,186365,1202,84477,10691,246259,29415,4601320,249739,1201725,109230,68680,10299,6046,184678,25277,4192,12337,-4537,82412,535682,901237,591607,15625,9980,0,32941,30,16088,4270,145581,316772,81430,0,306467
1991:Q1,5021695,16331,1452527,159681,931151,563573,5093,395837,72737,3913,8050,398735,380859,70254,190331,1171,93922,9807,240719,27003,4598737,251371,1232957,111379,62150,11104,5318,187751,30144,4100,14407,-4537,95575,485552,923730,567483,2775,8525,0,32294,30,17615,4273,155241,317551,81948,0,422958
1991:Q2,5056922,16104,1454689,160029,939126,590339,5100,392957,66185,3656,8236,400994,393489,72025,199733,1777,98683,9927,214873,29000,4663347,253519,1216157,114706,69147,11373,5044,176537,26724,3937,17951,-4537,93066,514990,931451,595102,8656,8654,0,31129,30,18286,4293,167874,319519,79739,0,393575
1991:Q3,5142725,15875,1522162,162377,940954,596872,5415,386006,70311,3339,9200,403961,402600,78203,203334,1745,101562,9906,198588,30315,4705852,255688,1199434,116241,102422,9941,5136,170189,31091,3762,19858,-4537,99319,501777,934249,601904,8830,8634,0,32173,30,22775,3775,178668,319390,85103,0,436873
1991:Q4,5209522,15737,1526704,163475,938208,601160,5165,392372,73852,3104,8927,411146,411416,76508,210456,2851,108458,9968,215649,34366,4658607,259535,1119103,118583,104787,13922,5572,168538,30273,3669,17194,-6645,97465,486004,931249,605781,7644,10305,0,39208,30,27198,5411,198429,323632,91720,0,550915
1992:Q1,5566506,15673,1752743,166934,962029,662633,4848,377077,73301,3593,8450,416262,416993,88388,223032,247,116001,9716,229283,39302,4932914,263441,1248690,119758,112546,10133,5093,168064,30849,3649,21384,-6645,95887,523552,955360,667371,7183,23953,0,31073,30,24698,6400,213801,309264,97380,0,633591
1992:Q2,5649278,15652,1738972,170393,970633,716350,4091,395583,78064,3782,8932,422482,420148,83996,215131,1147,128796,9306,230318,35503,4969216,267910,1179514,120401,121112,11680,5154,171243,31235,3366,21201,-6645,96422,533242,963709,721091,7916,28117,0,32356,30,19414,6028,211475,318908,104337,0,680062
1992:Q3,5758653,15680,1748764,172602,972897,753570,4332,406553,83083,3893,9539,428780,423845,88805,218135,1041,146990,12210,234432,33501,5109760,272602,1168028,122081,122388,8690,7047,168246,37047,3127,22165,-6645,97629,547768,966266,757607,7506,38513,0,33069,30,20891,6433,270229,328267,110777,0,648892
1992:Q4,5783193,15762,1746455,177312,969789,779988,4834,418325,78627,4182,9159,434456,425318,88966,227281,2424,123223,12383,234719,29990,5180068,276669,1269137,123602,120125,10641,7351,159913,33467,2992,21090,-4797,94558,523644,962905,784532,10203,29522,0,26901,30,20202,3134,251320,338160,114767,0,603125
1993:Q1,5871907,15889,1809112,178576,994590,776348,5436,422770,70437,4467,9455,438820,436947,76459,222294,646,146343,13027,213857,36434,5267286,280003,1310286,126902,119671,3274,7690,153943,35147,2849,23381,-4797,95688,494912,987799,780985,14205,30923,0,29477,30,23981,2248,289211,347609,111869,0,604622
1993:Q2,5956417,16015,1818372,179840,1001894,789025,5275,452884,66833,4809,9724,442040,443532,82678,240925,1500,145409,13425,209597,32641,5336268,282748,1319297,130575,118731,270,9204,158177,36840,2804,23408,-4797,99775,507422,995106,793750,15807,30868,0,28763,30,25729,3277,283546,360875,114063,0,620149
1993:Q3,6017392,16141,1822751,181105,1003664,785215,6617,460421,73792,5177,9992,445348,451721,80017,241165,1619,163463,14034,219737,35413,5380612,286658,1323058,135014,114561,2003,8348,157094,37733,2702,24526,-4797,93744,494862,997116,789517,18464,32007,0,33867,30,28095,4437,309842,368418,123313,0,636780
1993:Q4,6056666,16268,1818973,182369,999898,795626,5835,474693,70864,5570,9954,449647,460643,84048,242799,2337,165724,12509,225201,33708,5352518,288574,1263077,139711,116289,4008,9564,149476,32712,2552,23075,-13457,91205,492070,993098,799735,22764,29466,0,32538,30,29104,4580,331325,385640,125382,0,704148
1994:Q1,6319645,16400,1794795,183569,1024129,838317,6030,672325,74677,5540,9942,453713,467282,71630,240756,4324,188384,12357,221658,33817,5650394,291768,1260670,145312,114469,6017,8572,246347,38489,2793,24677,-13457,102256,544013,1017626,842139,29155,43872,0,30753,30,24904,6134,362298,387100,134457,0,669252
1994:Q2,6394756,16533,1784474,188520,1031461,865836,7380,713399,83675,5739,10370,457504,473849,64417,242006,4110,189215,12229,203418,40621,5765670,294052,1264585,149718,119533,8033,8865,277957,45951,2919,24505,-13457,92750,548562,1024906,869910,26724,58089,0,28368,30,21159,5448,379547,390038,137478,0,629086
1994:Q3,6404235,16665,1773742,193471,1034463,870270,7289,701395,80955,6046,10984,461405,481242,62121,248533,4799,193910,12007,205750,39188,5753025,298343,1279754,154720,117562,11725,8736,250217,47002,2913,19553,-13457,100051,509214,1027823,874901,24791,57225,0,26384,30,17319,5644,394065,401248,137262,0,651210
1994:Q4,6468604,16797,1787994,198422,1029937,883293,6819,692115,85012,7405,11746,465833,498001,59123,259090,5284,196654,13157,208861,43061,5879811,301515,1380416,158904,119505,25104,9833,255711,45865,2432,20088,-13428,98366,500446,1023135,887880,25824,54447,0,27293,0,12883,6376,387017,409224,140975,0,588793
1995:Q1,6606717,16977,1788074,201823,1055479,859773,8359,729505,121446,7259,10321,475173,512226,55310,267595,5330,221059,13114,213139,44755,5945468,308078,1411159,168120,115843,22148,8624,247758,43602,2026,20600,-13428,104487,464608,1048889,864000,21565,51061,0,27502,0,15667,6396,425679,425559,155525,0,661249
1995:Q2,6592588,17156,1797439,205224,1063367,838055,8770,687023,133314,8299,10199,485196,524571,61091,280460,5950,198942,12942,208716,45874,5915152,314568,1409694,177427,114542,63658,9427,225817,40169,2390,20147,-13428,98300,426968,1056614,842636,29168,59892,0,29030,0,15512,7195,383933,441156,160337,0,677436
1995:Q3,6686721,17336,1840944,208625,1066444,817657,8409,710863,128599,8272,10231,483227,532932,63539,283920,6301,220247,13660,216659,48857,5987437,313701,1455605,186303,115985,77991,9299,216131,42160,2522,19494,-13428,101900,405542,1059826,822491,32484,54920,0,39114,0,15478,7578,401851,453753,166737,0,699285
1995:Q4,6795442,17515,1884335,212026,1078932,812648,8250,734154,126350,10325,10265,494292,541152,65129,288441,6677,229723,14222,212340,48666,5948996,316987,1395003,196267,117434,80418,10737,202070,36585,4024,19682,-20395,110172,404258,1072271,817449,36624,56774,0,26883,0,18214,7327,412639,462087,165486,0,846447
1996:Q1,6938465,17713,1944822,219384,1091625,799154,8198,729459,120974,10188,10448,497631,545529,66033,292100,7051,272479,14174,241143,50360,6104019,317955,1477439,204781,115707,55555,9812,202992,31417,3831,22379,-20395,104291,400400,1085025,804310,42939,55640,0,30171,0,17701,7077,485525,470166,179302,0,834445
1996:Q2,6960745,17911,1945992,226742,1098163,789163,8389,764377,118097,9902,10791,499694,550719,60683,289333,7574,262797,14486,238455,47477,6165066,319076,1481218,213301,114807,33356,10203,233377,27915,3947,21265,-20395,105562,396816,1090837,794601,43963,61598,0,52654,0,16527,7055,481851,484921,190610,0,795679
1996:Q3,7151827,18108,2013652,234100,1102274,796294,9065,789269,124225,10734,10967,505382,561639,60568,291987,8199,299368,15152,251558,49286,6302318,322427,1502202,222798,114991,58284,10155,246411,27632,4374,19839,-20395,104631,404470,1095100,801562,42494,62050,0,52673,0,17691,5173,517885,485632,204238,0,849509
1996:Q4,7258615,18306,2031512,241458,1093935,770841,8332,785445,138002,10886,10844,498279,661901,65697,300158,9174,311048,17541,230748,54508,6301659,324960,1401754,232578,110731,82075,11201,225668,27375,4798,20045,-19009,122755,412422,1086666,834997,43553,60795,0,60102,0,22895,5607,514278,484687,230726,0,956957
1997:Q1,7466968,18390,2034266,256707,1120300,782413,8523,816796,163071,13094,4701,500623,645983,72590,310744,10569,387749,16566,254300,49584,6525640,328311,1359768,245119,107780,108130,10558,238679,28936,4945,13228,-18952,129024,439469,1113747,848704,49060,68775,0,52769,0,30029,6466,608396,492914,259785,0,941328
1997:Q2,7377313,18473,1994407,270706,1128284,679229,9948,838812,156298,14176,4952,502636,667909,66532,288872,12138,397230,16967,256030,53714,6345505,331753,1240056,258855,106023,121317,12783,237782,27009,5311,16181,-18886,126841,343918,1121585,752006,51427,82915,0,56689,59,36181,7613,664071,507582,256434,0,1031808
1997:Q3,7450888,18557,1975082,284705,1127700,611881,9174,863133,163260,15192,4810,511016,676499,71855,323471,14312,441020,17654,266412,55155,6367218,337262,1232967,273631,105321,148850,12316,246795,25643,5298,15845,-18814,136733,298631,1123508,689519,58816,79652,0,57643,92,28815,10019,698180,524109,276387,0,1083671
1997:Q4,7452705,18641,1908361,297455,1122129,626467,10439,901445,164891,15577,4626,509035,697456,74608,307358,18020,401611,18746,300553,55288,6322625,337229,1087486,289191,107269,155520,13217,267031,28554,6639,17529,-30190,142455,335213,1115494,707242,60716,81874,0,67695,92,37312,10465,669775,534737,280081,0,1130080
1998:Q1,7546118,18607,1925748,322985,1150629,529255,10143,769678,171625,16318,5004,512837,733745,89664,277346,22534,600408,18874,316093,54625,6342472,339541,982002,318065,108629,193281,13426,213227,26569,6698,21482,-30237,155606,272040,1144024,616795,77975,78494,0,65634,99,11367,17088,842494,556494,311679,0,1203646
1998:Q2,7642908,18892,1972210,344765,1158508,546673,10316,793138,168886,17124,5543,513548,730585,87299,265997,26298,581342,18729,328728,54327,6581224,339667,1023561,351348,110127,183463,14629,241274,31026,7030,18000,-30274,156575,333789,1151935,637752,62392,84692,0,67938,581,12697,19696,871277,584293,307756,0,1061684
1998:Q3,7889187,18379,1984516,365295,1162007,733425,9574,847554,174682,17584,5381,516458,716739,89673,269623,29305,551831,19435,325568,52157,7136918,342721,1095431,385251,111804,194599,15388,261921,35481,7596,19846,-30307,167747,488543,1155307,823338,66677,90602,0,65794,858,2017,21148,884692,605287,325177,0,752269
1998:Q4,8046569,17227,2262002,389575,1153514,574598,11031,862718,173609,21860,5173,511497,741218,95597,303145,31630,504194,21673,310178,56131,6915949,342980,1212973,414133,114371,159164,16139,283103,34793,9730,24341,-40392,158958,331980,1146814,673378,65501,83122,0,67597,917,3110,21194,829802,634919,327322,0,1130620
1999:Q1,8281431,18523,2344897,405492,1181863,567024,9588,869446,166068,22554,4991,511868,775781,89066,319366,33421,582224,20108,305641,53510,7095700,343333,1196935,439727,115590,160914,15636,299462,32864,9723,26537,-40305,165947,350811,1175166,668453,60274,93151,0,70415,2091,10848,21541,863371,648503,364713,0,1185731
1999:Q2,8401451,18604,2432746,426409,1190079,508093,10795,864461,163656,23833,4952,518264,791025,85957,325927,32114,602402,22125,332778,47232,7061021,344309,1162982,457005,117436,153482,16406,318739,30351,10134,23040,-40207,164475,315060,1183422,613689,70179,88687,0,69599,3699,11872,20406,892752,664199,369305,0,1340430
1999:Q3,8617192,18645,2460287,444825,1194031,634718,11488,892634,192200,25570,5058,527105,808949,82583,335007,35337,563834,22336,314499,48086,7374131,350521,1211308,477937,118634,151000,16370,325858,31995,10315,19850,-40101,170733,425518,1187330,740190,65318,86137,0,73469,4230,8116,19980,873995,660131,385297,0,1243061
1999:Q4,8934085,19435,2571632,463242,1185664,473958,10179,891774,183207,24054,6034,645497,806011,90131,384168,36270,610037,30711,388362,113719,6920935,414262,860902,496606,119523,145812,16798,317793,37143,8708,9369,72599,157019,268250,1179114,587069,87962,92293,0,72549,4230,17214,19851,872778,662262,395728,5100,2013151
2000:Q1,9402023,18702,2649724,485552,1214341,452013,11358,928869,207739,24748,5368,651728,820743,94639,464576,35856,794351,21256,408925,111535,7305483,419565,1023615,518663,121372,143921,16494,336486,33007,8370,17859,76843,159619,190870,1207712,566179,43253,93746,0,75758,4951,47393,20327,1071558,687401,414946,5575,2096540
2000:Q2,9699511,18896,2779892,504362,1222066,531971,11007,944186,204918,25312,6141,661089,817883,91051,472788,37341,764230,22880,469456,114041,7777207,426958,1261823,543990,122321,137974,16564,360097,30524,8777,14412,81100,172912,249700,1215552,644415,51250,109247,0,79187,8025,44624,20237,1051061,698896,421510,6051,1922303
2000:Q3,9961934,18750,2936632,527023,1226583,546610,11036,1022309,217737,26948,7464,667742,819079,89046,498637,37756,744314,23907,449943,90418,8182373,434879,1517941,565367,123034,138550,18328,378149,32791,9213,17495,85375,192011,260855,1220029,658117,62050,116030,0,80861,9542,48963,20858,1040895,721369,423146,6525,1779561
2000:Q4,10271872,19560,3053167,549183,1237373,717447,10764,1035884,239360,24756,5607,669807,793884,97042,524878,38094,653245,23971,481574,96276,9693340,436617,2648786,586514,124101,123322,19277,382278,33481,6598,19543,101367,198369,386893,1230983,825403,66503,113187,0,63374,11682,51723,21746,1045339,746568,442686,7000,578532
2001:Q1,10605091,18723,3149317,562973,1247821,926170,10177,1048377,244357,24506,3459,680929,756882,130060,551541,37983,684135,22878,397138,107665,10445846,442422,2931194,614853,125051,124143,19254,397858,32974,7071,30603,113234,248866,513515,1241343,1029441,44567,92241,0,62923,14479,55017,21985,1016058,807406,451797,7550,159245
2001:Q2,10689193,18461,3157213,576763,1256058,878116,9528,1037524,228419,23443,6047,696133,792673,127157,561312,37862,783794,24191,362838,111662,10628457,459075,2963037,647660,125889,126143,20168,392855,31551,7787,30594,123463,249590,497114,1249701,982465,53894,85218,0,63688,20408,42900,22809,1164029,821756,438561,8101,60736
2001:Q3,10997626,19264,3145063,590553,1261740,1128245,9472,1142784,216019,24491,5468,723285,767309,147396,559276,37594,775114,24729,314309,105515,11406197,479639,3176654,677550,126138,118756,20444,468953,39655,8182,40354,133866,258085,650507,1255348,1227501,46713,83265,0,71510,23499,50644,22701,1155227,850786,411570,8650,-408572
2001:Q4,11172028,19117,3163773,604343,1252819,1047804,8523,1028036,197752,28996,3768,826770,803225,147386,575643,38145,888963,26461,389741,120763,12005653,487174,3638211,717019,126014,107588,20305,449268,32037,12477,28145,278286,244457,585355,1246602,1149257,60431,78465,0,68910,26405,67465,22385,1300085,829111,421001,9200,-833625
2002:Q1,11308720,19436,3211845,609023,1282935,1048980,9417,1046456,173002,29741,5170,842720,848874,143957,568849,38624,917019,26329,374332,112011,12192774,494480,3601575,726795,125943,102066,21173,504510,31833,13476,43626,276948,232238,633318,1276631,1148898,52237,90188,0,68694,34473,64567,22751,1346094,838268,432292,9700,-884054
2002:Q2,11541402,19306,3252970,613703,1291979,1245858,9998,1126039,223412,28749,4770,860939,839115,151150,582075,39073,804795,28151,300952,118368,12647295,509594,3716607,737297,126507,91269,21006,556721,34049,14050,34208,282276,239894,723563,1285803,1398960,56539,76972,0,74141,39684,66483,23529,1230545,849593,447803,10201,-1105892
2002:Q3,11827871,20028,3242596,618384,1298049,1394688,10881,1191369,227270,30305,5585,877012,828957,171849,610462,40331,775416,29278,338265,117146,13136414,522216,3869658,748019,127959,85896,20094,607662,34265,13784,33366,285355,250675,826688,1291846,1540445,61212,71989,0,85291,43261,73977,23635,1202657,868592,437172,10700,-1308543
2002:Q4,11908420,20003,3274875,623064,1304288,1444877,9207,1197401,236275,28286,5694,899076,810352,186729,625666,40920,732064,35103,300970,133570,13434904,544535,4366548,511341,129032,80245,19616,635862,36267,6439,34005,291311,246398,784255,1282891,1597882,51375,78481,0,90867,46325,81075,25019,1128494,895709,459732,11200,-1526484
2003:Q1,12345265,21368,3340048,628911,1335607,1434278,8795,1201703,233075,29829,6301,926674,862844,180818,627994,39699,917961,33175,339770,176415,13718095,557130,4321720,516087,128428,76588,19309,657508,35444,7899,34365,300675,266475,803774,1313407,1590523,45320,79185,0,92224,52107,89392,24702,1300863,925198,467996,11776,-1372829
2003:Q2,12814665,21708,3323056,634758,1345293,1436385,9650,1254711,264199,31088,6803,944799,931798,182779,668365,40473,1094800,30974,410332,182694,13802177,567903,4171245,520811,129708,73996,18852,681801,45173,6790,32817,298933,276085,663300,1322099,1606237,36884,83219,0,101080,58645,102031,25197,1542116,962188,462716,12350,-987512
2003:Q3,12922291,21723,3300999,640605,1356002,1438134,9767,1307161,238472,34066,6772,964991,945026,170316,733397,40336,1062908,38348,427407,185861,13804746,586769,4126153,525541,130027,73991,18510,710256,33339,6262,27117,298606,267115,639038,1331557,1614293,38061,84622,0,105571,62627,114464,26512,1532296,982688,456405,12926,-882455
2003:Q4,12889179,21619,3307496,646452,1366714,1344536,9538,1284669,244284,31704,7427,988210,974442,145170,739545,42465,1083511,36834,425074,189489,13222832,607109,3742537,530258,130700,69800,18231,654598,29571,4268,26006,286304,262257,549922,1325911,1533583,33201,95169,0,109362,67713,120546,29269,1505299,999809,477909,13500,-333653
2004:Q1,13307739,21555,3336692,663644,1399658,1402058,10316,1312441,269169,34552,7995,996805,1030382,168973,760369,44172,1179290,38149,439265,192253,13612568,614797,3714795,578737,131411,72813,18117,649853,28016,4618,29231,275236,284227,533017,1359290,1593938,36278,149934,0,104287,75183,110748,32149,1646043,1046315,510043,13492,-304830
2004:Q2,13561342,22327,3408404,680836,1412598,1416533,10662,1330018,234129,36875,9376,1009640,1039755,140872,773519,42640,1287929,38638,477041,189550,13853618,622357,3750058,627195,132239,66389,17857,691419,32705,3856,28965,273833,281938,573044,1371543,1619467,39919,95451,0,102724,79927,97777,34210,1733532,1083766,479962,13485,-292276
2004:Q3,14032114,22659,3428860,698028,1419298,1616236,14363,1436287,258878,40032,9245,1046980,1035911,150881,780708,45385,1327068,38820,491178,171297,14488823,639816,3817467,675675,133456,84737,17707,771984,32191,6362,25537,275746,281138,617403,1377654,1813929,36815,99145,0,109394,83523,98297,36590,1775493,1176406,488880,13477,-456708
2004:Q4,14319693,23125,3511904,715220,1424609,1416936,13851,1530857,275174,42480,9326,1056438,1058162,138473,789939,50755,1457490,35822,600905,168227,14446192,661622,3708084,724159,133934,58048,18575,797399,30802,5217,25682,290558,284361,575533,1366639,1628597,43782,117819,1335,113852,86462,94477,40350,1881885,1224104,519447,13469,-126499
2005:Q1,14723348,23413,3639087,750894,1459380,1489714,14578,1532215,290763,42831,8742,1067745,1080811,149085,756572,47284,1517669,36166,624287,192112,14878484,675343,3784994,776960,133630,61609,17551,781715,30247,5511,32992,300534,291916,600785,1399496,1702110,27415,131708,2554,135198,93275,86310,43233,1993850,1226000,528746,14802,-155136
2005:Q2,15000954,24138,3743003,786569,1481937,1561004,15307,1531387,304775,42026,12056,1091284,1086057,149176,770605,50200,1489786,37830,621119,202695,15280308,684495,3928799,829778,134504,70159,17898,783165,33459,5128,29218,310172,288397,579866,1425502,1780246,21467,128275,2638,124607,95812,88108,46009,2038578,1258782,559111,16134,-279354
2005:Q3,15356772,23414,3795204,822243,1490902,1615582,16360,1518883,332655,41832,14181,1143695,1117980,149764,819913,52211,1511811,40067,645388,204687,15629082,711785,4073119,882649,135534,84545,17324,791350,35717,5353,27385,319118,296664,539864,1432479,1837972,33383,127698,3394,75986,98724,37991,48234,2140966,1291281,563100,17467,-272311
2005:Q4,15366074,22985,3830155,857917,1505416,1596432,16588,1544190,306809,42159,11944,1154458,1100316,138486,781632,55268,1488137,41105,658090,213986,15785883,744315,4102023,935548,135714,83305,18143,818837,34226,5305,25823,331469,299421,518023,1424668,1823341,32530,123778,4798,117830,101399,46667,51928,2073549,1334832,579612,18799,-419809
2006:Q1,15723477,23185,3854662,894069,1538894,1463278,17542,1613326,346017,41559,9903,1150694,1133436,151655,776437,52836,1734031,42213,659244,220496,16368075,746598,4015510,1014700,137130,65961,17484,766980,38255,6122,29808,309171,302998,912758,1459277,1734188,25475,152830,7915,109431,105633,26443,50818,2392112,1313270,609029,18179,-644598
2006:Q2,15902154,23356,3874277,930221,1553524,1573452,18893,1628907,373224,41740,9792,1148623,1142095,160920,775873,55644,1682414,43117,630256,235826,17046649,748700,4249059,1093886,137216,77251,17659,787073,40496,8460,24106,308337,307565,974958,1475048,1840557,44334,153210,10594,114048,117027,13556,54289,2439994,1373418,618247,17561,-1144495
2006:Q3,16156768,23403,3926953,966373,1558351,1576348,19727,1666233,355698,38976,12604,1151030,1162682,147235,791156,58826,1754776,43279,658193,244925,17371775,749686,4261902,1173068,138165,81894,17785,828922,41745,6127,26397,304035,327231,946262,1480315,1849256,44680,160876,11395,122828,119134,-4556,54924,2586488,1411713,614562,16941,-1215007
2006:Q4,16181799,23553,3902149,1002525,1568519,1543042,19884,1591809,334004,37746,9215,1142974,1175708,150520,807896,62970,1828476,48727,684570,247512,17400550,766487,4281729,1252261,138699,83259,17026,708683,37571,5944,30864,286308,340446,908418,1469955,1826125,47225,150384,14699,114651,123354,11119,59739,2619792,1479059,610432,16321,-1218751
2007:Q1,16773847,24102,4062348,1025997,1602988,1608445,20781,1570114,386532,36833,10451,1153646,1210743,148506,754716,58464,2115704,45786,684418,253273,18078500,771751,4272917,1322849,139260,94566,16772,678823,41262,6380,37947,296879,347213,920922,1505549,1892308,52327,151371,17345,123531,125838,6570,54795,3043656,1493397,648000,16271,-1304653
2007:Q2,17229376,24132,4130756,1049469,1654346,1448324,20725,1682206,402709,36510,8303,1159543,1237372,155996,772108,57346,2330319,47862,742794,268556,18201696,795947,4157384,1393428,140173,76715,17388,665636,44742,8666,38653,288130,359365,886492,1536465,1743995,49086,146996,17354,140335,130479,9412,57461,3282890,1539491,658793,16220,-972320
2007:Q3,17264598,24599,4211111,1072940,1663701,1527043,22138,1744659,391250,34611,3527,1169430,1273839,167564,763310,62293,2128544,50014,665661,288364,18401802,808881,4163092,1464010,140910,87100,16715,765815,53033,8571,37379,284492,365959,890527,1541004,1831224,69975,152271,23378,135466,133067,14097,56887,3082585,1593369,665826,16169,-1137204
2007:Q4,17145952,24596,4224390,1096412,1660759,1629817,20926,1746950,402496,26167,3600,1154598,1266310,168877,761648,67602,1966098,49774,561166,313766,18928126,827832,4568224,1534564,140661,92957,40474,762417,45920,12061,36031,281977,392994,962192,1518554,1931735,72377,156331,28906,141695,133333,21288,55380,2836813,1602171,715121,16118,-1782174
2008:Q1,17364660,25928,4211188,1124984,1695842,1830740,21010,1794563,418641,26810,7600,1166775,1255057,186692,777173,65996,1829091,45476,563866,317228,19792297,840124,4771944,1544565,141444,104234,37260,898934,61677,12752,39412,321649,405984,1116050,1554365,2119188,43535,157136,36019,127384,132096,25371,57228,2869466,1651098,707150,16232,-2427637
2008:Q2,17212419,26326,4220109,1153556,1711466,1896219,20757,1722849,389484,27311,3200,1167455,1264219,175856,769494,64721,1598966,53332,604896,342203,19623587,847902,4685293,1554517,140421,102845,77194,843943,42716,13518,37741,325540,398885,1183188,1568459,2186236,43101,172971,40775,128375,136778,38206,59720,2591465,1684634,702817,16346,-2411168
2008:Q3,17506139,26150,4232033,1182128,1719738,2235736,22619,1759281,356115,23564,1900,1192655,1155392,199351,788704,67207,1452830,48205,496608,545923,20871398,865538,5318737,1564416,118794,109419,303126,964098,53686,12841,31568,367089,416225,1337468,1570315,2505626,42094,159608,37561,107743,125087,56069,61302,2414675,1647465,664391,16458,-3365259
2008:Q4,17690535,27782,4458322,1210699,1705543,2695341,21495,1689372,482694,21705,4700,1175390,1104802,206958,778491,64878,841514,52501,306775,841573,21924656,882693,6071182,1574252,112594,125353,568846,1093955,48959,11074,32770,394867,482810,1597689,1537375,2931222,43635,124953,35728,99113,117366,61548,54570,1442650,1710711,752169,16572,-4234122
2009:Q1,17747064,27269,4441453,1218861,1748449,2890016,23636,1750258,447906,21833,20742,1187341,1078813,243810,762146,65559,859206,91300,272041,596425,22331144,882125,6261243,1559060,115402,124817,333926,1038673,49979,10009,37811,418846,486269,1725700,1584563,3113130,49652,88513,51252,109651,106757,68083,61930,1407326,2359842,269570,17016,-4584080
2009:Q2,17526217,25605,4453679,1227023,1769143,2845940,26758,1711236,364516,20838,20906,1176364,1108318,246033,714497,62035,909758,93863,325766,423939,21466622,886527,5795000,1543783,110707,127508,160566,963195,49512,9063,34603,383513,463236,1632258,1604173,3082874,31691,105998,58480,127222,99891,61518,59990,1467849,2365312,224693,17460,-3940406
2009:Q3,17533592,25216,4516660,1235185,1778490,2654202,26974,1757063,347281,26749,20746,1181612,1178720,261785,691988,59897,960433,89805,345119,375667,20511060,895665,5234232,1528508,99359,119531,113107,879574,41778,8010,33011,354392,467150,1519674,1612485,2904525,32218,129838,62730,104658,91710,71137,59771,1543755,2386186,200155,17902,-2977468
2009:Q4,17642418,22854,4644761,1243347,1758380,2617191,21359,1915632,323839,24996,19363,1164082,1169714,269226,644198,59594,974105,102554,347780,319443,20417753,913858,5272672,1513333,147384,141874,74840,829600,44512,6529,32983,326765,438851,1508752,1573987,2882238,45732,144530,74528,100313,84827,71107,64794,1474851,2427191,203355,18346,-2775334
