date,Domestic nonfinancial sectors; municipal securities; liability,State and local governments; municipal securities; liability,State and local governments; short-term municipal securities; liability,State and local governments; long-term municipal securities; liability,Nonprofit organizations; municipal securities; liability,Nonfinancial corporate business; municipal securities; liability,All sectors; municipal securities; asset,Households and nonprofit organizations; municipal securities; asset,Nonfinancial corporate business; municipal securities; asset,Nonfinancial noncorporate business; municipal securities; asset,State and local governments; municipal securities; asset,U.S.-chartered depository institutions; municipal securities; asset,Foreign banking offices in the U.S.; municipal securities; asset,Banks in U.S.-affiliated areas; municipal securities; asset,Credit unions; municipal securities; asset,Property-casualty insurance companies; municipal securities, including those held by U.S. residual market reinsurers; asset,Life insurance companies; municipal securities; asset,Federal government retirement funds; municipal securities held by National Railroad Retirement Investment Trust; asset,State and local government employee defined benefit retirement funds; municipal securities; asset,Money market funds; municipal securities; asset,Mutual funds; municipal securities; asset (market value),Closed-end funds; municipal securities; asset,Exchange-traded funds; municipal securities; asset,Government-sponsored enterprises; municipal securities and Sallie Mae public academic facilities financing and Sallie Mae public warehousing advances; asset,Security brokers and dealers; municipal securities; asset,Other financial business; municipal securities held by COVID-19 Municipal Liquidity Facility (MLF); asset,Rest of the world; municipal securities; asset,Instrument discrepancies; municipal securities (level)
1986:Q3,898843,700113,20400,679713,79199,119531,902487,401511,24145,0,10312,220252,0,603,0,97642,11648,0,1035,61830,58116,1700,0,2133,10210,0,1350,-3644
1986:Q4,920383,724873,20402,704471,78372,117138,924493,415426,25055,0,10415,205844,0,603,0,101937,11659,0,709,64090,66492,2000,0,2268,16595,0,1400,-4110
1987:Q1,949044,753356,18678,734678,78339,117349,953135,439311,23308,0,10444,194900,0,603,0,107141,10658,0,553,70546,77454,2241,0,2293,12233,0,1450,-4091
1987:Q2,965157,770823,12717,758106,78188,116146,967864,467885,19994,0,10446,187928,0,601,0,113625,10944,0,606,67026,74029,2458,0,2465,8357,0,1500,-2707
1987:Q3,989645,795600,16238,779362,77948,116097,991510,495166,19285,0,10381,182470,0,601,0,119972,10208,0,647,65231,72650,2751,0,2627,7971,0,1550,-1865
1987:Q4,1011975,817678,19574,798104,78073,116224,1013564,522408,19364,0,10205,176707,0,603,0,124765,10681,0,808,61820,70603,3271,0,2443,8286,0,1600,-1589
1988:Q1,1020754,826823,18145,808678,78178,115753,1024427,530837,19051,0,10039,168993,0,614,0,128262,10565,0,667,70508,70898,3914,0,2423,6006,0,1650,-3673
1988:Q2,1032495,838042,16253,821789,78285,116168,1035781,546663,16091,0,10000,163694,0,633,0,130723,10035,0,742,66203,74456,4996,0,2470,7375,0,1700,-3286
1988:Q3,1056583,861662,19952,841710,78989,115932,1060000,570922,16012,0,10086,160880,0,651,0,132529,9511,0,622,65502,76083,6175,0,2310,6967,0,1750,-3417
1988:Q4,1079962,883989,21536,862453,79564,116409,1083156,594022,16794,0,10288,153752,0,658,0,134060,9136,0,533,66088,78122,7497,0,2926,7480,0,1800,-3194
1989:Q1,1087465,892568,20333,872235,79271,115626,1089187,592872,22931,0,10514,149837,0,657,0,134751,8842,0,467,68117,82156,8565,0,2737,4891,0,1850,-1722
1989:Q2,1094584,899977,18847,881130,79517,115090,1099602,598924,24648,0,10673,145120,0,647,0,134774,8830,0,403,66820,87732,9426,0,2688,7017,0,1900,-5018
1989:Q3,1112503,917344,24085,893259,80471,114688,1115926,609002,27997,0,10771,142060,0,636,0,134580,8982,0,336,69752,90061,11252,0,2761,5786,0,1950,-3423
1989:Q4,1129798,931593,24843,906750,82715,115490,1134289,624005,32351,0,10816,135806,0,627,0,134766,9028,0,268,70065,92456,12101,0,2903,7097,0,2000,-4491
1990:Q1,1147494,949669,23433,926236,82882,114943,1151681,639185,24637,0,10871,132320,0,627,0,135208,9322,0,479,77892,96868,12923,0,3137,6162,0,2050,-4187
1990:Q2,1159783,960810,21854,938956,83695,115278,1164591,653836,23911,0,11000,126402,0,632,0,135776,10963,0,486,76495,99946,12768,0,3550,6726,0,2100,-4808
1990:Q3,1170082,970791,27903,942888,84265,115026,1172170,653763,25802,0,11229,125139,0,635,0,136382,11818,0,245,79518,101163,13248,0,3689,7389,0,2150,-2088
1990:Q4,1178619,977772,27788,949984,85694,115153,1183116,659885,24671,0,11583,119815,0,628,0,136936,12308,0,473,84009,104908,14121,0,3685,7894,0,2200,-4497
1991:Q1,1191778,991423,28012,963411,85495,114860,1196458,655848,25480,0,11896,115501,0,611,0,135084,14000,0,364,91347,117714,16225,0,3502,6636,0,2250,-4680
1991:Q2,1211966,1009504,27857,981647,86925,115537,1216407,676350,25455,0,12000,110837,0,581,0,131523,11329,0,487,87910,125811,19233,0,3442,9149,0,2300,-4441
1991:Q3,1242263,1037959,34805,1003154,89027,115277,1248082,692550,36642,0,11907,107546,0,552,0,128130,11909,0,549,86735,134946,22405,0,3426,8435,0,2350,-5819
1991:Q4,1272079,1068584,34659,1033925,89511,113984,1279968,694930,44818,0,11627,105093,0,533,0,126778,10228,0,619,90603,154497,25413,0,2981,9448,0,2400,-7889
1992:Q1,1275453,1070532,29685,1040847,90587,114334,1281366,694118,33322,0,11284,102468,0,525,0,127215,10138,0,554,97320,161639,29411,0,3056,7866,0,2450,-5913
1992:Q2,1287091,1080174,26923,1053251,91820,115097,1295699,686403,40878,0,11000,100617,0,525,0,129179,10281,0,534,93959,173453,33176,0,3075,10120,0,2500,-8608
1992:Q3,1301309,1093769,38379,1055390,91436,116104,1312280,687019,39984,0,10751,100771,0,515,0,131829,10743,0,378,92346,186180,36731,0,3120,9364,0,2550,-10971
1992:Q4,1295401,1085225,33586,1051639,91891,118285,1306156,653544,45813,0,10502,99082,0,484,0,134324,11375,0,445,96024,197781,39682,0,3188,11313,0,2600,-10755
1993:Q1,1314788,1102882,34103,1068779,92579,119327,1325935,649607,44494,0,10257,97535,0,432,0,136948,11501,0,460,101271,215151,42700,0,3025,9904,0,2650,-11147
1993:Q2,1343078,1128561,33848,1094713,93812,120705,1350436,643024,47081,0,10007,98355,0,340,0,139982,12545,0,617,98627,234084,45718,0,3005,14351,0,2700,-7358
1993:Q3,1360066,1143629,37630,1105999,93740,122697,1371190,628936,56150,0,9759,100938,0,263,0,143137,13898,0,1222,101315,247241,48736,0,2629,14216,0,2750,-11124
1993:Q4,1361698,1143882,35378,1108504,92952,124864,1370957,606038,54708,1484,9503,101039,0,238,0,146124,14726,0,1371,105612,255298,51754,0,3129,17133,0,2800,-9259
1994:Q1,1361402,1140838,37493,1103345,93617,126947,1352191,596875,52060,1516,9254,101453,0,325,0,147250,14604,0,716,117503,239395,52159,0,3153,13079,0,2850,9211
1994:Q2,1352276,1128085,30781,1097304,94724,129467,1341870,607281,49969,1549,9037,101107,0,400,0,148500,13025,0,845,113789,224671,52564,0,3730,12503,0,2900,10406
1994:Q3,1341280,1115642,34360,1081282,95193,130445,1328934,584469,50035,1581,8844,100335,0,500,0,150500,12598,0,1104,113287,232832,52969,0,4529,12402,0,2950,12346
1994:Q4,1325770,1097943,33200,1064743,96138,131689,1318225,576847,56706,1614,8667,98983,0,622,0,153782,12837,0,1112,113472,216584,53374,0,5170,15455,0,3000,7545
1995:Q1,1311393,1083130,36797,1046333,96515,131748,1304010,553169,47372,1763,8507,96766,0,602,0,155400,11736,0,1053,119350,234866,54606,0,4744,10838,0,3238,7383
1995:Q2,1304195,1074431,32680,1041751,97003,132761,1298688,524787,63360,1913,8385,95848,0,560,0,157100,13159,0,1131,120917,234949,56167,0,5235,11702,0,3476,5507
1995:Q3,1278456,1048582,32618,1015964,96364,133510,1276396,519744,40286,2062,7269,94689,0,670,0,159050,12706,0,1374,123403,238088,58044,0,5992,9305,0,3714,2060
1995:Q4,1268157,1037040,34430,1002610,96359,134758,1271472,493892,36787,2212,5178,94676,0,687,0,161036,11894,0,1830,127800,250641,60318,0,7846,12723,0,3952,-3315
1996:Q1,1264843,1032290,35865,996425,97616,134937,1259795,485750,28016,2315,4109,94239,0,720,0,163004,12333,0,2271,141145,243577,58908,0,10353,8866,0,4190,5048
1996:Q2,1269829,1033512,34210,999302,99207,137110,1262809,483862,31437,2419,4854,93930,0,708,0,166999,12111,0,1297,136833,244562,58755,0,11812,8802,0,4428,7020
1996:Q3,1251696,1014241,37548,976693,100371,137084,1247116,461996,33603,2523,4618,94172,0,619,0,168247,12382,0,496,138758,245767,59478,0,11924,7867,0,4666,4580
1996:Q4,1261631,1021340,40682,980658,102440,137851,1254942,448485,31017,2627,4701,95778,0,548,0,175366,13486,0,561,144615,250373,59541,0,12111,10830,0,4904,6689
1997:Q1,1266301,1024126,41691,982435,103523,138652,1245927,421673,30361,2764,4493,95471,0,486,0,187643,13729,0,2051,155867,245708,58526,0,11958,10056,0,5142,20374
1997:Q2,1283206,1036877,39296,997581,106529,139800,1277842,439298,36262,2901,4605,95868,0,491,0,188632,14047,0,2059,151980,253428,59812,0,11716,11363,0,5380,5364
1997:Q3,1294019,1045093,44566,1000527,107244,141682,1296952,441735,33371,3039,4061,97802,0,440,0,189950,14538,0,2467,159059,261528,60542,0,11753,11049,0,5618,-2933
1997:Q4,1318530,1066957,48996,1017961,109571,142002,1339093,464727,27380,3176,3962,98254,0,526,0,191625,17277,0,1503,167136,269819,61992,0,12658,13203,0,5856,-20563
1998:Q1,1344209,1086783,49897,1036886,113584,143842,1357022,458811,29203,3088,3556,96911,0,592,0,196617,17980,0,2080,180008,274344,61679,0,13678,12381,0,6094,-12813
1998:Q2,1373908,1110880,44448,1066432,117536,145492,1394958,484045,26479,3001,3054,99837,0,459,0,199293,18565,0,2227,177515,282032,62616,0,14209,15294,0,6332,-21050
1998:Q3,1380576,1114893,40797,1074096,118674,147009,1418913,478899,25803,2913,3099,103249,0,469,0,201438,19140,0,2151,185892,292780,64227,0,17584,14699,0,6570,-38337
1998:Q4,1402728,1133636,42728,1090908,121329,147763,1429502,465480,25748,2825,3331,106870,0,475,0,208089,19752,0,3252,193307,297633,63628,0,19159,13145,0,6808,-26774
1999:Q1,1425161,1152668,43649,1109019,123350,149143,1447352,469587,24734,2793,3412,108633,0,586,0,204214,20023,0,4536,204312,301658,65086,0,18342,12390,0,7046,-22191
1999:Q2,1441525,1165057,41503,1123554,126171,150297,1427731,464167,21096,2762,3476,109881,0,607,0,204839,20097,0,3241,196328,294678,65185,0,19751,14339,0,7284,13794
1999:Q3,1447418,1166567,42974,1123593,128874,151977,1399302,433852,29423,2730,3541,111794,0,558,0,201454,20061,0,3122,199338,285656,66013,0,21395,12844,0,7522,48116
1999:Q4,1457089,1172521,45291,1127230,131742,152826,1380905,420539,25002,2698,3671,113205,0,559,0,203264,19860,0,3044,211793,270315,64513,0,22735,11947,0,7760,76184
2000:Q1,1461603,1175824,46952,1128872,132517,153262,1396499,430565,28229,2635,3742,114332,0,680,0,199268,19876,0,2900,221548,265228,66339,0,22315,10842,0,8000,65104
2000:Q2,1472014,1182717,45705,1137012,135917,153380,1409551,455420,32062,2572,3782,114755,0,670,0,195160,19669,0,2836,217025,258807,66032,0,22893,9868,0,8000,62463
2000:Q3,1466923,1176656,43774,1132882,136330,153937,1415506,453322,26918,2509,3850,115833,0,680,0,193139,19582,0,2272,224154,263789,66446,0,24177,10836,0,8000,51417
2000:Q4,1480713,1189025,46648,1142377,137501,154187,1473399,475606,31938,2446,3886,116603,0,693,0,189432,19424,0,1707,242356,272556,68267,0,29197,11289,0,8000,7314
2001:Q1,1509553,1216228,52839,1163389,138656,154669,1505858,493107,26641,2711,3934,116185,0,354,0,186710,19472,0,1943,253518,281701,69474,0,29450,12658,0,8000,3695
2001:Q2,1548554,1250414,55118,1195296,142324,155816,1535787,520049,23426,2976,4038,120035,0,350,0,187115,19475,0,1779,250741,283415,70092,0,30619,13677,0,8000,12767
2001:Q3,1557240,1256372,65514,1190858,144462,156406,1562843,529427,26337,3240,4044,122050,0,325,0,181324,19529,0,715,255323,292181,73537,0,30814,15997,0,8000,-5603
2001:Q4,1603398,1294383,70496,1223887,151328,157687,1587419,520005,29331,3505,4142,124528,0,467,1,184537,19335,0,1651,269711,293372,74467,0,35357,19010,0,8000,15979
2002:Q1,1627094,1316154,71605,1244549,153440,157500,1606229,532755,29835,3471,4169,123176,0,449,1,188065,19938,0,686,273910,295756,76000,0,36412,13606,0,8000,20865
2002:Q2,1681145,1366203,76729,1289474,156625,158317,1685214,590209,27818,3437,4195,122984,0,444,1,191465,20395,0,822,271531,309072,79949,0,37473,17419,0,8000,-4069
2002:Q3,1706636,1389412,85135,1304277,158059,159165,1768258,630121,33223,3403,4199,125952,0,478,0,193719,21023,0,829,272161,328111,86421,0,38602,20266,0,9750,-61622
2002:Q4,1762821,1438302,95717,1342585,163897,160622,1808068,646225,32131,3369,4280,126994,0,475,0,199644,21429,0,837,286085,324655,90024,0,39394,21026,0,11500,-45247
2003:Q1,1793878,1465117,97398,1367719,167987,160774,1831357,631820,32334,3199,4277,128576,0,513,0,208331,23165,0,844,306559,329805,90401,0,39076,19208,0,13250,-37479
2003:Q2,1853615,1519965,97180,1422785,171757,161893,1911603,684721,30865,3029,4321,132711,0,519,0,216562,24894,0,851,302964,342304,91696,0,39037,22129,0,15000,-57988
2003:Q3,1865836,1528795,99902,1428893,174523,162518,1908413,661066,34611,2859,4575,137998,0,614,0,226762,26286,0,2701,300411,336398,92441,0,40357,24085,0,17250,-42577
2003:Q4,1900376,1558759,106092,1452667,177703,163914,1962136,678771,35404,2689,4961,138750,0,566,0,239499,27722,0,4552,309240,337184,94060,0,44381,24858,0,19500,-61760
2004:Q1,2722738,2339563,24898,2314665,190960,192215,2798694,1483278,33487,3104,5296,140039,0,612,0,253993,29127,0,6403,311096,342942,94611,0,47928,25028,0,21750,-75956
2004:Q2,2797632,2402829,29707,2373122,196502,198301,2791690,1471996,32561,3519,5329,143340,0,637,25,265024,30415,0,8253,312350,321838,92031,0,50201,30172,0,24000,5942
2004:Q3,2834015,2436821,40803,2396018,197875,199319,2901260,1554154,31750,3934,5969,146009,0,255,20,277293,31719,0,6592,308683,328369,94725,0,53207,33582,0,25000,-67245
2004:Q4,2883060,2481257,44395,2436862,201993,199810,2969537,1605423,31813,4349,5714,147840,0,341,30,287510,32908,0,4930,322550,328683,94841,0,44644,31961,0,26000,-86477
2005:Q1,2942478,2535606,45660,2489946,205112,201760,3010715,1610602,32636,4374,5906,152685,0,354,30,300438,33937,0,3268,335999,329756,94210,0,43176,36344,0,27000,-68237
2005:Q2,3006246,2583483,35903,2547580,207373,215390,3096953,1673321,30113,4398,6438,155957,0,358,30,309393,34396,0,1607,341897,339839,95966,0,42827,32413,0,28000,-90707
2005:Q3,3050037,2609599,33835,2575764,213341,227097,3135180,1684899,32331,4423,7265,162233,0,322,30,324622,34935,0,1676,340211,341101,95159,0,42185,35288,0,28500,-85143
2005:Q4,3106024,2646252,42704,2603548,216657,243115,3182470,1708557,32113,4447,7517,166129,0,508,30,331011,35139,0,1746,349329,339800,94564,0,39695,42885,0,29000,-76446
2006:Q1,3121099,2651836,43197,2608639,218735,250528,3178184,1680986,34480,4776,7366,169489,0,641,30,337413,36462,0,1816,364658,343396,93444,0,38174,35553,0,29500,-57085
2006:Q2,3184712,2690391,35216,2655175,227242,267079,3213918,1717134,30718,5106,7861,171051,0,750,30,342444,37402,0,1885,357285,345020,92822,0,36521,37889,0,30000,-29206
2006:Q3,3211771,2709515,30400,2679115,227370,274886,3289712,1753272,27313,5435,8448,178729,0,1023,30,345866,38217,0,1785,372460,357716,94227,0,34617,38392,0,32182,-77941
2006:Q4,3292042,2762078,34311,2727767,232928,297036,3369720,1768002,28131,5764,9083,190065,0,1338,30,351179,38180,0,1685,392473,367941,94526,0,36091,50868,0,34364,-77678
2007:Q1,3369114,2822159,36041,2786118,235541,311414,3434612,1780228,28420,5642,9834,198384,0,1377,30,360560,39780,0,1585,419597,376556,93599,0,34062,48412,0,36546,-65498
2007:Q2,3453904,2871819,31226,2840593,242940,339145,3474395,1788950,29455,5519,9712,201492,0,1134,16,370104,41285,0,1484,427646,378704,91723,0,34490,53953,0,38728,-20491
2007:Q3,3483944,2888078,37203,2850875,244662,351204,3512538,1787567,30464,5397,10476,204347,0,1386,21,379956,42946,0,1427,457733,379454,90732,0,33612,45124,0,41896,-28594
2007:Q4,3559857,2936430,51286,2885144,255746,367681,3425540,1649737,29188,5274,10739,201960,0,2024,20,388721,44070,0,1370,497195,377812,88920,0,33324,50122,0,45064,134317
2008:Q1,3597136,2960676,52742,2907934,258708,377752,3412433,1600235,20814,5186,10843,211546,0,2022,0,390945,45432,0,1313,512341,378055,85197,1063,33137,66073,0,48231,184703
2008:Q2,3640808,2967177,42255,2924922,268784,404847,3446278,1628682,20463,5098,10924,211954,0,2199,0,394079,46666,0,1256,518576,387881,82478,1497,31323,51803,0,51399,194530
2008:Q3,3648388,2962844,43764,2919080,266342,419202,3303737,1513843,24071,5010,10839,229700,0,2263,0,393927,47464,0,1184,488074,371236,72581,1673,28746,61946,0,51180,344651
2008:Q4,3674779,2976913,56059,2920854,265247,432619,3282438,1532135,26164,4922,10521,221895,0,2521,0,395949,47929,0,1112,509883,342670,67334,2183,27519,38741,0,50960,392341
2009:Q1,3711729,3005801,55649,2950152,265881,440047,3405993,1642001,22318,4963,10267,220403,0,2977,0,393617,54195,0,1040,494333,367929,70351,3061,29057,38740,0,50741,305736
2009:Q2,3759025,3038710,46296,2992414,269418,450897,3484809,1696351,22025,5003,11292,225983,0,2386,0,394797,60182,0,967,474182,397265,72670,3972,28905,38308,0,50521,274216
2009:Q3,3789241,3059037,61569,2997468,271143,459061,3706828,1859319,24081,5044,11896,223726,0,3496,0,395981,66670,0,1137,450644,454273,79395,5287,29396,41895,0,54588,82413
2009:Q4,3861339,3118805,63973,3054832,272278,470256,3724307,1868894,27101,5084,12281,224336,0,3465,0,397803,73462,0,1307,440937,463728,77677,6009,28138,35430,0,58655,137032
2010:Q1,3897815,3145348,63942,3081406,273209,479258,3754548,1903182,24009,5220,12785,225836,0,3085,214,390493,81767,0,1476,405654,485136,78561,6675,27391,40342,0,62722,143267
2010:Q2,3903188,3141973,47527,3094446,271141,490074,3786597,1931901,21606,5356,12638,228476,0,1988,0,383372,91145,0,1646,391604,501020,79728,7463,26849,35015,0,66790,116591
2010:Q3,3909917,3149483,52268,3097215,268504,491930,3886248,1997349,23695,5491,13402,236562,0,2720,0,376495,101557,0,1783,373967,527940,83017,8176,25624,39207,0,69263,23669
2010:Q4,3978863,3205859,63207,3142652,269986,503018,3809071,1902752,23935,5627,14061,254605,0,2535,0,369536,113340,0,1921,410096,490371,77140,7573,23826,40017,0,71736,169792
2011:Q1,3962249,3186782,60348,3126434,269822,505645,3785571,1900435,23082,5692,14098,259864,0,2832,2825,367424,119270,0,2058,398170,473001,75950,7410,22780,36472,0,74208,176678
2011:Q2,3932929,3153676,37882,3115794,268981,510272,3868593,1978617,22869,5756,13947,267294,0,2497,3308,362706,124795,0,2196,372153,485261,80226,7859,22384,40045,0,76680,64336
2011:Q3,3920999,3147770,48314,3099456,264123,509106,3953049,2037637,22634,5820,13729,283848,0,2843,4272,361057,131066,0,1864,365040,502312,80980,8203,22184,36066,0,73494,-32050
2011:Q4,3942153,3167790,52572,3115218,262718,511645,4024691,2065705,22291,5885,14293,297250,0,3431,3220,368520,136856,0,1532,368637,519194,84100,9035,21473,30899,0,72370,-82538
2012:Q1,3943745,3170144,52139,3118005,260987,512614,4052036,2060383,22442,5934,14087,318090,0,3444,4687,362738,141787,0,1200,351558,543294,85303,10164,20569,34685,0,71671,-108291
2012:Q2,3964717,3185552,43609,3141943,256129,523036,4103120,2090518,22724,5984,13916,338879,0,2819,3889,357233,143688,0,868,335483,567712,86940,11102,19938,31167,0,70260,-138403
2012:Q3,3953763,3179612,56158,3123454,252606,521545,4145444,2082833,22958,6034,14315,363243,0,2833,3845,352964,149292,74,1224,330728,595396,89344,11981,18670,29027,0,70683,-191681
2012:Q4,3949120,3176573,56605,3119968,248525,524022,4138044,2039302,22915,6083,13962,374397,0,3093,4200,350487,153890,75,1579,339735,608894,90594,12893,17537,26632,0,71776,-188924
2013:Q1,3957636,3183864,54742,3129122,247076,526696,4131918,2031162,22830,5652,14452,383024,0,3168,5342,349773,153202,77,1935,316027,620489,90774,13589,16808,31048,0,72566,-174282
2013:Q2,3940254,3165785,39639,3126146,243876,530593,3979256,1932302,21936,5222,14301,390050,0,3093,5035,348813,152520,75,2290,315358,581320,86754,12628,14884,19031,0,73644,-39002
2013:Q3,3906645,3140085,46849,3093236,239569,526991,3894597,1883478,21415,4792,14325,402535,0,3524,5421,347717,151083,69,2300,308842,546695,83929,11485,13717,18269,0,75001,12048
2013:Q4,3886695,3126261,45453,3080808,234960,525474,3858009,1853864,21167,4361,14767,415514,0,3594,4562,347017,150403,72,2310,308394,529635,82876,11348,13252,18637,0,76236,28686
2014:Q1,3877780,3118994,43199,3075795,233818,524968,3935687,1911633,21327,4278,14872,429172,0,3454,4537,346256,154746,72,2319,294882,543311,86259,11939,12813,16861,0,76956,-57907
2014:Q2,3873553,3115952,33796,3082156,233220,524381,3990929,1943153,21355,4195,14607,438276,0,2761,4933,345835,160402,73,2329,282162,561178,88478,12895,12466,18197,0,77634,-117376
2014:Q3,3839063,3086484,37597,3048887,230340,522239,4036318,1962513,21325,4112,14076,450777,0,2687,4984,348537,165423,64,2329,276886,572564,89137,13835,11990,16203,0,78876,-197255
2014:Q4,3849665,3096211,39066,3057145,228396,525058,4069703,1961540,21223,4029,14465,461934,0,2752,3776,350635,169551,63,2330,274603,586565,90207,15091,11511,18865,0,80563,-220038
2015:Q1,3878398,3119291,38252,3081039,227976,531131,4097553,1963420,21603,4108,14865,474063,0,2746,3940,349828,170874,63,2330,268866,598926,91074,16535,10692,20629,0,82991,-219155
2015:Q2,3890664,3127057,31201,3095856,224178,539429,4055515,1933307,21613,4188,14721,481266,0,2501,4230,353245,172788,62,2330,254299,591019,88722,16772,9769,18963,0,85720,-164851
2015:Q3,3880379,3117794,31893,3085901,221743,540842,4068414,1931589,21917,4267,14457,494299,0,2238,4375,354744,175299,62,2395,251461,593198,89287,17438,9334,15893,0,86161,-188035
2015:Q4,3869155,3110299,33129,3077170,220217,538639,4089598,1927251,22267,4346,15032,507692,0,2131,4352,357523,177289,62,2460,246524,603665,90371,19055,8608,13951,0,87019,-220443
2016:Q1,3890820,3127364,32525,3094839,220957,542499,4150691,1943384,21864,4537,15119,517279,0,1918,4801,368073,185955,62,2525,229555,628776,91602,21035,7913,18780,0,87513,-259871
2016:Q2,3923490,3148760,27241,3121519,220859,553871,4272300,2003056,21747,4728,15217,534769,0,1916,4920,374780,193360,62,2589,213958,668242,94269,22819,6994,19655,0,89219,-348810
2016:Q3,3917934,3141446,30125,3111321,218755,557733,4237651,1987769,20819,4920,15629,542453,0,1777,4924,376764,195548,84,2614,160484,683440,93056,24107,6470,25018,0,91775,-319717
2016:Q4,3917397,3140890,30408,3110482,217070,559437,4065449,1909171,19251,5111,15783,544888,0,1706,5084,350688,185237,84,2638,160350,632166,87971,24309,5725,21038,0,94249,-148052
2017:Q1,3904682,3128212,30184,3098028,216797,559673,4065880,1903499,18653,5342,16064,548990,0,1661,5096,342203,188637,85,2662,152003,646640,88479,25181,5571,19729,0,95385,-161198
2017:Q2,3912850,3125226,24642,3100584,219901,567723,4120108,1931617,18294,5572,16071,559927,0,1613,5303,341366,191994,86,2687,137625,666523,89721,26959,5100,21193,0,98457,-207258
2017:Q3,3888265,3109683,32984,3076699,216439,562143,4113078,1915117,17656,5803,16202,563604,0,1274,4987,338651,195106,75,3029,130958,680445,89818,28332,4684,17304,0,100033,-224813
2017:Q4,3932768,3140050,35173,3104877,218412,574306,4160888,1923066,17247,6034,16692,572574,0,1272,5055,338907,197793,77,3372,138155,688077,89991,30045,4544,26681,0,101306,-228120
2018:Q1,3912563,3121185,36099,3085086,219914,571464,4069601,1857298,17338,5931,16397,555677,0,1260,4802,332451,198058,75,3714,136019,690408,88304,30406,4351,25767,0,101345,-157038
2018:Q2,3914534,3120137,31616,3088521,219638,574759,4076641,1895460,17839,5828,16826,519213,0,1253,4886,325695,196100,75,4057,139405,698695,90208,32760,4324,23166,0,100851,-162107
2018:Q3,3897641,3111616,37281,3074335,216726,569299,4022842,1876825,18068,5724,17118,502241,0,1171,4386,313657,193956,53,3387,134884,701887,88515,32956,3987,22143,0,101884,-125201
2018:Q4,3887225,3100231,38043,3062188,215967,571027,4026401,1903662,18549,5621,16808,499843,0,1159,4809,291570,190014,49,4029,147617,693630,88359,36348,3851,20738,0,99745,-139176
2019:Q1,3872845,3083660,39201,3044459,214921,574264,4086586,1926181,20029,5695,16775,492184,0,1218,4833,293016,198380,51,0,141644,737249,89845,38359,3777,16443,0,100907,-213741
2019:Q2,3858637,3066545,36591,3029954,214293,577799,4126023,1934593,21438,5762,16559,476091,0,1216,4778,290992,204762,52,0,140898,773363,90959,41304,3556,18355,0,101345,-267386
2019:Q3,3855446,3063000,40093,3022907,213691,578755,4152023,1925331,22795,5855,16580,470910,0,1152,4490,289387,210650,49,0,135473,805165,93375,44556,3302,20365,0,102588,-296577
2019:Q4,3897250,3097927,44829,3053098,212910,586413,4188756,1928011,24226,5935,16673,471666,0,1151,5473,285164,215047,51,0,139464,830982,93213,48288,3265,16429,0,103718,-291506
2020:Q1,3903672,3104745,43029,3061716,209972,588955,4119870,1906325,23827,6123,16452,483995,0,1158,6286,281487,214799,42,0,135599,786245,89376,48362,3223,13687,0,102884,-216198
2020:Q2,3924192,3126403,41158,3085245,207703,590086,4218968,1927064,24402,6361,17763,501513,0,1156,7366,287546,222122,45,0,144542,814651,91544,52969,3035,8680,1200,107009,-294776
2020:Q3,3959176,3161814,44843,3116971,206366,590996,4276244,1933721,24733,6438,18235,504913,0,1008,8615,291117,227369,39,0,130215,857464,92931,56872,2994,10426,1651,107503,-317068
2020:Q4,3980998,3188276,46556,3141720,202474,590248,4344684,1940570,25132,6423,18639,512680,0,99,10072,297868,234212,41,0,125447,891262,94917,63019,2757,6780,6283,108483,-363686
2021:Q1,4007264,3213184,43119,3170065,203171,590909,4325243,1899652,25020,6598,19479,516864,0,99,10862,294265,231570,43,0,116970,913275,95018,67741,2707,8849,6058,110173,-317979
2021:Q2,4030004,3231395,36822,3194573,202919,595690,4386604,1893535,25376,6619,20216,529625,0,99,11484,296943,234139,44,0,112532,956056,96721,74455,2623,10709,4771,110657,-356600
2021:Q3,4039191,3239548,30825,3208723,201911,597732,4344565,1833141,25135,6728,21132,536448,0,87,11868,292959,232158,44,0,106313,974869,96972,78460,2483,12057,4373,109338,-305374
2021:Q4,4049726,3248781,32866,3215915,201041,599904,4357808,1815247,25284,6808,22239,545113,0,87,11982,292871,232602,45,0,110880,987468,97936,83024,2294,11083,4131,108714,-308082
