1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017:Q1,27735108,47918,106954,794720,571838,86498,989961,10765439,134523,6075334,972472,95385,3487725,220218,ND,6193511,728677,269847,17637,4037,6895504,42349,5697565,107566,588734,919470,2935515,303998,2631517,263925,519811,466798,53013,74372,80794,16220,224706,230377,64093,7701,-4418,19798,143203,7712310,6634191,1914976,1954447
2017:Q2,28549618,49138,91524,812846,590879,79690,1003290,11106342,139658,6151906,991768,98457,3724553,266379,ND,6315896,795397,277419,18323,4140,7093412,44943,5861122,110824,656762,910647,3036677,312612,2724065,272650,528408,476392,52016,74857,86566,17109,197376,241896,64127,5696,3880,19632,148561,8206770,6947525,1894288,1931341
2017:Q3,29507328,49912,126826,834272,589327,86542,977525,11356291,125155,6301939,1006139,100033,3823025,280092,ND,6669995,794253,291226,19010,4243,7380277,47537,6101079,112687,767944,885752,3166948,368882,2798066,281375,539619,486324,53295,76746,92339,17998,205854,235192,64764,6246,-9203,19467,153918,8724834,7405893,1671337,1705114
2017:Q4,30463580,50294,157955,848459,564623,93394,1002876,11341939,135424,6211279,1012181,101306,3881749,375819,ND,7019413,828744,299562,19696,4345,7806330,50131,6256566,112109,757747,872287,3344009,362037,2981972,290100,543694,487321,56373,77075,98110,18887,181213,251435,64764,14693,-6597,19300,159275,9118138,7683805,1523171,1560816
2018:Q1,30380627,51344,129416,876413,591401,100245,971079,11294588,150047,6223434,1031911,101345,3787851,386344,ND,7055819,824862,314048,17384,7099,7708176,52409,6449046,115165,804362,862730,3419891,391428,3028463,304325,550074,491836,58238,77519,90223,33556,232587,262939,64764,7637,11876,18934,159728,9140032,7290268,1462535,1522631
2018:Q2,30950629,49674,179251,898418,609755,107097,938132,11188697,142736,6225015,1048457,100851,3671638,682023,408861,7184948,852295,322686,15071,9853,7858043,54686,6481853,113934,832711,869756,3380084,375964,3004120,318550,556781,505122,51659,78762,82336,48231,236344,282914,66042,3717,34405,18568,160182,8845101,7165370,1454663,1525923
2018:Q3,31863931,49274,152397,920493,607537,108885,841191,11208142,137540,6225896,1051954,101884,3690868,718138,438793,7575650,844559,329325,12759,12606,8426012,56963,6480672,112571,830262,839593,3415975,392612,3023363,332775,576277,526270,50007,77111,74448,62916,232629,258890,66092,2700,11263,18201,160634,8980931,7219440,1380607,1447261
2018:Q4,29980548,49117,206840,927991,601858,110674,971537,11186039,124727,6270130,1087036,99745,3604401,733307,459125,6629533,799015,332714,10446,15360,7346877,59240,6655787,114613,824094,989552,3406082,368346,3037736,347000,596120,545513,50607,79418,66560,77515,231653,270180,66092,6833,18334,17834,161087,7899563,6139070,1407548,1449590
2019:Q1,32083891,49027,122335,930263,598888,112462,1082196,11573020,116436,6473999,1117562,100907,3764116,777015,483210,7243390,908971,341476,10498,15490,8259452,59408,6761246,113989,749028,1176496,3457827,387676,3070151,353625,605363,546613,58750,77424,66893,78243,143763,292220,66092,3991,42624,17969,161544,8687158,6824765,1464484,1500077
2019:Q2,33002145,49096,95888,950736,609530,114250,1073615,11821425,115666,6625860,1152055,101345,3826499,794634,501410,7621167,874924,342475,10567,15645,8568065,60128,6933665,117183,727481,1152567,3607777,413874,3193903,360250,645929,588809,57120,77076,67329,79039,162059,297225,67441,2643,45534,18106,163501,8894576,7042689,1756399,1772165
2019:Q3,33607359,48146,109671,969461,604697,119660,1107868,12267326,137114,6923485,1192077,102588,3912062,797775,502734,7619823,868924,344581,10697,15893,8662464,60373,7202853,116454,752654,1302268,3705614,456172,3249442,366875,677637,620463,57174,82101,68163,80280,115526,302156,67459,3599,48657,18272,164169,8722334,6964670,2047868,2078260
2019:Q4,34921426,48835,123566,987015,599843,125069,1064792,12246254,130213,6844206,1203797,103718,3964320,830764,522617,8199182,896104,349088,10727,15992,9362942,61253,7238555,118305,766911,1225727,3800384,452790,3347594,373500,690288,632646,57642,81639,68349,80810,130013,276129,67459,6355,17129,18625,166561,9478014,7449135,1770251,1790402
2020:Q1,32218737,48199,473384,1059825,712826,130479,1186531,12177225,99902,6949478,1283590,102884,3741371,877804,532621,6733157,794588,364790,8718,12995,7577230,60986,7585569,116735,941244,1329914,3464582,423605,3040977,380125,778836,715879,62957,77840,71757,91148,92840,620673,68757,360301,5563,19903,166149,7442632,5713556,2964959,2999008
2020:Q2,35344872,48584,287686,1073434,685930,135888,1067555,12700757,106333,7046558,1236358,107009,4204499,882033,557207,8131362,901622,389693,5795,8634,8966101,59798,7515569,122736,809997,1241547,3724769,437393,3287376,386750,741225,685701,55524,76591,76713,106186,108604,507201,68767,229511,22844,21762,164317,8574851,6747260,2728570,2750789
2020:Q3,36950463,49709,221801,1106693,685685,129458,1045297,12723002,88196,7069204,1182508,107503,4275591,890135,561209,8966514,951191,408619,3878,5773,9704885,57823,7416910,127815,871717,1216115,3824287,455972,3368315,393375,736125,685022,51103,80859,79965,116054,77834,286139,68982,26522,6382,22981,161272,9142670,7130372,2518221,2545162
2020:Q4,39843092,50864,152879,1143081,698791,127296,1075205,12906066,85272,7070763,1195728,108483,4445820,904014,566038,10449203,1029138,429957,1594,2366,10813507,59131,7673458,133700,868266,1287113,4010098,463809,3546289,400000,753862,698871,54991,81616,83837,127802,64127,263037,69306,20510,-14501,24433,163289,10535912,8176637,2552354,2545727
2021:Q1,41045641,50050,38665,1168098,737128,133014,1153454,12684385,101791,7028435,1156088,110173,4287898,934711,577102,11167559,1074142,437542,1582,2375,11402383,60553,7619867,127875,901526,1153901,4033561,505974,3527587,418945,772129,716417,55712,85953,83166,128263,63212,270281,70475,5137,3049,24405,167215,11043241,8668826,2125811,2158913
2021:Q2,44047339,50375,32591,1182854,755907,133960,1245734,13451035,105839,7497222,1259658,110657,4477659,952233,595779,12195023,1250128,444818,1602,2413,12286997,61669,7663193,129054,871736,1111401,4118040,524227,3593813,434262,800059,743889,56170,83830,84258,130366,60140,274309,70475,3195,5818,24522,170299,11793419,9316788,2068286,2106141
2021:Q3,44479835,161826,180658,1184159,700609,134062,1317965,13415131,103884,7549071,1247107,109338,4405731,982327,617499,12257932,1272695,450391,1618,2443,12353901,64118,8011658,239394,849714,1121895,4337524,554908,3782616,455259,839639,792400,47239,83573,85074,131979,44629,278237,70512,2954,2958,24753,177060,11780312,9280291,2013011,2046485
2021:Q4,46983619,160760,197806,1204454,705256,139036,1359014,13576115,108146,7717613,1255183,108714,4386459,1030160,648096,13144537,1386542,458615,1640,2466,13552125,65093,8125542,240191,828884,1172282,4354343,485468,3868875,628790,911390,858689,52701,85263,86240,133218,41218,272513,69985,5966,-8345,25154,179753,11995549,9617492,ND,ND
