1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q1,13101443,61301,441874,769000,374798,6190,245281,90942,100919,16410,37010,154527,99177,55350,1137185,124068,2325041,2900224,4561954,14366196,3004939,112001,201760,2691178,4688260,1159678,975174,2553408,1838337,179862,264817,4389981,12902601,6806513,1994837
2005:Q2,13458417,57496,483942,775568,381123,8459,248482,90215,106113,17643,34511,156942,100926,56016,1101851,125722,2428706,2931548,4758577,14717034,2997462,110679,215390,2671393,4865062,1207250,1006310,2651502,1902056,180403,242479,4529572,13112723,7073712,2011004
2005:Q3,13824356,51419,519692,809839,397592,11692,255430,99352,103163,16161,36754,160477,102680,57797,1089399,131207,2522679,2919161,4955768,15028603,3011306,116493,227097,2667716,4980566,1220826,1017014,2742726,1978484,181445,259355,4617447,13566792,7370928,2034275
2005:Q4,14183073,63571,551048,854477,428005,14560,273197,110974,108291,17372,36560,164015,104432,59583,1058806,134404,2539189,3064230,5037571,15352086,2992688,90071,243115,2659502,5187913,1261410,1067249,2859254,2033911,172902,276600,4688072,13574117,7616984,2049188
2006:Q1,14460982,41996,538594,864520,433004,10103,267546,105397,106223,16670,39256,155088,101968,53120,1043745,146510,2608809,3320854,5030210,15628475,3019366,96494,250528,2672344,5338511,1297443,1088572,2952496,2050004,187071,284792,4748731,14510242,7721708,2141526
2006:Q2,14792055,53045,510633,859699,447664,12154,270862,118946,101132,14960,35824,149537,99479,50058,970391,149921,2686133,3339070,5342945,15984369,3076815,111671,267079,2698065,5512383,1326716,1146149,3039518,2103531,186331,300811,4804498,13908849,7883099,2121272
2006:Q3,15079106,43697,515062,875675,469982,12668,267453,118689,101085,14931,32748,145290,96966,48324,964281,159532,2678643,3511852,5434970,16258558,3096399,110579,274886,2710934,5642845,1365062,1140855,3136928,2123177,187903,314909,4893326,14257382,8108349,2244624
2006:Q4,15400033,49336,508026,921397,500163,15533,273510,122669,101792,15154,33895,142748,94455,48293,964060,173221,2570136,3747913,5533990,16572005,3145837,112517,297036,2736284,5854954,1398153,1208870,3247931,2161857,181110,323573,4904674,15089636,8257203,2349197
2007:Q1,15738715,45306,501719,908555,515419,13914,252424,109057,96249,13056,34062,139583,91768,47815,974300,174805,2664954,3951970,5595766,16984764,3200183,126169,311414,2762600,6025464,1430098,1266736,3328630,2182555,169864,318353,5088345,15691548,8328081,2409852
2007:Q2,16179087,55824,549057,893357,533803,8695,251468,114501,90953,11040,34974,138114,89030,49084,1039857,181888,2763861,4212351,5550812,17439712,3306218,154347,339145,2812726,6241891,1470834,1347381,3423676,2222640,160694,328045,5180225,16562543,8396382,2586585
2007:Q3,16547235,56965,584384,864639,592523,7643,226340,79935,97555,12989,35861,136387,86242,50145,1065175,183739,2813998,4388339,5627102,17867098,3317513,131416,351204,2834893,6539790,1562170,1441001,3536619,2233713,150407,341625,5284051,16923511,8448922,2659123
2007:Q4,16923945,50250,586294,850657,639971,8050,214355,69462,97658,12773,34462,132879,83455,49424,1033221,178028,2787842,4339610,6102788,18250899,3352608,123814,367681,2861113,6783573,1641096,1512842,3629635,2273797,135299,384820,5320802,16333228,8382103,2632037
2008:Q1,16725371,55037,558416,797439,726715,7100,172641,52866,84695,9080,26000,126893,80790,46103,987843,161150,2820141,3995487,6316509,18463244,3399256,139956,377752,2881548,6928858,1705780,1539091,3683987,2241215,156149,401594,5336172,15030366,8006115,2394466
2008:Q2,16628282,36837,537353,836644,735610,8056,177800,58271,84369,9599,25561,124826,78129,46697,1011226,155506,2837326,3927288,6239810,18686181,3499304,139827,404847,2954630,7048523,1745086,1577133,3726304,2195049,140753,428887,5373665,14870208,7692174,2339838
2008:Q3,16419060,31580,510361,814306,766094,5300,173758,56981,79194,8502,29081,121780,75444,46336,971814,135848,2768803,3236263,6883153,18789263,3536033,146538,419202,2970293,7138293,1799352,1603049,3735892,2127679,158551,414546,5414161,13238762,7529200,2141131
2008:Q4,16121677,24704,415778,779975,913350,7178,180785,57286,82261,10152,31086,119700,72758,46942,791594,106333,2616633,2520213,7645434,18996953,3551066,131477,432619,2986970,7158670,1823766,1592665,3742239,2049686,145108,423403,5669021,10621521,7106666,1744208
2009:Q1,15999008,25736,423805,790824,889290,7469,178340,49862,91495,9702,27281,115135,71446,43689,678830,108583,2617623,2343070,7820303,18797159,3624950,106921,440047,3077982,6992322,1748607,1515615,3728100,1968449,144810,406314,5660314,9603014,6777756,1522105
2009:Q2,16089067,26241,427912,794934,835671,7904,187805,55949,90865,13963,27028,113526,70121,43405,758642,129437,2631402,2836811,7338783,18716966,3682023,86180,450897,3144946,6860155,1661557,1489233,3709365,1950311,137671,406105,5680702,10887220,6250810,1752136
2009:Q3,16234343,26260,504601,866936,770061,8997,180830,49698,88395,13612,29125,111534,68785,42749,845283,151868,2617665,3387568,6762740,18647528,3699936,72901,459061,3167974,6690541,1563442,1453935,3673164,1943723,143201,418281,5751845,12388260,5932685,2034940
2009:Q4,16435445,31528,564989,892116,798783,7852,191602,55987,89109,14321,32185,110670,67450,43220,863153,162039,2560790,3465918,6786005,18601901,3725726,58410,470256,3197060,6466410,1493397,1341383,3631630,1979648,135593,406416,5888108,13049303,5854538,2125559
2010:Q1,16630707,38111,604711,884597,711588,8996,192825,57137,89000,17459,29229,112950,68107,44843,892125,168312,2653764,3548831,6813897,18648023,3797487,73617,479258,3244612,6356751,1438756,1308235,3609760,2026650,149174,418922,5899040,13583850,5860211,2238099
2010:Q2,16749323,38657,610304,899982,661428,9221,201008,63594,92115,18337,26962,113238,68758,44480,774768,157789,2730595,3135411,7416922,18712046,3842494,81979,490074,3270441,6239008,1402954,1274900,3561154,2077073,143402,418818,5991251,12147825,6164220,1970945
2010:Q3,17011737,35791,659165,901053,644212,11547,213304,70683,94472,18963,29186,113584,69405,44179,845055,174166,2745618,3636755,7031487,18849445,3929086,97938,491930,3339218,6191116,1391178,1268790,3531148,2111372,146404,423291,6048176,13458340,6326267,2229530
2010:Q4,15362265,63991,652095,941487,631964,22034,265167,123511,96086,16008,29562,114447,70055,44392,917209,185670,2735933,3855226,4977042,18863970,3971185,82928,503018,3385239,6088920,1410011,1152635,3526274,2164680,177559,407239,6054387,14830039,6440203,2428766
2011:Q1,15561341,74765,608738,926648,612732,23204,261359,129229,89585,13771,28774,111747,68463,43284,973102,189339,2851683,4099873,4828152,19009191,4024939,110460,505645,3408834,6035547,1417581,1148083,3469883,2207844,201977,399830,6139054,15791418,6521785,2559008
2011:Q2,15755329,79608,694017,927961,600693,23193,267901,125792,97234,16250,28625,110532,66873,43659,975429,186159,2927093,4154319,4808424,19083695,4081296,106911,510272,3464113,6042265,1438171,1178051,3426043,2243279,186360,402638,6127857,15672829,6574469,2568429
2011:Q3,15818026,58199,688165,922751,585560,22223,238276,106651,89552,13619,28454,109332,65282,44050,840928,161250,2915832,3441991,5833519,19189677,4140334,124685,509106,3506543,6059249,1481016,1182288,3395945,2244305,199486,418592,6127711,13473596,6631140,2225268
2011:Q4,15872857,52528,732212,947588,593500,22906,257977,123604,91874,14323,28176,108709,63692,45017,940555,165891,2889028,3712763,5449200,19470189,4171988,116307,511645,3544036,6124051,1530935,1204469,3388647,2243678,191490,430267,6308715,14777979,6770046,2425132
2012:Q1,16067720,48491,663160,942120,570609,26299,242265,112071,88841,12977,28376,106146,62617,43529,1046924,179519,2940943,4086373,5214871,19756261,4261149,127583,512614,3620952,6114721,1550109,1191648,3372964,2275301,212425,414744,6477921,16452936,6838404,2720749
2012:Q2,16410064,43135,728446,941464,555741,26202,240206,109188,89461,12849,28708,105109,61542,43567,1006139,172791,2954497,3862137,5774197,20001162,4336018,132081,523036,3680901,6152087,1601642,1188144,3362301,2266078,203573,420695,6622711,15963823,6914235,2653544
2012:Q3,16604547,49706,761804,959402,560883,20661,244645,111150,91357,13146,28992,104075,60466,43609,1057400,179295,2982228,4187721,5496727,20293552,4441169,136003,521545,3783621,6218988,1624347,1231573,3363068,2324126,204769,428771,6675728,16772602,7128746,2811035
2012:Q4,16568997,53621,791365,1011397,585596,18273,246635,112132,92359,13146,28998,103619,59393,44226,1040110,179281,2950918,4322676,5265506,20527512,4551411,130329,524022,3897060,6287703,1679321,1221298,3387084,2323103,200455,408220,6756621,16522480,7283494,2802795
2013:Q1,16865965,83188,778777,1022444,574708,18561,238379,112897,86120,10880,28482,97971,60032,37939,1146896,189348,3061027,4488353,5166313,20722740,4608084,140086,526696,3941302,6293724,1660573,1243625,3389526,2336691,214461,408996,6860784,18558962,7431050,3072755
2013:Q2,17022555,98696,718165,1019760,581147,16334,234325,103353,91371,12443,27158,98517,60669,37848,1176561,188970,3193528,4453490,5243062,20884536,4675130,147246,530593,3997291,6385140,1687803,1286934,3410403,2371483,192634,408965,6851185,18864337,7709775,3150864
2013:Q3,17446051,99460,755087,1040617,606149,26188,244469,113827,91976,12459,26207,99094,61306,37788,1234370,198747,3255953,4891424,4994493,21224721,4806888,171169,526991,4108728,6435895,1701705,1278265,3455925,2445370,190376,411387,6934804,19960482,8036569,3316714
2013:Q4,17872420,122171,825377,1082076,618199,22643,238954,106504,93981,12941,25528,100059,61944,38115,1359761,209809,3270009,5279870,4743492,21405922,4823079,144511,525474,4153094,6529048,1754459,1303031,3471558,2457957,193718,420036,6982084,21515318,8260278,3712924
2014:Q1,18025065,108869,789487,1029413,604593,23186,249752,116600,94577,12970,25605,99593,62336,37257,1386292,218921,3322491,5431807,4760662,21688831,4922469,180154,524968,4217347,6617400,1782906,1334019,3500475,2502060,210747,415187,7020968,22189683,8276855,3653643
2014:Q2,18349581,128031,863892,1008753,595297,27703,241417,105470,96842,13555,25550,100342,62728,37614,1460674,232137,3423490,5713828,4554017,21978457,5001222,185778,524381,4291063,6708522,1844113,1322830,3541579,2551626,198761,429073,7089253,23243541,8407963,3861495
2014:Q3,18718270,118642,912723,996349,608091,41545,240385,103087,98068,13793,25437,101111,63120,37991,1479025,234553,3432686,5502058,5051102,22368088,5069822,207060,522239,4340523,6821042,1872603,1365042,3583397,2619839,220524,469652,7167209,23091169,8670680,3904110
2014:Q4,19089029,112862,1011521,1010201,642987,50432,269610,131589,98876,13893,25252,101198,63513,37685,1553751,242448,3395515,5290394,5408110,22947929,5144045,182012,525058,4436975,6977143,1940686,1396643,3639814,2615500,212783,467348,7531110,23969972,8921364,4092576
2015:Q1,19367884,85895,964977,992351,628908,49903,259075,128850,92976,11538,25711,107806,71162,36644,1549779,250372,3370158,5420457,5688203,23292667,5264231,188286,531131,4544814,7078612,1970065,1415092,3693455,2569823,229139,497020,7653842,24229479,9151690,4263442
2015:Q2,19915477,97445,959273,1003481,626605,54099,256683,128522,91652,10708,25801,116863,78813,38050,1535465,252562,3454383,5438276,6120342,23824978,5423054,177555,539429,4706070,7197331,2022244,1411458,3763629,2611935,221428,512395,7858835,24032835,9331001,4285289
2015:Q3,20375701,93866,1030355,1012256,637613,61040,264470,135588,92197,10501,26184,124749,86462,38287,1418991,239200,3468140,4934945,7090076,24281431,5532182,201257,540842,4790083,7240552,2034462,1386099,3819991,2644454,215131,506034,8143079,22113478,9467054,4022885
2015:Q4,20519818,93857,1068272,1032356,664463,64591,277769,139396,99285,12475,26613,131203,94111,37092,1499935,248180,3425379,5180795,6833018,24518752,5554365,179017,538639,4836709,7376691,2095998,1364443,3916250,2623795,196742,509727,8257432,23113601,9580052,4292971
2016:Q1,20675763,76374,999151,1047137,640600,56522,288253,138410,108116,15326,26401,123645,87923,35722,1527627,247333,3456379,5193135,7019607,24826099,5694401,184673,542499,4967229,7502567,2152275,1385565,3964727,2620331,204201,492448,8312150,23506672,9546285,4322898
2016:Q2,21225186,89387,1075900,1030475,602592,54066,284065,147987,97806,11797,26475,118108,81737,36371,1573044,250247,3605437,5151220,7390644,25334853,5785545,185663,553871,5046011,7564681,2182019,1353960,4028702,2711724,189381,517741,8565782,23887214,9648668,4501707
2016:Q3,21672616,96159,1209673,1060709,573920,100293,301975,161276,101893,13067,25739,112539,75550,36989,1642010,257683,3643327,5448725,7225603,25745143,5859174,176268,557733,5125173,7681438,2203783,1356832,4120823,2812204,194161,452607,8745558,24468122,9853235,4804125
2016:Q4,22007089,97587,1247154,1098023,554539,90280,274775,132530,104155,13728,24362,107563,69363,38200,1712941,256019,3700959,5446598,7420651,26203732,5849223,180783,559437,5109003,7738644,2210220,1343077,4185347,2873793,198660,469916,9073496,24652951,9909445,5028955
2017:Q1,22267754,87663,1196928,1112508,549101,81450,276043,135989,103165,12894,23995,108807,72068,36739,1786453,269691,3706416,5835571,7257123,26327613,5975153,195512,559673,5219968,7880212,2219968,1424117,4236127,2821105,223704,480440,8946999,26048826,9960251,5393559
2017:Q2,22607639,102936,1252201,1126009,549904,54700,291499,145288,108257,14088,23866,111433,74771,36662,1810517,278856,3787742,6092720,7149122,26557409,6055513,194666,567723,5293124,8036968,2243115,1481567,4312286,2847706,209294,476669,8931260,26456799,10228662,5564932
2017:Q3,23254114,228192,1272378,1153235,576000,39821,274680,127454,109702,14065,23459,114063,77474,36589,1859513,290220,3869663,6515013,7061336,27022586,6130112,206063,562143,5361906,8126583,2250833,1502543,4373207,2914458,205590,473615,9172228,27229304,10438871,5828526
2017:Q4,23526965,216550,1257720,1181436,599262,39551,311087,123727,140314,23765,23281,116420,80177,36243,1949283,301002,3919330,6719153,6916171,27112972,6175127,206670,574306,5394151,8372086,2286920,1603797,4481369,2962909,414377,474305,8714168,28747455,10727823,6178623
2018:Q1,23875894,210858,1256289,1192101,575314,30983,309894,127799,136447,22379,23269,116122,80937,35185,1915449,296761,4021617,6399587,7550920,27486827,6277628,242010,571464,5464154,8446320,2303465,1599017,4543838,2981361,426571,464590,8890357,28535012,10787376,6116154
2018:Q2,24205978,222249,1303831,1203470,565613,16497,307976,133908,130202,20199,23667,117084,81696,35388,1961404,297742,4192193,6291828,7726090,27855865,6281313,240837,574759,5465717,8889349,2350141,1904191,4635017,3101208,404200,422471,8757323,29525556,11065851,6283444
2018:Q3,24603312,132993,1450955,1224227,558676,13118,305490,141763,122425,17510,23792,118113,82456,35657,2091549,304331,4363737,6326567,7713556,28355589,6322082,223580,569299,5529203,8996713,2357424,1942521,4696768,3253696,417628,423288,8942182,31242306,11067434,6783377
2018:Q4,24958071,106290,1507183,1235065,570668,14579,329023,162126,124592,18135,24170,119703,83217,36486,1789868,269922,4365267,5411820,9238683,28756291,6326634,196467,571027,5559140,9202904,2468234,1957525,4777145,3288972,422276,415284,9100220,26543606,11140642,5892827
2019:Q1,26073639,110718,1420218,1265999,578544,12880,348818,168856,133456,20782,25724,119597,84411,35186,2026146,297353,4534614,5906331,9452421,29929317,6463497,241104,574264,5648129,9347692,2497397,2008084,4842211,3318809,450820,412747,9935752,30448507,11307328,6690339
2019:Q2,26893074,128879,1544797,1286225,599407,12132,352437,178111,128333,18793,27200,120694,85553,35141,2105393,307208,4730113,6114100,9591689,30466166,6539540,236578,577799,5725163,9449812,2516183,2033102,4900527,3408542,411837,408244,10248191,31228480,11597688,6967433
2019:Q3,27725888,114639,1780889,1283616,637624,11012,384408,207804,129243,18711,28650,122136,86910,35226,2132960,308878,4848664,5986565,10114498,31117686,6612027,216317,578755,5816955,9568703,2506776,2058811,5003116,3516244,424317,413448,10582947,31323741,11817301,7033254
2019:Q4,28662253,130983,1677831,1307961,668704,13384,406681,217568,137742,21210,30161,123989,88163,35826,2317738,326445,4953478,6365237,10369822,31761681,6596656,194530,586413,5815713,9686844,2515198,2094121,5077525,3561986,423937,417788,11074471,33680489,11856054,7603795
2020:Q1,29019896,111341,1954640,1480087,1033530,27385,457121,227784,168654,30733,29950,125076,90373,34703,1832450,276861,4869000,4851072,12001333,32566720,6830545,243129,588955,5998461,10272303,2937143,2186408,5148752,3465202,454327,403178,11141165,27002731,11993806,6077423
2020:Q2,29818490,145347,2455972,1568632,987201,32373,480684,219935,192347,37639,30763,127840,93035,34805,2165125,321584,4666085,5743643,11124004,33092701,7189876,166104,590086,6433686,10549132,3071012,2261352,5216768,3299900,489541,390065,11174187,33391061,12145920,7292953
2020:Q3,30580043,159623,2543280,1568722,806535,30282,478546,238656,176636,32083,31171,129361,94297,35064,2312848,342754,4885468,6040011,11282613,33378356,7205896,122229,590996,6492671,10488892,2880995,2325058,5282839,3529371,445608,390521,11318068,36930148,12388919,7938598
2020:Q4,31043585,142615,2442501,1537690,797332,39817,467884,255886,155384,25059,31555,130605,94774,35831,2543253,376424,5035290,6885377,10644797,33718428,7213373,132202,590248,6490923,10514920,2766297,2378223,5370400,3670367,450856,373424,11495488,42438553,12800860,8833242
2021:Q1,31574025,141822,2446617,1562012,748850,27093,430127,235649,141493,21367,31618,131615,96912,34703,2656041,390745,5204502,7279296,10555304,34187571,7339193,144023,590909,6604261,10654575,2770610,2446027,5437938,3786445,456562,353581,11597215,45343377,13081199,9364821
2021:Q2,32102917,176795,2438057,1583412,730316,36768,457198,268163,137193,19847,31995,132522,97717,34805,2839034,415332,5406129,7800338,10087016,34423810,7350011,131976,595690,6622345,10675955,2638962,2511806,5525187,3960458,407333,319773,11710280,48791621,13712221,10152324
2021:Q3,32674538,168779,2598197,1643199,781719,30774,472166,274255,143734,22314,31863,134704,99640,35064,2811645,415236,5582115,7752052,10283952,34843049,7411177,122448,597732,6690997,10792975,2540101,2619194,5633680,4138331,385642,328182,11786743,48368321,14492556,10203964
2021:Q4,33396175,156292,2540834,1679754,816102,35191,479253,271261,149412,26488,32092,136879,101048,35831,3076989,433790,5760940,8000297,10279855,35345487,7390396,138243,599904,6652249,11150608,2635800,2744083,5770725,4273932,386289,335202,11809061,51948953,15022840,11288274
