1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q4,1415214,13977,0,6161,0,27927,6564,3952,0,4834,365154,12220,158910,11970,59718,122336,551394,116906,44424,304027,86037,99517,554,2898,0,0,2311,329971,1335793,28162,193589,339785,0,2858,54210,15662,20218,18330,27688,20715,6973,0,34829,410,103448,475695,1741,372,73006,108209,0,1432
1967:Q1,1441327,13235,0,6348,0,25878,6465,4079,0,5342,376578,14511,161432,12990,62709,124936,550508,114065,44330,306813,85300,113819,585,2964,0,0,2372,333154,1357535,23994,185764,353136,0,3633,55925,17557,19738,18630,24183,18190,5993,0,39280,420,104689,486809,2193,375,77134,116897,0,1441
1967:Q2,1472904,13629,0,6456,0,25757,6619,4244,0,6022,382414,15127,158546,14260,66407,128074,562719,118872,44449,311890,87508,117411,622,3031,0,0,2436,341544,1388765,24597,191704,364444,0,4444,55073,17537,19273,18263,24318,18717,5601,0,40429,430,105902,497998,1385,375,77666,113318,0,1442
1967:Q3,1508320,13723,0,6604,0,27697,6710,4450,0,5964,393493,14870,164719,14258,67824,131822,570050,117645,44846,318337,89222,126186,662,3100,0,0,2503,347178,1422864,28769,194463,372564,0,4730,55379,17677,19231,18471,25909,19714,6195,0,43249,440,107124,509312,1563,375,78987,125944,0,1443
1967:Q4,1558321,13526,0,6628,0,29647,6903,4734,0,5934,405265,15246,169775,15214,70160,134870,596106,133476,47100,324516,91014,127468,700,3176,0,0,2573,355661,1464351,30826,208909,380398,0,5006,58047,18411,20338,19298,27879,21298,6581,0,44308,450,108333,520252,1548,392,78003,117648,0,1506
1968:Q1,1564403,11967,0,6799,0,30216,6643,4810,0,6644,413038,17325,170620,16121,71766,137206,590709,122267,48045,329341,91056,118552,734,3247,0,0,2648,368396,1479716,30750,197643,389189,0,5731,61103,20024,21631,19448,24702,18762,5900,40,41949,460,109533,532409,1846,392,84009,118342,0,1508
1968:Q2,1611792,11315,0,6708,0,28882,7033,4948,0,6787,416907,16762,171244,16545,73372,138984,611580,128992,52003,335898,94687,137616,762,3317,0,0,2723,373214,1521934,32558,204932,393619,0,6565,63102,20440,23215,19447,28472,19725,8667,80,47493,480,110725,547540,1551,393,84504,147639,0,1517
1968:Q3,1656708,11576,0,6741,0,32408,7464,5204,0,7828,429458,17748,176538,17281,76348,141543,621589,129278,52094,342173,98044,144671,798,3391,0,0,2805,382775,1565107,37467,208196,403163,0,7041,63258,20418,23455,19385,31107,20474,10473,160,49914,500,111922,561505,1789,398,88847,166789,0,1530
1968:Q4,1708866,12370,0,6795,0,32724,7817,5488,0,8702,437311,17720,177728,17981,79689,144193,646267,140129,54719,349743,101676,151234,858,3476,0,0,2889,392935,1615110,37155,224018,413743,0,7515,65396,21396,24105,19895,34326,23706,10420,200,51232,510,113135,576542,1708,410,89420,146483,0,1574
1969:Q1,1721405,12387,0,6826,0,31587,7640,5434,0,9508,435395,19855,170787,18401,79973,146379,651754,138544,54785,355873,102552,147176,940,3572,0,0,2979,406207,1628370,38879,210242,416259,0,9360,68652,24053,25344,19255,29349,22178,6814,357,50339,520,114361,590724,2113,412,97160,136385,0,1581
1969:Q2,1764713,12142,0,6736,0,29587,7341,5772,0,10009,438087,21499,168072,18619,81525,148372,677625,146765,60076,363842,106942,146117,1046,3680,0,0,3073,423498,1671670,43721,219617,416556,0,11215,73379,26817,27760,18802,34021,23969,9684,368,48052,540,115594,606475,1666,415,100419,126673,0,1595
1969:Q3,1792609,12667,0,6761,0,33297,7558,6029,0,11633,440602,24713,165407,18741,81447,150294,688054,143920,64051,370805,109278,142899,1159,3792,0,0,3171,434987,1700693,42831,216516,411224,0,13077,80334,29985,30705,19644,30760,22229,8153,378,47940,560,116841,622258,1958,418,115976,131889,0,1608
1969:Q4,1841481,12273,0,6848,0,33028,7726,6206,0,13057,449564,26658,169415,19604,81238,152649,709514,153314,68453,376255,111492,146492,1265,3898,0,0,3274,448336,1748661,45293,232072,413205,0,14777,87526,32750,33849,20927,36664,24294,11940,430,47588,580,118107,638886,1894,379,111690,128581,0,1459
1970:Q1,1870024,12478,400,6900,0,33299,7415,6402,0,14101,455198,31632,164343,20733,82696,155794,709889,146427,72337,380881,110244,145475,1371,4011,0,0,3383,469702,1776934,43656,218688,417227,0,15278,94950,36646,37777,20527,33575,21915,11227,433,48369,590,119379,659467,2562,381,122812,130509,0,1470
1970:Q2,1897272,11988,400,6986,0,31973,7267,6706,0,14109,466226,32201,167024,21539,85427,160035,728221,152395,75889,387289,112648,117436,1486,4127,0,0,3497,496850,1808625,42844,226812,429357,0,15746,98438,38090,39535,20813,35431,23393,11590,448,39201,600,120642,675310,1980,383,121881,101132,0,1477
1970:Q3,1947933,11742,400,7074,0,34364,7392,6913,0,18079,477394,28505,174267,23414,88819,162389,737472,155114,73365,394828,114165,136915,1591,4246,0,0,3618,500733,1857154,44113,227870,449677,0,16179,96817,33786,41547,21484,37329,24522,12287,520,44172,600,121947,695984,2360,386,119720,115214,0,1483
1970:Q4,2017492,10914,400,7149,0,35793,7947,7194,0,20140,498005,26504,184755,26365,93798,166583,752974,161869,72696,403240,115169,153811,1666,4370,0,0,3743,513386,1922224,41568,244823,468066,0,16722,100169,33067,43634,23468,41324,26599,14179,546,46812,610,123341,716279,2479,384,119647,122471,0,1478
1971:Q1,2072869,10670,400,7270,0,36103,7855,7485,0,20323,510929,25784,187095,27996,98861,171193,758233,157893,74081,411311,114948,176729,1713,4443,0,0,3878,526838,1973253,39839,230658,497652,0,18603,100465,31607,43805,25053,39044,26294,12168,582,52687,620,124823,738457,2935,388,127082,138321,0,1490
1971:Q2,2125669,10355,400,7420,0,35179,7938,7648,0,20233,519047,24716,186166,31199,102605,174361,782069,164977,74467,423434,119191,180756,1731,4471,0,0,4020,544402,2024933,37573,245007,515222,0,20520,101787,31767,44496,25524,37755,27619,9520,616,52961,630,126389,759971,2307,391,124420,133110,0,1507
1971:Q3,2179882,10078,400,7547,0,36433,8320,7927,0,22879,524816,25137,184513,32592,106154,176420,802319,165434,75242,438098,123545,187561,1739,4521,0,0,4167,561175,2078053,37329,243171,530321,0,22511,106011,32477,47004,26530,36481,26704,9144,633,52214,650,128000,781999,2543,397,136426,138552,0,1521
1971:Q4,2263206,10073,400,7627,0,39711,8679,8155,0,25558,545246,24671,193261,34959,110375,181980,830057,172894,76333,452613,128217,200336,1750,4661,0,0,4324,576629,2157570,38457,262871,549909,0,24732,111589,33847,49537,28205,41476,29263,11533,680,55446,670,129621,805219,2443,442,134695,143477,0,1697
1972:Q1,2323036,9528,400,7895,0,40224,8329,8305,0,26656,556109,25109,192793,38145,113819,186243,847058,173818,78542,465269,129429,215216,1763,4895,0,0,4490,592168,2213212,35824,249984,574870,0,28371,115076,34142,50993,29941,39363,30546,8088,729,57548,690,131260,830991,2660,445,146130,153995,0,1712
1972:Q2,2392377,10350,400,8066,0,37710,8684,8624,0,27056,565049,24108,192066,40832,117050,190993,882347,183464,79891,482782,136210,217732,1765,5229,0,0,4664,614701,2282731,35587,258173,595775,0,31366,118716,33380,53633,31703,41708,32376,8401,931,56656,710,132927,857232,2062,448,151371,148937,0,1723
1972:Q3,2455631,10432,400,8200,0,40116,8918,9006,0,29961,571389,24028,190045,42934,119899,194483,909357,186789,80137,501230,141201,221859,1776,5574,0,0,4850,633793,2342834,34677,260034,616463,0,33308,121428,32919,55368,33141,43021,34630,7348,1043,56209,730,134620,883637,2398,450,155859,155678,0,1735
1972:Q4,2563569,10524,400,8313,0,40250,9764,9504,0,32104,590065,23367,198789,46410,122126,199373,956170,202517,84719,521805,147129,242838,1811,5842,0,0,5045,650939,2444935,33006,286955,638377,0,34930,128288,34720,57946,35622,52483,40644,10688,1151,58926,750,136343,911037,2450,509,160881,160080,0,1959
1973:Q1,2608087,10334,400,8420,0,39911,9292,10013,0,35287,592824,23626,195692,48368,123172,201966,989676,213491,87560,537414,151211,226741,1876,6050,0,0,5252,672011,2484093,31233,271668,670281,0,40862,133146,35109,60706,37331,48934,38931,8729,1274,52843,760,138104,924593,3043,507,168119,135000,257,1947
1973:Q2,2673046,10321,400,8531,0,36302,9400,10494,0,36518,603236,25372,194460,52575,125305,205524,1037799,226429,92014,560311,159045,212021,1969,6218,0,0,5471,694366,2547702,26731,282316,689939,0,44333,142130,37063,67199,37868,54391,40418,12561,1412,48013,770,139911,938527,2383,511,177747,117816,506,1965
1973:Q3,2754920,10334,400,8614,0,48191,9571,11189,0,38294,609465,26996,191718,56215,127177,207359,1075919,232673,97373,580528,165345,232736,2072,6359,0,0,5700,696076,2615698,42208,272644,704776,0,47738,152379,39558,73728,39093,56585,40222,14946,1417,51927,780,141728,956046,2635,518,185734,138868,735,1990
1973:Q4,2819853,11491,400,8716,0,42105,10338,11691,0,41013,632197,30791,199690,59655,131457,210604,1110355,242085,99786,598097,170387,210951,2165,6485,0,0,5944,726002,2684734,31196,304731,716793,0,50921,160563,41672,77877,41014,63373,43202,18720,1451,46635,790,143515,969401,2608,581,193627,118935,950,2239
1974:Q1,2871242,11487,400,8813,0,42374,9714,12276,0,46148,640755,34246,197033,62196,133960,213320,1129682,245131,103841,611506,169204,213134,2246,6639,0,0,6204,741370,2732757,35254,283558,742706,263,55599,166615,45708,79586,41321,58865,41272,16075,1518,44521,810,145264,992808,3125,569,202800,116993,1146,2190
1974:Q2,2946079,11575,400,8924,0,43948,9828,13159,0,49213,655124,38421,197109,65223,136930,217441,1177290,262935,111473,628603,174279,195024,2311,6764,0,0,6477,766042,2808278,34344,293328,765395,570,61542,176629,48184,85523,42922,64365,42061,20777,1527,40662,830,146969,1014934,2453,567,205690,84398,1343,2183
1974:Q3,2984222,11734,400,9069,0,52676,10156,14397,0,52319,665157,43728,196141,67536,136482,221270,1207550,268407,119243,641417,178483,145878,2393,6885,0,0,6767,798841,2862498,44795,287857,776619,1386,63110,191356,52702,93585,45069,66540,41059,23926,1555,32320,850,148697,1033504,2747,566,212151,61894,1530,2174
1974:Q4,3047763,11571,400,9252,0,39783,10998,16041,0,54828,683573,46493,202170,70677,138595,225638,1231384,277743,125220,649854,178567,163536,2523,7020,0,0,7074,809780,2919900,27362,311687,795472,2379,64751,201757,55119,97897,48741,69017,41505,25932,1580,35152,870,150519,1060356,2693,563,197322,65900,1706,2160
1975:Q1,3117828,11601,400,9453,0,43975,10746,17567,0,57125,719432,58539,213894,73648,138773,234578,1217620,264601,122828,655850,174341,197753,2700,7182,0,0,7399,814875,2982417,27665,290899,822810,3620,66266,205902,55480,100492,49930,59974,36497,21899,1578,40968,890,152422,1092874,3141,597,214389,79711,1829,2295
1975:Q2,3190807,11617,500,9687,0,38412,11053,18319,0,59794,750530,54898,231258,76775,141425,246174,1228315,265422,122725,666597,173571,232450,2927,7359,0,0,7745,812099,3048623,12674,311273,844694,3661,67862,206643,54637,101625,50381,58817,35630,21636,1551,46061,910,154392,1126023,2278,619,212716,90807,1921,2379
1975:Q3,3231439,11629,500,9934,0,44339,11118,18444,0,49420,767765,52748,243947,79578,143122,248370,1239723,259340,123820,677995,178568,206010,3170,7526,0,0,8110,853751,3098768,25219,306694,861883,3708,60366,208879,53028,103741,52110,52519,30602,20409,1508,40876,930,156412,1151659,2446,640,226537,72011,2015,2464
1975:Q4,3323318,11655,500,10218,0,42221,12223,20239,0,55107,796416,52933,256353,83421,146332,257377,1265504,264307,127898,690183,183116,221379,3395,7668,0,0,8497,868296,3185083,14136,331096,884715,3645,60935,221785,56429,107292,58064,55508,29872,24126,1510,43034,950,158463,1182138,2437,651,225590,74976,2135,2501
1976:Q1,3393799,12140,500,10403,0,41571,11813,20552,155,55628,826649,53729,269175,87380,147119,269246,1272900,254363,131014,705260,182263,251071,3389,7925,0,0,8908,870195,3246742,14177,313780,914589,3712,65948,225374,56795,110181,58398,51928,28269,22088,1571,46920,970,160550,1205619,2978,674,239523,90498,1837,2587
1976:Q2,3471387,12718,500,10558,0,43332,12299,21348,89,56452,855893,55505,283316,89600,152450,275022,1313989,262515,136225,725798,189451,251747,3620,8232,0,0,9345,871265,3324081,10581,332432,936971,3430,69156,231624,57290,113572,60762,51816,29434,20689,1693,47003,990,162676,1225423,2615,714,248650,90703,1861,2744
1976:Q3,3544424,12194,800,10685,0,45140,11910,21793,99,59179,878395,54636,294551,93682,154790,280736,1343783,260461,138880,747794,196648,251641,3878,8559,0,0,9781,886587,3394217,15997,329121,957201,3421,78250,238117,57618,117855,62644,50962,28447,20717,1798,45799,1010,164844,1246444,2846,754,259451,92302,1799,2901
1976:Q4,3646043,11743,1200,10820,0,39905,12708,22858,305,71062,904197,58678,306674,93327,159448,286070,1391179,272450,146213,769536,202980,255588,4110,8878,0,0,10299,901191,3487835,982,356209,992370,3404,84978,249739,62458,121934,65347,59096,32638,24458,2000,46510,1030,167059,1268980,2960,815,253703,97475,1943,3129
1977:Q1,3715762,11668,1200,10939,0,42069,11879,23689,490,69491,924598,61398,308281,99343,163789,291787,1419475,273370,151180,789152,205773,239646,4270,9193,0,0,10821,936334,3559805,2584,338423,1030758,3460,90371,258287,63901,127536,66850,47847,29564,16303,1980,43037,1050,169307,1295455,3111,857,275258,91016,1803,3296
1977:Q2,3837775,11656,1200,11081,0,41151,12377,25251,352,74361,953773,67804,311222,102801,171595,300351,1479440,282560,158702,820321,217857,249074,4355,9510,0,0,11374,952820,3674758,1729,356834,1055163,3443,95190,272340,68316,132651,71373,50161,29855,18418,1888,45901,1070,171572,1324260,3355,888,292852,94814,1927,3411
1977:Q3,3931144,11638,1200,11206,0,38527,12599,26519,377,76592,980387,68618,319101,105760,178500,308408,1532945,289318,161466,853619,228542,242097,4363,9836,0,0,11962,970896,3767023,615,361938,1084311,3463,100781,279815,68365,138434,73016,52181,33068,17282,1831,45617,1090,173908,1352772,3631,917,305984,92543,1877,3528
1977:Q4,4057406,11714,1250,11331,0,44867,13730,27993,490,83761,1006244,74399,320655,110112,182427,318651,1598915,301003,172996,886382,238534,246479,4346,10176,0,0,12587,983523,3885200,-4330,386279,1116191,3887,102149,297997,75134,145000,77863,64901,37059,26032,1810,45491,1100,176369,1382302,3884,937,308043,93415,1711,3607
1978:Q1,4138660,11763,1250,11441,0,42586,12702,30688,631,82962,1020523,75206,316613,114571,186326,327807,1638409,306631,178472,910893,242413,239675,4355,10530,0,0,13053,1018092,3966157,-6792,359949,1154015,5620,115836,307806,75985,152133,79688,57878,32600,23774,1504,44493,1120,178972,1415193,4105,957,327005,91684,1858,3682
1978:Q2,4298052,11736,1250,11565,0,44554,13196,33039,641,83824,1058968,81886,326255,118854,193623,338350,1718331,323273,189691,945895,259472,264996,4356,10897,0,0,13540,1027159,4118540,-2030,386993,1178943,6959,116775,324544,80809,161890,81845,66866,35655,29562,1649,46687,1140,181734,1451956,4422,998,352553,99893,1937,3837
1978:Q3,4433466,11662,1300,11683,0,44055,13785,36141,843,83150,1089685,81756,334169,125540,200464,347756,1778540,329149,194247,982640,272504,293998,4321,11274,0,0,14053,1038976,4242507,4346,393217,1208808,8407,119629,333091,79545,171023,82523,72248,35472,34969,1807,48619,1160,184531,1489718,4727,1036,372970,109740,2082,3984
1978:Q4,4576983,13248,1300,11831,0,54381,14920,38318,1270,91989,1115645,91479,329981,130551,208659,354975,1852543,345295,204405,1019494,283349,281630,4352,11656,0,0,14590,1069310,4380628,843,418994,1237393,10808,116893,355883,89077,181673,85133,83759,37067,44732,1960,46050,1190,187237,1521778,4839,1079,393882,102170,1973,4151
1979:Q1,4690417,15212,1300,12158,1162,49359,13697,41562,1299,98363,1144074,99838,332983,135378,213232,362643,1895900,350854,209416,1047855,287775,301453,4541,12107,0,0,15154,1083076,4490284,14691,387756,1265973,18020,139684,374749,94963,192981,86805,73291,34089,37185,2017,47697,1240,189887,1560261,4952,1146,410937,109103,2065,4410
1979:Q2,4852588,14232,1800,12525,2298,49161,14606,44494,1653,110298,1176182,112296,336859,141454,216495,369078,1980488,370730,223858,1085214,300686,307007,4891,12605,0,0,15744,1104604,4645258,18043,415798,1274919,25915,156438,395572,104595,203065,87912,84201,39335,42862,2004,48943,1270,192517,1595727,5035,1270,429610,118678,2315,4883
1979:Q3,5009319,12731,1800,12825,3856,46508,14774,48747,2126,117015,1219564,121769,346243,148286,223806,379460,2060623,388907,232601,1124858,314257,329108,5390,13113,0,0,16365,1104774,4790330,17417,430624,1307219,34194,160416,412148,109697,214285,88166,90647,40334,48347,1966,51166,1300,195111,1635416,5077,1393,448202,125951,2495,5357
1979:Q4,5151961,13628,1800,13091,5109,56501,16725,52085,2755,122707,1240543,126987,346739,155713,229035,382069,2124252,400076,241268,1157473,325435,323928,12341,13591,0,0,17016,1135889,4931694,22089,455847,1327119,45214,148162,438287,115914,230300,92073,99777,40084,57742,1951,51789,1340,197650,1684319,4986,1563,453552,117825,2694,6012
1980:Q1,5248016,13478,2968,13352,6316,53787,16304,55696,3010,112893,1283762,136827,360758,159398,231704,395075,2164566,404877,253114,1182236,324339,310605,13139,14081,0,0,17699,1166360,5027103,28616,425256,1354540,61292,152080,458092,119384,244249,94459,94705,38115,54648,1942,53772,1400,200140,1720020,5031,1708,470451,98920,1594,6573
1980:Q2,5406644,13480,3018,13523,7056,54042,16818,59302,3467,130839,1339701,145645,374645,170715,238875,409821,2171672,396676,255697,1199647,319652,348661,14000,14581,0,0,18415,1198069,5177304,26,447411,1373045,77827,172214,473917,122437,252892,98588,96517,37978,56609,1930,59434,1500,202584,1775914,5180,1855,489880,123317,2036,7130
1980:Q3,5545147,13374,3268,13653,8657,49647,16010,63617,4509,132043,1380799,143409,395531,179358,247032,415469,2217287,408252,258939,1226798,323298,383883,15541,15080,0,0,19166,1208613,5305651,-13472,462161,1407456,79901,175436,485168,123806,260435,100927,101172,36651,62602,1919,66091,1600,204983,1832462,5297,2075,495321,128490,2022,7984
1980:Q4,5733334,16206,2518,13832,6769,53560,17431,67263,5056,149351,1406644,145354,396289,189331,252551,423119,2296641,437838,274778,1255532,328493,409866,16828,15575,0,0,19954,1235840,5485832,-17998,477520,1470070,76415,179104,505007,128839,273885,102283,115145,39331,73904,1910,70395,1700,207333,1884123,5221,2482,509315,129662,2172,9545
1981:Q1,5858701,18170,2818,14004,10754,47390,16359,76738,6264,145399,1462525,158805,423913,198955,252826,428026,2312836,434948,278914,1272905,326069,415692,17327,16189,0,0,20781,1275455,5609292,-27065,462785,1489864,114223,202595,515746,136284,280643,98819,105823,36717,67196,1910,71227,1800,209657,1936656,5043,2457,518481,137798,2351,9450
1981:Q2,6020017,17541,3068,14158,14174,45714,16139,81085,8392,150535,1497037,177700,418996,208079,256536,435726,2386345,458125,297630,1297805,332785,410217,16878,16879,0,0,21647,1320208,5769525,-26264,477238,1510561,129871,203666,542558,147180,294249,101129,116374,41904,72558,1912,71535,1900,211972,1986110,4812,2637,536555,147183,2489,10135
1981:Q3,6179415,16679,3318,14313,17072,51747,17093,93099,10784,161380,1553553,196149,436699,220713,260298,439694,2445652,475338,308781,1318578,342955,373360,14917,17583,0,0,22554,1366311,5938772,-17959,479367,1543013,164470,207484,572374,158401,311089,102884,124237,41383,80936,1918,65157,2000,214202,2029134,4590,2817,547886,128370,2259,10832
1981:Q4,6394992,16241,3318,14482,18846,47236,17382,99865,13279,206699,1604591,198830,468581,224089,265039,448052,2512627,510908,320383,1333801,347535,402197,14570,18117,0,0,23508,1382034,6161637,-49281,505546,1608628,186305,250633,589623,161519,319417,108687,133958,43875,88153,1930,68834,2100,216270,2084376,4464,3043,557138,140116,2191,11704
1982:Q1,6483365,16063,3568,14637,22466,47521,15040,102740,14300,189868,1659956,206952,488860,239749,267199,457196,2535222,523726,319199,1346810,345487,394587,14226,18674,0,0,15492,1419006,6253743,-66016,482718,1663808,198732,248300,602640,161243,329842,111555,127165,39947,85266,1952,66089,2200,218152,2133338,4373,2926,569318,133970,2192,6668
1982:Q2,6648553,15889,3818,14777,23204,44504,15665,112816,14369,194104,1707148,223783,489932,258955,269621,464857,2597763,552558,328420,1364800,351985,396225,15229,19206,0,0,16156,1457680,6421630,-88966,488607,1710562,209680,244735,635183,174378,347960,112845,134515,40958,91571,1986,67525,2300,219822,2189682,4410,3296,600280,122169,2287,7340
1982:Q3,6845966,16233,4218,14912,22819,41215,16694,120520,14171,214826,1775771,215957,535841,274366,275191,474416,2630529,568426,328655,1375804,357644,455591,17586,19725,0,0,16697,1464459,6623186,-109366,513263,1756466,235246,265321,652657,167826,367333,117498,134577,42361,90196,2020,75941,2450,221457,2264107,4606,3345,603116,139765,2532,7502
1982:Q4,7082748,16882,4618,15043,23759,49497,18228,113469,14185,227107,1867881,212566,591020,289403,286705,488187,2673535,582053,334010,1391541,365931,507840,20173,20242,0,0,16572,1493717,6827816,-116301,543309,1821274,219928,285813,682031,174175,383892,123964,141394,45037,94314,2043,88353,2600,223233,2331384,4856,3025,596917,158774,2994,9602
1983:Q1,7219992,16088,4618,15213,19182,45023,15205,110885,15481,223863,1922841,210795,620182,305642,285651,500571,2695546,585395,325855,1421275,363021,571614,22141,20753,0,0,17656,1503884,6954070,-134379,532288,1876188,197336,274156,694004,168337,398710,126957,130897,45425,83414,2058,101710,2692,225118,2406659,4857,3017,639528,175658,3171,9839
1983:Q2,7442860,15417,4618,15392,19644,43110,15577,113924,15414,229466,1980606,217183,636304,321410,288444,517265,2767375,593687,337209,1463386,373093,656522,24088,21474,0,0,18285,1501947,7182183,-137606,564958,1926122,180893,277884,721293,176252,415730,129311,135394,49491,83836,2067,119852,3221,227081,2494857,4706,3222,660307,187246,3402,9996
1983:Q3,7665828,14811,4618,15568,19890,39696,14654,113609,16418,242660,2053639,225481,676676,340596,291950,518936,2855542,606795,343230,1516771,388746,658099,24175,22191,0,0,18969,1551288,7395337,-131091,574391,1979418,179590,300605,753606,182450,435118,136038,134102,47451,84580,2071,123236,3083,229072,2554285,4648,3625,686767,180915,3408,10667
1983:Q4,7888048,14761,4618,15732,21911,44950,16046,117613,18370,250145,2114010,234474,697596,354956,301369,525615,2947410,615569,357102,1565226,409513,657834,24432,22899,0,0,22143,1595174,7642074,-106520,582771,2031996,179467,315712,788953,195463,451587,141903,142182,51125,88989,2068,126973,5086,231043,2614619,4626,3482,721684,199615,3642,12033
1984:Q1,8112949,15087,4618,15889,23774,41208,15050,115347,19661,262976,2189005,247729,714153,370392,302443,554288,3023876,633213,359379,1612350,418934,619835,24391,23751,0,0,22653,1695827,7802834,-116255,578279,2088534,195074,333625,810984,201969,468253,140762,135198,48853,84194,2151,129465,4027,232215,2681420,7600,3789,718879,192924,3686,13268
1984:Q2,8344838,14783,4618,16113,22971,42455,16726,120286,20060,275080,2238719,276759,711027,384647,303040,563246,3156024,661918,378692,1670181,445233,594195,23567,24703,0,0,23253,1751286,8038645,-107476,590311,2163116,200096,342075,847373,212570,484712,150091,147007,52191,92529,2287,129412,4133,233281,2733014,7668,4184,744450,173585,3322,13452
1984:Q3,8641669,14572,4618,16237,23651,48908,16377,120587,22347,279289,2336867,279713,757292,401901,311177,586784,3247029,673453,383658,1723059,466859,652921,25764,25641,0,0,23706,1783155,8340451,-99791,597123,2219206,205269,362405,885041,213566,509362,162113,156870,52805,101648,2417,145397,4727,234584,2816453,7903,4529,800735,200848,3821,14518
1984:Q4,8987328,14627,4618,16418,21197,50524,18803,125222,23174,325302,2451871,287632,807346,410059,327883,618951,3374370,708421,395380,1782363,488206,674344,27126,26540,0,0,23713,1809480,8689301,-104529,629686,2295945,233554,399322,933731,223490,526197,184044,170767,57598,110690,2479,153337,5465,235996,2896256,7779,4610,827382,209891,3966,14395
1985:Q1,9192981,15024,4618,16588,20941,47960,18144,130362,23591,307700,2503357,298888,838431,420367,330443,615228,3439793,711643,395058,1832575,500517,753452,29766,27404,0,0,23661,1830620,8890024,-104669,602283,2354690,241000,373377,968629,230243,545165,193221,161028,51927,106612,2489,174257,4199,238070,2994428,7938,4547,870247,234682,4284,14123
1985:Q2,9477923,15190,4618,16783,18582,47718,19354,135929,25296,323934,2584890,309467,863860,429041,339997,642525,3545318,725911,405225,1891681,522501,792642,32137,28233,0,0,24304,1862996,9173100,-101337,640411,2381245,247095,382373,1012689,232196,571026,209467,177498,54665,120332,2501,205015,5280,240444,3064338,7733,4733,905583,268531,4552,14386
1985:Q3,9760631,16005,4618,16924,18983,50855,22394,133798,25461,344359,2704658,326101,901491,456447,358166,662453,3651872,737262,408869,1957936,547805,757727,31887,28959,0,0,24484,1927647,9452373,-99210,660608,2418005,243416,407262,1064967,247014,596864,221089,188865,61900,124449,2516,221441,5699,243201,3117095,8224,5040,967761,244169,4724,15281
1985:Q4,10356408,18062,4718,17052,19011,58216,32543,129063,23224,404957,2876391,339882,945631,479619,428848,682411,3789747,765292,432525,2023861,568069,906736,42724,29610,0,0,31764,1972590,10032787,-67164,713479,2444041,243803,470775,1123671,267071,625659,230941,214525,63194,148797,2534,272965,7998,246421,3184551,8831,5355,1163537,309114,4718,19708
1986:Q1,10646004,18723,4718,17207,19157,53411,30503,130476,24085,407109,2994059,339133,998511,510723,426602,719090,3840460,766567,437095,2070117,566681,1019718,52847,31097,0,0,33761,1968674,10329589,-70706,685385,2477592,266529,490342,1178125,265389,651140,261596,213967,61168,150131,2668,340693,6745,250317,3277160,9048,5446,1198945,377221,5285,11414
1986:Q2,11004805,19230,4818,17330,22030,55396,31509,132059,23718,438937,3113622,354556,1019078,550877,435031,754080,3952349,777475,445255,2143328,586291,1055134,56050,32409,0,0,34909,2015306,10684865,-76516,738507,2498863,278099,520571,1254627,276457,690373,287797,226445,71440,152110,2895,382490,7294,254412,3352890,9562,5600,1232021,377009,6157,10174
1986:Q3,11334733,20159,5018,17438,22612,61131,34525,135347,24370,468483,3287357,371435,1055136,593381,465169,802236,4059757,776452,445786,2230146,607373,964270,54291,34085,0,0,34378,2111512,11003769,-73221,747563,2545899,296048,549607,1334400,283177,743119,308104,233436,71298,159257,2881,407139,7077,258907,3402031,10107,6214,1278562,350369,6136,10848
1986:Q4,11792293,20479,5018,17567,22140,76585,40740,139758,24156,493246,3422596,366693,1096473,653543,472197,833690,4228466,833079,468258,2307791,619338,1003631,58948,35362,0,0,45133,2158469,11454759,-64758,838882,2591103,292152,574529,1431421,298632,804601,328188,252028,70981,178257,2790,450367,7632,263623,3496575,10284,7106,1303815,368965,6398,13758
1987:Q1,12133906,20486,5018,17735,27061,71294,37695,136176,23583,495430,3526854,376613,1103591,704481,478622,863547,4260977,807617,471058,2382408,599894,1230213,70368,36773,0,0,46145,2128098,11762912,-49026,763926,2595007,304475,579246,1513854,309351,843811,360692,236934,63040,171013,2881,539434,8787,270495,3603243,10443,7908,1378187,428124,7192,11837
1987:Q2,12416576,20178,5018,17889,23889,62603,37260,138454,23010,514851,3603344,391177,1113651,747178,468039,883299,4395591,813921,494043,2473885,613742,1298639,76868,37938,0,0,46048,2114996,12055188,-70876,821170,2631468,301489,586548,1598584,325098,890913,382573,244795,64268,177642,2885,550400,8424,276387,3683857,8520,8548,1405874,415313,7056,10074
1987:Q3,12752655,18112,5018,18006,22668,65638,38598,140764,22279,534974,3674704,393599,1132044,774418,465128,909515,4505010,822633,501167,2549648,631562,1373162,82672,39171,0,0,46768,2165112,12386928,-39113,815533,2667024,306182,617103,1667733,326477,930809,410447,249092,61910,184260,2922,556224,8892,282663,3791416,8471,9525,1446183,418931,7278,9621
