date,All sectors; corporate equities; asset,All domestic sectors; corporate equities; liability,Nonfinancial corporate business; corporate equities; liability,Nonfinancial corporate business; public corporate equities; liability (equal to total before 1996q4),Nonfinancial corporate business; closely held corporate equities; liability,Domestic financial sectors; corporate equities; liability,Domestic financial sectors; corporate equities (excluding closely held); liability,Domestic financial sectors; closely held corporate equities; liability,Rest of the world; foreign corporate equities including foreign investment fund shares; liability,All sectors; corporate equities; asset,Households and nonprofit organizations; corporate equities; asset,Nonfinancial corporate business; corporate equities; asset,Federal government; corporate equities; asset,State and local governments; corporate equities; asset,Monetary authority; corporate equities; asset,U.S.-chartered depository institutions; corporate equities; asset,Foreign banking offices in the U.S.; corporate equities; asset,Property-casualty insurance companies; corporate equities, including those held by U.S. residual market reinsurers; asset,Life insurance companies; corporate equities; asset,Private pension funds, including 403(b) plans; corporate equities; asset,Federal government retirement funds; corporate equities; asset,State and local government employee defined benefit retirement funds; corporate equities; asset,Mutual funds; corporate equities; asset,Closed-end funds; corporate equities; asset,Exchange-traded funds; corporate equities; asset,Security brokers and dealers; corporate equities; asset,Other financial business; corporate equities; asset,Rest of the world; U.S. corporate equities; asset,All domestic sectors; public corporate equities less intercompany holdings; liability,All domestic sectors; closely held corporate equities; liability,All domestic sectors; closely held S corporation corporate equities; liability,All domestic sectors; closely held C corporation corporate equities; liability,Interest rates and price indexes; Dow Jones U.S. Total Market Index
2007:Q4,26199486,20951496,16333228,13771042,2562186,4618268,4248838,369430,5247990,26199486,9739457,1033221,0,131999,0,88762,0,237325,456952,2040978,150810,1839262,6611942,145198,544824,224757,0,2953999,18019880,2931616,1885357,1046259,-3.68304023167848
2008:Q1,23952368,19165488,15030366,12471546,2558820,4135122,3774561,360561,4786880,23952368,8908602,987843,0,118002,0,76915,1,216969,415420,1844741,130873,1737432,5963957,129808,494645,180134,0,2747026,16246107,2919381,1802377,1117004,-9.960267378446781
2008:Q2,23260054,18558345,14870208,12484010,2386198,3688137,3369954,318183,4701709,23260054,8301672,1011226,0,114774,0,74484,1,214447,402046,1814610,130299,1769649,5920011,123847,492138,189631,0,2701219,15853964,2704381,1689473,1014908,-2.015489170528432
2008:Q3,20584737,16948627,13238762,11051704,2187058,3709865,3368435,341430,3636110,20584737,7236986,971814,0,103427,0,57139,0,212029,372366,1655710,111551,1602673,5019971,99066,491252,160646,0,2490107,14420139,2528488,1551374,977114,-9.145246220531355
2008:Q4,16263523,13515095,10621521,8644861,1976660,2893574,2664680,228894,2748428,16263523,5723060,791594,188676,78357,0,33791,0,195998,305115,1275037,86818,1299132,3736342,72277,438295,109172,0,1929859,11309541,2205554,1332377,873177,-23.41730086250634
2009:Q1,14426805,11969832,9603014,7793194,1809820,2366818,2204641,162177,2456973,14426805,5029377,678830,223856,68747,0,28292,0,167347,246502,1111499,76221,1219961,3357674,64904,361663,79551,0,1712381,9997835,1971997,1231400,740597,-11.17949533327371
2009:Q2,16953783,13791574,10887220,8957804,1929416,2904354,2700519,203835,3162209,16953783,6062448,758642,157566,78996,0,38226,0,190465,277092,1269941,93643,1299017,4076209,74824,449471,89312,0,2037931,11658323,2133251,1307695,825556,16.14372129912557
2009:Q3,19820840,15984689,12388260,10257215,2131045,3596429,3345334,251095,3836151,19820840,7080603,845283,158847,90574,0,51431,0,222946,310779,1448752,110745,1502218,4827596,83653,534876,108514,0,2444023,13602549,2382140,1452228,929912,15.73338214091907
2009:Q4,20649022,16653727,13049303,10925012,2124291,3604424,3357239,247185,3995295,20649022,7193335,863153,67351,94519,25106,63597,0,224503,335090,1504445,119695,1574956,5093642,87430,595517,124151,25106,2657426,14282251,2371476,1485590,885886,5.293380499872841
2010:Q1,21720092,17585078,13583850,11403263,2180587,4001228,3724841,276387,4135014,21720092,7601022,892125,50234,99043,25416,66935,0,221343,357676,1599649,127993,1616577,5358728,89087,615883,112353,25416,2860612,15128104,2456974,1597598,859376,5.685847567568518
2010:Q2,19519070,15784458,12147825,10136101,2011724,3636633,3376554,260079,3734612,19519070,6930178,774768,49613,86779,25733,49452,0,197812,335769,1424962,113718,1491813,4733116,82042,558690,98409,25733,2540483,13512655,2271803,1479262,792541,-11.52441938258626
2010:Q3,21859967,17384160,13458340,11334090,2124250,3925820,3632219,293601,4475807,21859967,7789573,845055,50814,95451,26057,60790,0,209039,377338,1590991,127807,1619569,5331986,92101,653202,100587,26057,2863550,14966309,2417851,1568085,849766,10.97326828095263
2010:Q4,24077151,19176905,14830039,12606849,2223190,4346866,4041749,305117,4900246,24077151,8545679,917209,49928,105246,26385,73557,50,224165,409556,1778082,145304,1722987,5872706,96701,752507,117240,26385,3213464,16648598,2528307,1672751,855556,11.15205134260541
2011:Q1,25548181,20388201,15791418,13380736,2410682,4596783,4261875,334908,5159980,25548181,9159245,973102,62137,110624,0,78006,44,227850,426433,1862638,153467,1772348,6251220,100411,801067,131652,0,3437937,17642611,2745590,1780170,965420,5.917387771513782
2011:Q2,25425928,20221053,15672829,13325096,2347733,4548224,4224157,324067,5204875,25425928,9047226,975429,65960,109257,0,80889,0,225811,433312,1833265,154377,1766572,6230062,100930,811856,131158,0,3459824,17549253,2671800,1741991,929809,-0.467771170312273
2011:Q3,21487907,17200686,13473596,11359998,2113598,3727090,3465079,262011,4287221,21487907,7596805,840928,59282,91304,0,58732,3,209336,385421,1525638,124825,1625858,5077347,95097,671937,97695,0,3027699,14825077,2375609,1554713,820896,-15.6532511765492
2011:Q4,23333619,18832181,14777979,12546761,2231218,4054202,3779290,274912,4501438,23333619,8105486,940555,57823,100955,0,67366,3,231062,421619,1680431,132201,1735762,5510024,95855,754137,103166,0,3397174,16326051,2506130,1681157,824973,11.50027833683039
2012:Q1,26208115,21202712,16452936,13901377,2551559,4749776,4406727,343049,5005403,26208115,9095129,1046924,48166,112574,0,68321,3,256011,455735,1882071,150762,1938328,6220859,97913,873198,116254,0,3845867,18308104,2894608,1882879,1011729,12.35186449686734
2012:Q2,25186394,20513379,15963823,13439731,2524092,4549556,4203436,346120,4673015,25186394,8801388,1006139,43628,107667,0,61610,3,251621,435990,1808310,143914,1881620,5883383,96216,835003,113471,0,3716431,17643167,2870212,1863080,1007132,-3.604316812351559
2012:Q3,26646215,21597865,16772602,14152979,2619623,4825263,4468308,356955,5048350,26646215,9345721,1057400,41158,112883,0,68577,3,265515,455944,1904268,152353,1935270,6217479,100376,921317,127909,0,3940042,18621287,2976578,1934073,1042505,5.634088497784435
2012:Q4,26833520,21511663,16522480,13932843,2589637,4989183,4630966,358217,5321857,26833520,9390495,1040110,39908,111580,0,71357,3,266253,457398,1890700,153076,1962660,6297415,100640,972230,126702,0,3952993,18563809,2947854,1965827,982027,-0.401351893900234
2013:Q1,29641091,24094742,18558962,15374139,3184823,5535780,5114436,421344,5546349,29641091,10651962,1146896,38618,122473,0,80819,3,281677,484691,2037753,172386,2053219,6865679,108020,1086464,117149,0,4393282,20488575,3606167,2212608,1393559,10.52431836320889
2013:Q2,30168839,24627458,18864337,15536524,3327813,5763121,5339745,423376,5541381,30168839,10926957,1176561,37924,124425,0,79914,3,286541,488277,2032448,178168,2055993,6989334,107934,1099591,121355,0,4463414,20876269,3751189,2277174,1474015,2.288098120595382
2013:Q3,32020007,25935093,19960482,16476170,3484312,5974611,5559410,415201,6084914,32020007,11517704,1234370,35348,130601,0,87767,3,294673,505177,2095274,189887,2146169,7554511,110125,1215451,126753,0,4776194,22035580,3899513,2355922,1543591,5.646189832517547
2013:Q4,34445815,27972938,21515318,17995223,3520095,6457620,6043710,413910,6472877,34445815,12159581,1359761,35068,142244,0,98970,3,325409,534794,2243776,217002,2246766,8227282,114237,1363158,172386,0,5205378,24038933,3934005,2400116,1533889,9.565956005813206
2014:Q1,35491302,28843606,22189683,18284653,3905030,6653923,6199419,454504,6647696,35491302,12840223,1386292,34930,143578,0,100247,3,327797,532397,2232247,222762,2226300,8411502,117326,1382876,153118,0,5379704,24484072,4359534,2615791,1743743,1.53529794464275
2014:Q2,37220210,30118394,23243541,19239540,4004001,6874853,6405684,469169,7101816,37220210,13579606,1460674,34660,148973,0,106699,3,334908,541045,2283371,232763,2293029,8787880,124037,1488754,167675,0,5636133,25645224,4473170,2721738,1751432,4.349959058850747
2014:Q3,36812716,29983768,23091169,19049507,4041662,6892599,6434546,458053,6828948,36812716,13326183,1479025,33601,147328,0,103005,3,335329,534205,2225200,235550,2268488,8622827,123515,1491337,176891,0,5710229,25484053,4499715,2772107,1727608,-0.533967956088522
2014:Q4,38096429,31325800,23969972,19727681,4242291,7355828,6883624,472204,6770629,38096429,13913934,1553751,33431,153432,0,106095,3,341932,539865,2284263,240154,2283589,8799214,119384,1619032,187782,0,5920568,26611305,4714495,3012706,1701789,4.720506852301365
2015:Q1,38884269,31709798,24229479,19787344,4442135,7480319,6992654,487665,7174471,38884269,14268774,1549779,33321,154609,0,106552,3,336835,539727,2307117,247891,2339626,9061589,118659,1682806,162857,0,5974124,26779998,4929800,3162993,1766807,1.320866033313129
2015:Q2,38878426,31567176,24032835,19532840,4499995,7534341,7068490,465851,7311250,38878426,14306475,1535465,33467,153213,0,105937,3,333691,537461,2291650,247362,2338699,9118140,115978,1708047,164244,0,5888594,26601330,4965846,3155795,1810051,-0.353194761090248
2015:Q3,35701588,29155599,22113478,17879950,4233528,7042121,6590498,451623,6545989,35701588,13168642,1418991,33417,140523,0,91769,3,319433,525580,2107237,227651,2199783,8282557,101407,1566839,143287,0,5374469,24470448,4685151,2976967,1708184,-7.727787563161959
2015:Q4,37211065,30454902,23113601,18751371,4362230,7341301,6872795,468506,6756163,37211065,13739198,1499935,33407,147710,0,97733,3,333955,546825,2220447,240348,2249974,8625329,99794,1708671,166809,0,5500927,25624166,4830736,3109432,1721304,5.719736804528808
2016:Q1,37341999,30676681,23506672,18772406,4734266,7170009,6685841,484168,6665318,37341999,14062913,1527627,33407,147410,0,91326,3,330612,544849,2200332,238051,2253409,8555730,97809,1708406,136841,0,5413274,25458247,5218434,3258858,1959576,0.371926734982769
2016:Q2,38002407,31274068,23887214,19092345,4794869,7386854,6888556,498298,6728339,38002407,14480331,1573044,33377,149637,0,94887,3,329401,549171,2217884,240754,2242570,8649293,101728,1748637,141443,0,5450247,25980901,5293167,3354363,1938804,2.087168622733113
2016:Q3,39353283,32205180,24468122,19649048,4819074,7737058,7233606,503452,7148103,39353283,14849032,1642010,33357,154649,0,98448,0,329807,560389,2276407,250524,2301148,9007479,103561,1877254,158040,0,5711178,26882654,5322526,3383718,1938808,3.918005537091394
2016:Q4,40168006,33021686,24652951,19941471,4711480,8368735,7860221,508514,7146320,40168006,15176281,1712941,33347,159362,0,104003,0,354315,555695,2329911,260768,2321541,9069933,101804,2029286,176139,0,5782680,27801692,5219994,3475381,1744613,3.596754402479192
2017:Q1,42496523,34784213,26048826,21080443,4968383,8735387,8215962,519425,7712310,42496523,16020814,1786453,33348,166944,0,109454,0,364000,574828,2439909,277059,2414005,9604948,105522,2236764,168964,0,6193511,29296405,5487808,3642077,1845731,5.291078257126324
2017:Q2,43736559,35529789,26456799,21545351,4911448,9072990,8550546,522444,8206770,43736559,16480316,1810517,33218,170294,0,113385,0,369742,589109,2488019,288076,2491333,9923346,106018,2369562,187728,0,6315896,30095897,5433892,3692045,1741847,2.516043531339559
2017:Q3,45438675,36713841,27229304,22293226,4936078,9484537,8948262,536275,8724834,45438675,16932705,1859513,33208,176382,0,118728,0,383438,608851,2576101,300372,2594443,10351331,108579,2526556,198473,0,6669995,31241488,5472353,3738880,1733473,4.073956734657496
2017:Q4,47919827,38801689,28747455,23547989,5199466,10054234,9512650,541584,9118138,47919827,17942840,1949283,33208,185816,0,127622,0,410585,623843,2713027,324207,2706807,10819639,109298,2771578,182661,0,7019413,33060639,5741050,3955124,1785926,5.830727069274222
2018:Q1,47645525,38505493,28535012,23304034,5230978,9970481,9393900,576581,9140032,47645525,17836394,1915449,33198,183017,0,125302,0,407419,605198,2664578,322057,2668510,10761948,103379,2771357,191900,0,7055819,32697934,5807559,3912205,1895354,-1.048632268271199
2018:Q2,48466674,39621573,29525556,24283292,5242264,10096017,9492185,603832,8845101,48466674,18117924,1961404,33198,188388,0,125609,0,409744,605090,2735148,330805,2707756,10930539,104415,2834394,197312,0,7184948,33775477,5846096,4030177,1815919,3.399079720994779
2018:Q3,50720613,41739682,31242306,25861607,5380699,10497376,9890890,606486,8980931,50720613,18902875,2091549,33178,200019,0,133120,0,434263,614567,2896356,348599,2779599,11367339,105826,3016174,221499,0,7575650,35752497,5987185,4166846,1820339,6.625150942456615
2018:Q4,43715300,35815737,26543606,21728860,4814746,9272131,8726290,545841,7899563,43715300,16279035,1789868,33178,169586,0,109083,0,392117,538772,2447979,292063,2478604,9657450,91200,2659146,147686,0,6629533,30455150,5360587,3656032,1704555,-14.79015952513449
2019:Q1,49291212,40604054,30448507,24771936,5676571,10155547,9534602,620945,8687158,49291212,19045655,2026146,33178,191608,0,129520,0,417390,587760,2735930,331025,2408245,10880165,101888,3000312,159000,0,7243390,34306538,6297516,4425811,1871705,13.48670975657069
2019:Q2,50767645,41873069,31228480,25582105,5646375,10644589,10020244,624345,8894576,50767645,19578154,2105393,33178,197649,0,135241,0,436688,606951,2792123,341350,2348544,11183989,103629,3103589,180000,0,7621167,35602349,6270720,4535308,1735412,3.596401988086553
2019:Q3,50771271,42048937,31323741,25597634,5726107,10725196,10075360,649836,8722334,50771271,19530530,2132960,33178,198092,0,133904,0,457244,611752,2768196,339426,2455137,11073533,103065,3139431,175000,0,7619823,35672994,6375943,4564959,1810984,0.654513664439977
2019:Q4,54644012,45165998,33680489,27633900,6046589,11485509,10836430,649079,9478014,54644012,21051845,2317738,33178,214120,0,147678,0,493890,645426,2961841,370695,2523465,11934519,107181,3476254,167000,0,8199182,38470330,6695668,4822181,1873487,8.519869731664832
2020:Q1,43122039,35679407,27002731,22367700,4635031,8676676,8155169,521507,7442632,43122039,16461290,1832450,33178,167571,0,95883,0,399808,556760,2286320,277938,2145001,9203756,79652,2704591,144684,0,6733157,30522869,5156538,4315559,840979,-21.34266353224936
2020:Q2,51985207,43410356,33391061,27794115,5596946,10019295,9418208,601087,8574851,51985207,20145034,2165125,33178,202783,0,120636,0,431690,624146,2762900,342540,2341432,11129401,92189,3274435,180382,7974,8131362,37212323,6198033,4634590,1563443,21.52046873647043
2020:Q3,56621447,47478777,36930148,30773760,6156388,10548629,9935610,613019,9142670,56621447,22243970,2312848,33178,219458,0,132974,0,461917,659414,2982492,366003,2526566,11843423,95724,3562961,205387,8618,8966514,40709370,6769407,4918955,1850452,8.642392086086009
2020:Q4,65384245,54848333,42438553,35190098,7248455,12409780,11748137,661643,10535912,65384245,26106908,2543253,33178,250043,0,160125,0,518606,730647,3381812,418406,2843545,13391070,105888,4228514,214271,8776,10449203,46938235,7910098,5791225,2118873,14.32365041692684
2021:Q1,70204155,59160914,45343377,37141441,8201936,13817537,13069320,748217,11043241,70204155,28555872,2656041,33168,264385,0,176510,0,547030,751386,3585598,448881,2957463,13977907,114987,4692928,265933,8507,11167559,50210761,8950153,6639705,2310448,6.076117004703255
2021:Q2,75785789,63992370,48791621,40271934,8519687,15200749,14424055,776694,11793419,75785789,30928606,2839034,33168,284518,0,191072,0,586394,775642,3846095,487040,3133297,14919355,121223,5185153,259107,1062,12195023,54695989,9296381,7045064,2251317,7.936201179492167
2021:Q3,75474713,63694401,48368321,40118028,8250293,15326080,14574470,751610,11780312,75474713,30871514,2811645,33168,282410,0,184622,0,591305,773443,3804526,481279,3077873,14716362,121498,5235186,231950,0,12257932,54692498,9001903,6854041,2147862,-0.442117818508328
2021:Q4,80184447,68188898,51948953,43098310,8850643,16239945,15463369,776576,11995549,80184447,32502629,3076989,33158,306377,0,201012,0,643500,838801,4120259,520871,3207092,15436662,122878,5803349,226333,0,13144537,58561679,9627219,7119466,2507753,8.787497100487423
