date,All sectors; total mortgages; asset,All sectors; one-to-four-family residential mortgages; asset,All sectors; multifamily residential mortgages; asset,All sectors; commercial mortgages; asset,All sectors; farm mortgages; asset,All sectors; total mortgages; asset,Households and nonprofit organizations; total mortgages; liability,Nonfinancial business; total mortgages; liability,Nonfinancial corporate business; total mortgages; liability,Nonfinancial noncorporate business; total mortgages; liability,Federal government; multifamily residential mortgages; liability,Equity real estate investment trusts; total mortgages; liability,All sectors; total mortgages; asset,Households and nonprofit organizations; total mortgages; asset,Nonfinancial corporate business; total mortgages; asset,Nonfinancial noncorporate business; total mortgages; asset,Federal government; total mortgages; asset,Federal government; total mortgages held by Ginnie Mae; asset,Federal government; total mortgages Federal Farmers Home Administration (FmHA), excluding one-to-four-family residential mortgages held by the Federal Financing Bank; asset,Federal government; total mortgages held by FHA; asset,Federal government; total mortgages held by FDIC; asset,Federal government; total mortgages held by Federal Financing Bank, Public Housing Administration (PHA), RTC, and VA; asset,State and local governments; total mortgages; asset,Private depository institutions; total mortgages; asset,U.S.-chartered depository institutions; total mortgages; asset,Foreign banking offices in the U.S.; total mortgages; asset,Banks in U.S.-affiliated areas; total mortgages; asset,Credit unions; one-to-four-family residential mortgages; asset,Property-casualty insurance companies; commercial mortgages, including those held by U.S. residual market reinsurers; asset,Life insurance companies; total mortgages; asset,Private pension funds; total mortgages; asset,State and local government employee defined benefit retirement funds; total mortgages; asset,Government-sponsored enterprises; total mortgages; asset,Government-sponsored enterprises; total mortgages held by Fannie Mae (includes all GSEs before 2000:Q4); asset,Government-sponsored enterprises; total mortgages held by Freddie Mac; asset,Government-sponsored enterprises; total mortgages held by Farm Credit System; asset,Government-sponsored enterprises; total mortgages held by FHLB; asset,Government-sponsored enterprises; farm mortgages held by Farmer Mac; asset,Agency-and GSE-backed mortgage pools; total mortgages; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Ginnie Mae pool; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Freddie Mac pool; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Fannie Mae pool; asset,Agency-and GSE-backed mortgage pools; farm mortgages held in a Farmer Mac pool; asset,Agency-and GSE-backed mortgage pools; total mortgages held in a Federal Farmers Home Administration (FmHA) pool, excluding one-to-four-family residential mortgages held by the Federal Financing Bank; asset,Issuers of asset-backed securities; total mortgages; asset,Finance companies; total mortgages; asset,Real estate investment trusts; total mortgages; asset
1990:Q2,3682117,2517151,284579,812186,68202,3682117,2464256,1213881,283469,930412,11,3970,3682117,134119,53592,32654,65388,21,41175,5489,0,18703,107423,1710161,1638417,38545,4082,29117,6752,264866,24179,15243,150461,100886,19979,29595,0,0,944198,385456,295340,263384,0,19,53076,111746,8259
1990:Q3,3737912,2567225,286904,815867,67917,3737912,2517323,1216380,287096,929283,10,4200,3737912,136857,53182,32004,79028,21,41269,6671,0,31067,108599,1704105,1627281,41326,4315,31183,6849,266063,24614,15311,152202,102253,20508,29441,0,0,978533,394859,301797,281859,0,18,57664,114666,8236
1990:Q4,3779452,2606804,287424,817591,67633,3779452,2562107,1213005,288117,924888,10,4330,3779452,139234,52772,31052,82859,20,41439,7331,0,34069,110215,1683721,1600919,45534,4521,32747,6885,267861,24901,16061,156143,104870,21857,29415,0,0,1019861,403603,316359,299882,0,17,66046,114134,7707
1991:Q1,3823204,2641560,288957,825099,67588,3823204,2604184,1214609,294017,920592,11,4400,3823204,140360,54301,29581,92520,21,41307,8177,0,43014,111575,1671382,1584809,49129,4711,32733,6859,268999,23391,16562,159163,106790,23121,29252,0,0,1050307,409929,328215,312149,0,14,71048,119752,7405
1991:Q2,3887653,2700538,290203,829370,67542,3887653,2667340,1215821,294937,920884,10,4482,3887653,142211,55847,28256,101190,20,41430,8962,0,50778,112113,1667119,1576067,51698,4898,34456,6766,271674,21380,16322,161994,109203,23649,29142,0,0,1085984,413707,341132,331131,0,13,85021,124401,7376
1991:Q3,3890397,2722798,282656,817447,67496,3890397,2693392,1192417,287707,904710,10,4578,3890397,142857,57409,26934,103706,20,41566,8817,0,53303,112955,1632396,1538168,52546,5058,36624,6640,270094,19993,16675,162324,109365,23906,29053,0,0,1123313,422500,348843,351957,0,12,98380,109497,7225
1991:Q4,3930682,2774705,284108,804420,67450,3930682,2748964,1176915,279284,897631,10,4793,3930682,141130,58972,26024,98288,19,41713,9278,0,47278,113723,1623573,1527191,54299,5169,36914,6511,259509,18226,16886,167673,112098,26809,28767,0,0,1156489,425295,359163,372020,0,11,113098,123590,6990
1992:Q1,3961054,2814343,283928,795227,67557,3961054,2790996,1165041,273738,891303,10,5008,3961054,139671,59237,25359,102487,19,41791,9872,0,50805,113714,1604353,1509201,54208,5325,35619,6388,258465,17243,16173,175727,118056,28895,28776,0,0,1179728,421954,367878,389887,0,10,125358,130328,6824
1992:Q2,3983064,2845786,280081,789534,67663,3983064,2825638,1152389,268434,883955,8,5029,3983064,138113,59501,24769,97751,19,41628,10107,0,45997,113895,1589220,1490564,54391,5503,38762,6267,254450,16074,17066,180157,122761,28621,28775,0,0,1218988,422922,382797,413259,0,9,138529,120811,7473
1992:Q3,4021258,2899090,276591,777806,67771,4021258,2881937,1134174,259115,875059,8,5139,4021258,136521,59769,24858,90561,23,41671,10498,0,38369,113757,1583746,1486172,53517,5713,38344,6113,249117,15422,16306,186746,126302,31629,28814,0,0,1243647,422010,391762,429867,0,9,157479,129822,7394
1992:Q4,4040811,2942068,270935,759930,67879,4040811,2928630,1106819,239192,867627,8,5355,4040811,134336,60036,25169,86347,27,41695,10954,0,33672,113679,1568331,1470913,51605,5975,39838,5889,241997,14546,16453,199742,137413,33665,28664,0,0,1272047,419516,407514,445009,0,8,167916,126267,8056
1993:Q1,4041824,2952182,268838,752788,68016,4041824,2944986,1091130,229953,861177,8,5700,4041824,132331,58124,23509,81917,30,41529,11048,0,29309,113718,1556680,1459623,50235,6267,40555,5588,239683,14654,15645,204935,140978,35421,28536,0,0,1299796,421514,420932,457343,0,7,173846,113292,8106
1993:Q2,4084335,3006466,266012,743703,68154,4084335,3001145,1077144,221569,855575,8,6038,4084335,130266,56191,22990,76409,45,41446,11155,0,23764,110713,1571827,1475173,48999,6617,41038,5192,237545,14330,14506,222373,151305,42477,28591,0,0,1301300,413166,422882,465246,0,6,184609,127779,8305
1993:Q3,4129839,3058883,264738,737926,68293,4129839,3053855,1068398,218149,850249,7,7580,4129839,128163,54237,22629,73191,45,41424,10624,0,21098,109601,1580720,1484688,47801,6954,41277,4792,232930,14824,15055,232709,160521,43378,28810,0,0,1330555,415076,433569,481904,0,6,195409,126473,8551
1993:Q4,4171503,3101120,267771,734180,68433,4171503,3098259,1064294,218772,845522,6,8944,4171503,126069,52283,21850,85040,43,41386,10712,14112,18786,108508,1588045,1493978,45060,7225,41782,4472,223872,12984,14529,241020,165668,46892,28460,0,0,1356766,414066,447147,495547,0,5,204327,123130,8610
1994:Q1,4194789,3132652,267659,725680,68797,4194789,3128352,1055030,213357,841673,6,11400,4194789,124067,53287,20829,79511,22,41209,10607,12696,14977,108107,1573287,1479203,43536,7436,43112,4303,220819,12547,14637,246877,171070,47626,28181,0,0,1399296,423446,468449,507397,0,5,215989,110974,10258
1994:Q2,4243463,3180197,268818,725282,69166,4243463,3173307,1055651,214016,841634,6,14500,4243463,121934,54301,22635,77874,20,41370,10478,11407,14599,108310,1594611,1500109,42514,7900,44088,4134,218815,12563,14941,247264,173058,45731,28475,0,0,1432417,435709,481831,514873,0,4,218890,102867,11907
1994:Q3,4294496,3230936,268710,725311,69539,4294496,3219537,1057453,214876,842577,6,17500,4294496,119775,55327,22891,76693,12,41587,10331,9159,15605,109741,1622742,1527616,41424,8200,45502,3964,216753,12561,15024,246636,174373,43725,28538,0,0,1454933,444976,486425,523528,0,4,222623,101560,13273
1994:Q4,4336257,3278605,268509,719231,69912,4336257,3264229,1053297,212350,840947,6,18726,4336257,117242,56353,23800,71006,12,41781,10459,7821,10933,111261,1655927,1559853,40261,8788,47025,3795,215773,7795,15199,244580,174312,41712,28556,0,0,1472405,450934,490851,530259,358,3,224458,103343,13320
1995:Q1,4369098,3306735,267474,724531,70358,4369098,3290176,1059349,213706,845643,6,19567,4369098,115186,56739,23022,68815,6,41857,10556,6730,9666,112647,1684351,1588016,38826,8918,48591,3550,215663,7991,15397,243207,173833,41309,28065,0,0,1480246,454401,492194,533274,375,2,227141,101375,13767
1995:Q2,4423916,3356631,269694,726781,70810,4423916,3336513,1065868,213226,852642,6,21529,4423916,113094,57130,22669,64525,15,41917,9812,6039,6742,114059,1710935,1615270,37658,9177,48830,3306,215811,8188,15558,243507,173716,41786,28005,0,0,1499398,457108,498216,543680,392,2,230715,110807,14214
1995:Q3,4484773,3413402,270827,729279,71266,4484773,3387943,1074174,212599,861574,6,22651,4484773,111003,57525,22104,61305,7,41858,9266,5015,5159,114238,1736915,1640698,36829,9242,50146,3050,217684,8384,15746,247915,177267,42497,28151,0,0,1527030,463654,503370,559595,409,2,232450,114765,14660
1995:Q4,4522066,3446414,274392,729537,71723,4522066,3418058,1079951,210025,869926,6,24051,4522066,109201,57921,21747,57489,2,41791,9296,4025,2375,115207,1737938,1642123,35123,9706,50986,2816,213138,8581,15938,250443,178262,43753,28428,0,0,1570731,472283,515051,582968,427,2,241314,105491,14111
1996:Q1,4593483,3508980,275280,736829,72394,4593483,3477272,1090752,213091,877661,6,25453,4593483,107275,57033,21349,55589,2,41594,8091,5554,348,115777,1765575,1656916,33204,10071,65384,2571,212958,8776,16126,245489,171390,45208,28891,0,0,1600095,475787,524327,599555,425,1,251050,120257,13563
1996:Q2,4666334,3568551,278508,746210,73065,4666334,3531461,1107453,217349,890104,5,27415,4666334,105248,56145,20789,54617,2,41547,7754,5016,298,116313,1790082,1678976,32310,10146,68650,2567,212776,8971,16324,245397,170743,45292,29362,0,0,1643705,485316,536671,621294,423,1,260725,119661,13014
1996:Q3,4734740,3633468,280946,746582,73744,4734740,3589472,1115508,215582,899926,4,29756,4734740,103176,55247,20600,52230,2,41576,6357,4025,270,117404,1821359,1708546,32228,10275,70310,2539,208360,9169,16526,244274,169177,45513,29579,0,5,1679364,496966,545608,636369,421,0,268010,123847,12635
1996:Q4,4802807,3682765,286723,758897,74422,4802807,3639330,1131567,221455,910112,2,31908,4802807,101110,54350,20386,50274,2,41597,5707,2431,537,119198,1846789,1731230,32223,10272,73064,2431,208455,9297,16734,244083,167964,46504,29602,0,13,1711708,506246,554260,650782,420,0,277431,126724,13837
1997:Q1,4857205,3728459,287035,766280,75431,4857205,3682549,1138599,221747,916852,0,36057,4857205,99098,60735,19688,48034,2,41485,3946,2217,384,119976,1861029,1745471,30765,10282,74511,2509,207184,9560,16946,240344,165999,44668,29668,0,9,1740359,513368,562894,663671,426,0,288158,128558,15027
1997:Q2,4933524,3783051,291076,782946,76451,4933524,3734878,1158536,227574,930962,0,40110,4933524,97264,67191,19416,47423,7,41401,3832,1816,367,121090,1903106,1786968,28277,10276,77585,2392,207933,9835,17160,238410,163224,45194,29963,0,29,1762521,520968,567187,673933,433,0,297138,125282,17363
1997:Q3,5045994,3875717,293294,799501,77482,5045994,3820839,1183374,239981,943393,0,41781,5045994,95532,73718,19037,46268,7,41333,2667,1476,785,122120,1939960,1820474,27611,10491,81384,2384,205983,10140,17382,237933,161234,46329,30346,0,24,1791088,529908,569920,690821,439,0,316343,149090,19016
1997:Q4,5115947,3917554,298750,821129,78514,5115947,3858948,1210183,249125,961058,0,46816,5115947,93432,80245,18743,45738,8,41195,2774,724,1037,123230,1960112,1840216,26097,10822,82977,2246,207036,10094,17607,239416,160221,48454,30657,37,47,1826294,536879,579385,709584,446,0,340220,128629,22905
1998:Q1,5205292,3986110,305369,834168,79645,5205292,3916707,1239494,241584,997910,0,49091,5205292,91189,77043,20632,45450,8,40972,2772,786,912,124300,1992549,1872828,23957,11189,84575,2219,206662,10125,18673,240297,158767,50364,31005,100,61,1847555,533108,583144,730832,471,0,369703,133161,25734
1998:Q2,5323278,4076856,312659,852975,80788,5323278,3997862,1271362,236572,1034790,0,54054,5323278,88880,73806,22521,45114,8,40922,2726,564,894,125569,2002742,1879444,23026,11616,88656,2176,207902,10170,20681,240847,158333,50869,31352,195,98,1909389,537743,609791,761359,496,0,407373,137098,29010
1998:Q3,5446265,4168504,321177,874640,81944,5446265,4077071,1305235,233495,1071740,0,63959,5446265,86703,70534,24411,44800,7,40906,2554,482,851,125500,2020871,1894811,22840,12023,91197,1919,207518,10312,21499,241288,157516,51211,32009,434,118,1976247,541540,635726,798460,521,0,435064,149901,29698
1998:Q4,5603208,4275839,334477,909792,83100,5603208,4172180,1359423,250635,1108788,0,71605,5603208,88291,67261,26299,44894,7,40852,2493,361,1181,132823,2074297,1948253,20396,12303,93345,1970,213787,9887,22410,246992,155779,57085,32983,977,168,2018969,537446,646459,834518,546,0,468160,160890,26278
1999:Q1,5728717,4365807,344256,934541,84113,5728717,4252233,1399848,258689,1141159,0,76636,5728717,90110,60842,25863,44549,6,40690,2494,315,1044,133978,2078742,1953101,18362,12164,95115,1922,219133,10340,22793,242665,154973,53313,33128,1234,17,2113010,543281,687179,881815,735,0,492813,166579,25378
1999:Q2,5867506,4474352,350702,957316,85136,5867506,4349575,1444360,272717,1171643,0,73571,5867506,91579,54351,25271,44453,8,40766,2504,189,986,134430,2117885,1987575,17147,13124,100039,1949,224716,10794,23968,242425,152897,54282,33666,1481,99,2183642,553196,718085,911436,925,0,511503,175630,24910
1999:Q3,6068601,4606366,361316,1014748,86171,6068601,4468419,1524269,316109,1208160,0,75913,6068601,93360,47789,24679,77763,8,73704,2525,162,1364,134794,2199602,2064398,16871,13652,104681,2001,226370,11247,23855,242639,150984,55695,34218,1723,19,2247217,569038,738581,938484,1114,0,524695,187786,24804
1999:Q4,6209573,4701179,375156,1046032,87206,6209573,4552489,1578259,331346,1246913,0,78825,6209573,94932,41227,24087,77741,7,73870,2499,152,1213,137513,2270596,2133492,15940,14052,107112,1969,230978,11700,25687,242035,149106,56676,34187,2027,39,2293531,582263,749081,960883,1304,0,538733,195304,23540
2000:Q1,6313670,4772403,381966,1072712,86589,6313670,4617557,1615146,336617,1278529,0,80967,6313670,95183,41804,23924,76798,7,72899,2561,98,1233,137914,2337560,2196533,16652,14517,109858,2601,229566,11913,24300,243696,147882,57009,34142,4634,29,2323499,589192,757106,975815,1386,0,545152,200092,19668
2000:Q2,6475757,4896598,390385,1102802,85972,6475757,4732743,1660414,345548,1314866,0,82600,6475757,95401,42381,23760,76821,7,72897,2618,72,1227,137143,2430432,2283175,17204,15393,114660,1905,232816,12002,24741,252740,150480,56972,34830,10439,19,2356632,590708,768641,995815,1468,0,554376,215452,19155
2000:Q3,6626320,5020704,395707,1124561,85348,6626320,4848261,1696061,350315,1345746,0,81998,6626320,95569,42958,23597,75266,6,73010,2168,82,0,137286,2487638,2336437,17004,16062,118135,1737,234941,12046,21781,257009,149718,57046,35550,14673,22,2415895,602627,790891,1020828,1549,0,574100,228449,18048
2000:Q4,6766632,5124971,404487,1152450,84724,6766632,4946046,1737036,355561,1381475,0,83550,6766632,95751,43535,23434,75654,6,73323,2280,45,0,136242,2502964,2349989,17128,15910,119937,1699,236152,11934,22122,264253,152505,59240,36326,16152,30,2493245,611554,822310,1057750,1631,0,604214,237899,17534
2001:Q1,6850414,5221818,409263,1133668,85665,6850414,5033171,1733355,326059,1407296,0,83888,6850414,97307,44300,24276,75064,6,73362,1646,50,0,135609,2549933,2394557,17111,16524,121741,1709,235166,10245,21862,267937,154233,60110,37072,16510,12,2535824,601522,833616,1099049,1637,0,585297,248467,17418
2001:Q2,7057091,5393894,420602,1155978,86617,7057091,5196561,1774314,336964,1437350,0,86216,7057091,98726,45073,25115,74928,6,73207,1691,24,0,136778,2600163,2439682,16739,17597,126145,1742,237358,10082,20503,277238,157317,61542,38686,19614,79,2637390,598019,873750,1163978,1643,0,610370,265087,16538
2001:Q3,7264412,5553552,429993,1193288,87579,7264412,5347410,1833047,362527,1470520,0,83955,7264412,100201,45855,25956,74079,6,72119,1928,26,0,134562,2628553,2459134,17889,17949,133581,1786,239356,9949,20944,283950,161824,59638,39722,22625,141,2760457,603187,927490,1228131,1649,0,646216,275416,17132
2001:Q4,7450103,5678030,446092,1237440,88541,7450103,5464393,1899951,394915,1505036,0,85759,7450103,101423,46637,26797,74539,9,72453,2064,13,0,135391,2683513,2510810,17867,19179,135657,1954,243104,9750,20984,297476,165957,62792,40885,27640,202,2831784,591368,948409,1290351,1656,0,700627,258189,17935
2002:Q1,7619582,5825479,452285,1251580,90238,7619582,5604289,1927559,392181,1535378,0,87734,7619582,103221,47358,26639,74509,8,72361,2134,6,0,133836,2686485,2508543,18252,19382,140308,1956,243478,10346,20925,305120,171581,59624,41981,31624,310,2956420,587204,1012478,1355404,1334,0,732844,258857,17588
2002:Q2,7847327,6013375,462631,1279367,91954,7847327,5783433,1970401,403266,1567134,0,93493,7847327,104542,48087,26482,74246,8,71970,2246,22,0,132192,2760686,2577213,18593,19728,145152,1979,245207,10320,20785,316662,175756,58872,42951,38246,837,3042612,583745,1053261,1404594,1012,0,768552,275051,19924
2002:Q3,8092918,6222401,469748,1307081,93688,8092918,5980348,2017673,418804,1598868,0,94897,8092918,106366,48824,26326,73796,8,72030,1746,12,0,129861,2884078,2695668,19016,20676,148718,1982,246033,10386,21458,333009,179467,60934,44782,46947,879,3085197,567386,1058176,1458945,690,0,801163,301005,23434
2002:Q4,8358739,6434374,486343,1342599,95423,8358739,6180277,2081502,450915,1630587,0,96960,8358739,108140,49561,26167,75059,8,72378,2627,46,0,129862,2991257,2799458,18989,20847,151963,2066,250137,10337,21863,357278,185797,63886,46257,60372,966,3158603,537887,1082062,1538287,367,0,819816,330480,28113
2003:Q1,8560075,6605236,496998,1365435,92406,8560075,6355977,2108300,461632,1646668,0,95798,8560075,109150,50103,26196,72709,5,69989,2597,118,0,129794,3069389,2873705,19000,21876,154808,2072,251332,10267,20230,382396,195633,64341,46974,74437,1011,3230475,515815,1076848,1637474,338,0,851744,327715,26503
2003:Q2,8849379,6847172,514553,1398299,89355,8849379,6615639,2136098,473414,1662684,0,97642,8849379,110771,50650,26226,72764,6,69931,2780,47,0,131089,3185634,2983721,19543,22697,159673,2015,254489,10097,22796,416408,211146,65700,48490,90067,1005,3292961,487753,1054973,1749896,339,0,880755,359118,33606
2003:Q3,9130375,7076619,533296,1434189,86271,9130375,6861498,2167931,489224,1678707,0,100946,9130375,110963,51204,26256,72339,7,69474,2834,24,0,134202,3282935,3067138,24189,23900,167708,2008,257416,10132,24904,451559,232415,61570,48852,107742,980,3375161,472899,1099705,1801528,1029,0,923464,367209,40623
2003:Q4,9364806,7260326,559706,1461587,83187,9364806,7070005,2188946,494222,1694724,0,105855,9364806,111963,51758,26284,72585,52,69545,2965,23,0,140885,3299266,3083895,17502,24958,172911,2179,261157,10249,17662,621521,397633,60270,49307,113321,990,3343251,473738,1162068,1706442,1003,0,987053,370157,48836
2004:Q1,9630216,7466143,570919,1506868,86286,9630216,7246023,2272737,529694,1743043,0,111456,9630216,114077,55448,27422,74591,50,71271,3233,37,0,145820,3432167,3212269,17782,25919,176197,2239,262480,10182,14643,625062,398264,60724,50007,115087,980,3346388,464307,1163171,1717944,966,0,1081393,382525,55779
2004:Q2,9978186,7757555,585974,1545271,89386,9978186,7517756,2342823,542386,1800437,0,117607,9978186,116296,59137,28561,73094,48,69681,3323,42,0,142402,3587706,3358612,15063,27703,186328,2315,264312,10137,17755,626560,398896,59817,51070,115833,944,3366532,458524,1177594,1729447,967,0,1189893,426711,66775
2004:Q3,10311406,8024522,601403,1592962,92519,10311406,7764113,2425729,567841,1857888,0,121564,10311406,118287,62868,29698,73275,45,69936,3271,23,0,154972,3719202,3480404,15606,29555,193637,2430,268047,10204,14779,627631,399526,60808,51849,114548,900,3380765,452554,1186298,1740949,964,0,1325380,443319,80549
2004:Q4,10646699,8292063,609348,1649635,95653,10646699,8019051,2496291,580957,1915334,0,131357,10646699,120963,66598,30836,74187,45,70625,3506,11,0,144295,3851646,3604691,16866,31443,198646,2511,273486,10030,14238,629026,400157,61320,52793,113869,887,3384018,441236,1189393,1752451,938,0,1450506,475953,118406
2005:Q1,10940720,8537015,619197,1686607,97901,10940720,8250881,2553408,593804,1959604,0,136431,10940720,123765,67005,32172,74452,44,70689,3708,11,0,145198,3962300,3707497,17811,33622,203370,2560,275177,9943,11888,621773,391788,62150,53341,113629,865,3407181,431193,1202425,1772681,882,0,1599467,481756,126083
2005:Q2,11337595,8848576,638215,1750631,100173,11337595,8543521,2651502,647580,2003922,0,142572,11337595,126021,67417,33509,74605,42,70995,3558,10,0,154240,4116878,3852400,18466,34257,211755,2627,278566,9922,11653,611723,383419,61396,54769,111301,838,3442350,420915,1227650,1792910,875,0,1778908,491055,138121
2005:Q3,11732847,9166670,654905,1808801,102471,11732847,8843773,2742726,694360,2048366,0,146348,11732847,127233,67834,34846,75566,39,72043,3476,8,0,169755,4257812,3980311,21624,36186,219691,2759,281061,9894,9579,599805,375050,61618,55489,106816,832,3484951,411338,1259638,1813140,835,0,1958194,505792,147766
2005:Q4,12112861,9448506,674332,1885255,104768,12112861,9108140,2859254,766386,2092868,0,145467,12112861,127030,68250,36182,76573,36,72937,3592,8,0,171450,4336872,4054851,20848,35081,226092,2837,285682,9813,11322,588803,366680,61428,54640,105251,804,3548483,405246,1309024,1833369,844,0,2161481,541364,146719
2006:Q1,12513783,9772781,683309,1952116,105577,12513783,9411676,2952496,788862,2163634,0,149611,12513783,124170,66171,35797,77014,34,73574,3400,6,0,164101,4460932,4172576,21519,35727,231110,2850,288795,15345,12105,593579,370772,63158,55233,103629,787,3627218,403170,1353425,1869325,1298,0,2328622,560591,156493
2006:Q2,12916224,10103493,692151,2014185,106395,12916224,9723177,3039518,805049,2234469,0,153529,12916224,119128,64068,35411,78736,32,75097,3603,4,0,171203,4603809,4300963,23165,38895,240786,2958,295971,20877,13254,598052,374863,63929,56674,101799,787,3691812,405435,1379282,1905282,1813,0,2490069,572036,158840
2006:Q3,13259388,10363695,702140,2086332,107221,13259388,9967583,3136928,831644,2305284,0,154877,13259388,112328,61942,35024,79639,31,75918,3686,4,0,179965,4681876,4371806,23306,38017,248747,3013,300721,26409,15435,601509,378954,64304,57774,99707,770,3768725,409478,1414902,1941238,3107,0,2641969,591633,159200
2006:Q4,13525546,10530769,717510,2169219,108048,13525546,10125565,3247931,871797,2376134,0,152050,13525546,107679,59817,34638,80279,29,76449,3797,4,0,189383,4732320,4415664,24925,39225,252506,3554,304147,31940,14428,607177,383045,65536,59897,97921,778,3841119,410021,1450721,1977194,3183,0,2788355,594372,136338
2007:Q1,13807659,10748888,736479,2213101,109191,13807659,10331005,3328630,875676,2452954,0,148024,13807659,103623,55269,36499,81093,27,77264,3787,15,0,200829,4758033,4435988,27669,39050,255326,3668,306932,32495,15841,611523,386372,66702,61451,96250,748,3956458,412959,1511409,2028688,3402,0,2916883,579815,148698
2007:Q2,14103997,10954663,749600,2289388,110346,14103997,10529097,3423676,893933,2529743,0,151224,14103997,99017,50671,38359,81899,26,77979,3888,6,0,194348,4847878,4513774,29990,40149,263965,4174,312955,33049,17517,619103,392690,68350,62902,94407,754,4077824,417019,1568608,2087518,4679,0,3024540,563172,139491
2007:Q3,14405535,11143952,774821,2375248,111514,14405535,10714497,3536619,930075,2606544,0,154419,14405535,95579,46022,40220,81880,25,78192,3660,3,0,205558,4943019,4594463,35219,41227,272110,4429,318070,33603,19311,629608,399420,71680,64859,92907,742,4252616,427254,1642072,2178672,4618,0,3043103,560390,132127
2007:Q4,14609641,11252301,810543,2434115,112682,14609641,10823278,3629635,946352,2683283,0,156728,14609641,92718,41374,42081,82362,24,78411,3700,227,0,206726,5018624,4658641,38993,40777,280213,4908,327058,34157,27118,643096,403577,79776,67423,91552,768,4464418,443461,1717342,2299072,4543,0,2970010,531857,123134
2008:Q1,14742894,11322920,824070,2477756,118148,14742894,10897073,3683987,953740,2730247,0,161834,14742894,90459,39453,41337,82873,22,78942,3690,219,0,204872,5084732,4715562,39853,41471,287846,5008,331911,32154,25599,660885,411838,88334,68964,90559,1190,4602238,461481,1761589,2374715,4453,0,2906595,525830,108948
2008:Q2,14773014,11295115,837273,2517012,123614,14773014,10885527,3726304,949216,2777088,0,161183,14773014,97402,37533,40596,85841,24,80358,3794,1665,0,202697,5075497,4694244,41047,41562,298644,5166,337519,30153,17114,673576,420992,91023,71742,89035,784,4760244,510217,1800317,2445403,4307,0,2814622,491585,103469
2008:Q3,14757263,11251849,847518,2528755,129141,14757263,10858715,3735892,912074,2823818,0,162656,14757263,105667,35591,39853,88869,38,79963,3336,5532,0,197590,5044449,4653827,41721,41866,307035,4828,342135,28151,15501,671148,407671,100312,74659,87812,694,4892653,576761,1809914,2501255,4723,0,2724048,468617,98163
2008:Q4,14690024,11150920,852935,2551469,134700,14690024,10784278,3742239,871877,2870362,0,163507,14690024,108311,33649,39109,95826,38,82517,3463,9808,0,188498,5014174,4615237,44163,42581,312193,5135,343803,26148,13181,705323,429493,111476,76503,87065,786,4961428,636612,1801735,2518408,4673,0,2631292,447886,76261
2009:Q1,14679121,11140432,853953,2547250,137486,14679121,10781597,3728100,856675,2871425,0,169424,14679121,113172,32638,38808,96731,41,83926,3770,8994,0,180864,5016573,4616213,44235,42652,313473,5166,339910,25536,12716,725942,436369,126946,77203,84753,671,5041969,679471,1808838,2549043,4617,0,2554112,440237,54747
2009:Q2,14633039,11096591,863784,2532360,140304,14633039,10748935,3709365,838801,2870564,0,174739,14633039,117783,31615,38506,102176,43,85025,3797,13311,0,195682,4965331,4564040,43106,42716,315469,5197,336365,24924,11964,713150,426710,130275,77978,77536,651,5170747,740255,1824658,2601265,4569,0,2440036,426841,52722
2009:Q3,14537136,11018738,866957,2508289,143152,14537136,10689123,3673164,803442,2869722,0,174849,14537136,122145,30581,38204,109945,44,86238,3864,19799,0,202867,4838354,4437829,40510,42836,317179,4949,333798,24312,11988,710460,424538,131879,79362,73949,732,5297548,826017,1835065,2631962,4504,0,2348312,415611,48062
2009:Q4,14445422,10961036,862855,2475531,146000,14445422,10638528,3631630,762492,2869138,0,175264,14445422,126639,29548,37902,108387,152,88364,4258,15613,0,206177,4768937,4371923,37808,42263,316943,4600,327408,23701,11273,707684,416543,138816,80329,71236,760,5376709,880270,1838919,2653034,4486,0,2273112,397357,45988
2010:Q1,14291633,10830332,859327,2453977,147997,14291633,10508114,3609760,744688,2865072,0,173759,14291633,129872,29162,38945,107077,295,89507,4113,13162,0,211375,4706734,4311143,37876,41555,316160,4417,322781,24394,11584,5104412,3001836,1953048,80105,68574,849,987799,932966,21380,30106,3347,0,2174733,386863,51485
2010:Q2,14174786,10762904,854317,2407548,150017,14174786,10440842,3561154,700130,2861024,0,172790,14174786,131568,28772,39986,108374,493,90585,4235,13061,0,205837,4643434,4253420,36209,36488,317317,4408,319364,25088,11787,5084409,2991734,1944224,80866,66580,1005,1054075,996802,23276,30170,3827,0,2100611,371051,46022
2010:Q3,14070385,10690713,858829,2368785,152058,14070385,10362728,3531148,674154,2856994,0,176509,14070385,133572,28378,41027,106564,4499,90733,3962,7370,0,215095,4609896,4220819,35311,36082,317684,4370,319796,25782,12079,5035802,2977037,1911897,81706,64092,1070,1103513,1046179,23992,29540,3802,0,2028487,361226,44798
2010:Q4,13892955,10523427,862970,2352458,154100,13892955,10190590,3526274,673336,2852938,0,176091,13892955,132037,27985,42070,106568,5277,91533,4076,5682,0,222460,4583049,4194921,35354,35813,316961,4272,319154,26476,11416,5020979,2989997,1885139,83496,61044,1303,1146814,1089761,24422,28872,3759,0,1961566,243542,44567
