1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q1,955582,28071,20546,7525,156333,18721,9480,51876,9580,4850,0,0,61826,65783,971,64812,0,0,107004,107004,0,0,0,0,0,27002,408,792,18908,6894,36867,36867,63362,63362,0,0,0,0,0,0,0,0,0,0,0,4267,4267,265459,238913,26546,4748,4682,66,0,0,0,0,0,158332,158332
1991:Q2,935247,28327,20717,7610,155050,18669,9149,51272,9403,4850,0,0,61707,66360,969,65391,0,0,94742,94742,0,0,0,0,0,28842,457,870,20459,7056,37562,37562,61121,61121,0,0,0,0,0,0,0,0,0,0,0,4724,4724,266945,240251,26695,3677,3608,69,0,0,0,0,0,151017,151017
1991:Q3,933298,28583,20888,7695,151641,19839,8933,50570,9801,4850,0,0,57648,67641,970,66671,0,0,83945,83945,0,0,0,0,0,29671,621,923,21084,7043,45059,45059,72634,72634,0,0,0,0,0,0,0,0,0,0,0,5496,5496,265605,239045,26561,3409,3272,137,0,0,0,0,0,142506,142506
1991:Q4,943116,28839,21059,7780,151182,20829,8741,49434,10011,4820,0,0,57347,67327,963,66364,0,0,79065,79065,0,0,0,0,0,31669,921,909,21781,8058,55066,55066,95461,95461,0,0,0,0,0,0,0,0,0,0,0,6792,6792,263800,237420,26380,3530,3395,135,0,0,0,0,0,125065,125065
1992:Q1,920013,29269,21457,7812,151214,21100,8698,49252,10050,4820,0,0,57294,67866,959,66907,0,0,76275,76274,0,0,1,0,0,31910,598,867,22454,7991,51227,51227,78454,78454,0,0,0,0,0,0,0,0,0,0,0,6333,6333,260589,234530,26059,3303,3170,133,0,0,0,0,0,131864,131864
1992:Q2,934236,29699,21855,7844,151054,21400,8635,48978,10000,4820,0,0,57221,68934,947,67987,0,0,76859,76855,0,0,4,0,0,32117,599,926,22541,8051,56332,56332,86900,86900,0,0,0,0,0,0,0,0,0,0,0,7670,7670,263023,236721,26302,2929,2764,165,0,0,0,0,0,127304,127304
1992:Q3,937895,30129,22253,7876,151174,21600,8626,48787,9950,4820,0,0,57391,70378,937,69441,0,0,80158,80098,11,0,49,0,0,31708,720,934,22618,7436,55840,55840,86849,86849,0,0,0,0,0,0,0,0,0,0,0,7684,7684,256724,231052,25672,4399,4163,236,0,0,0,0,0,132148,132148
1992:Q4,945225,30559,22651,7908,151198,21566,8659,48817,9870,4790,0,0,57496,72980,922,72058,0,0,79881,79828,46,0,7,0,0,31446,733,936,23104,6673,53474,53474,85548,85548,0,0,0,0,0,0,0,0,0,0,0,9739,9739,264909,238418,26491,3877,3857,20,0,0,0,0,0,129939,129939
1993:Q1,963263,31291,23209,8082,149876,21498,8665,48718,9750,4790,0,0,56455,73787,912,72875,0,0,84970,84886,45,0,39,0,0,31202,745,849,22958,6650,59775,59775,101060,101060,0,0,0,0,0,0,0,0,0,0,0,13981,13981,255029,229526,25503,3485,3442,43,0,0,0,0,0,129945,129945
1993:Q2,974206,32023,23767,8256,149129,21222,8718,48729,9613,4790,0,0,56057,74758,901,73857,0,0,92074,91766,124,0,184,0,0,31274,756,909,23210,6399,59048,59048,112525,112525,0,0,0,0,0,0,0,0,0,0,0,15844,15844,250894,225805,25089,3955,3871,84,0,0,0,0,0,125172,125172
1993:Q3,978514,32755,24325,8430,148015,20860,8775,48710,9438,4790,0,0,55442,76600,893,75707,0,0,98923,98566,208,0,149,0,0,31175,728,950,23510,5987,67376,67376,109658,109658,0,0,0,0,0,0,0,0,0,0,0,14715,14715,248006,223205,24801,3493,3304,189,0,0,0,0,0,121491,121491
1993:Q4,986369,33487,24883,8604,140740,17169,7081,46106,9158,4790,0,0,56436,78609,884,77725,0,0,103131,102651,234,0,246,0,0,32026,796,981,24468,5781,76123,76123,112311,112311,0,0,0,0,0,0,0,0,0,0,0,19459,19459,249047,224142,24905,2012,1761,251,0,0,0,0,0,114167,114167
1994:Q1,1009093,34549,25717,8832,134236,15198,8664,45369,9154,0,0,0,55851,80150,881,79269,0,0,100423,99910,258,0,255,0,0,33015,807,972,25312,5924,77033,77033,116793,116793,0,0,0,0,0,0,0,0,0,0,0,22826,22826,253565,228209,25357,1819,1765,54,0,0,0,0,0,130429,130429
1994:Q2,1018571,35611,26551,9060,133103,14631,8829,45556,9240,0,0,0,54847,82625,879,81746,0,0,108501,107941,299,0,261,0,0,32091,820,1063,24902,5306,76103,76103,115032,115032,0,0,0,0,0,0,0,0,0,0,0,22097,22097,259174,233257,25917,2293,2257,36,0,0,0,0,0,128049,128049
1994:Q3,1027840,36673,27385,9288,133720,15122,8856,45619,9683,0,0,0,54440,84528,880,83648,0,0,116186,115501,416,0,269,0,0,32762,896,1080,24955,5831,72568,72568,115420,115420,0,0,0,0,0,0,0,0,0,0,0,22247,22247,258560,232704,25856,2138,2123,15,0,0,0,0,0,128323,128323
1994:Q4,1062005,37735,28219,9516,142768,20387,10873,46499,9554,0,0,0,55455,86379,880,85499,0,0,125889,124840,457,0,592,0,0,32878,938,1104,25175,5661,75051,75051,115745,115745,0,0,0,0,0,0,0,0,0,0,0,23719,23719,274916,247424,27492,1942,1926,16,0,0,0,0,0,122101,122101
1995:Q1,1077017,39064,29296,9768,142653,20138,10980,46179,9663,0,0,0,55693,87931,893,87038,0,0,119995,119031,379,0,585,0,0,33455,917,1088,26031,5419,69850,69850,120958,120958,0,0,0,0,0,0,0,0,0,0,0,24738,24738,285122,256610,28512,2589,2573,16,0,0,0,0,0,126693,126693
1995:Q2,1088831,40393,30373,10020,142006,20583,11019,45149,9626,0,0,0,55629,89625,906,88719,0,0,120533,119565,346,0,622,0,0,33845,940,1206,26489,5210,68742,68742,123227,123227,0,0,0,0,0,0,0,0,0,0,0,26704,26704,291433,262290,29143,2312,2296,16,0,0,0,0,0,125681,125681
1995:Q3,1104970,41722,31450,10272,141801,20475,11024,45355,10215,0,0,0,54732,91958,919,91039,0,0,122110,121132,369,0,609,0,0,34604,891,1282,27576,4855,77352,77352,125513,125513,0,0,0,0,0,0,0,0,0,0,0,27961,27961,288967,260070,28897,2005,1989,16,0,0,0,0,0,127298,127298
1995:Q4,1163452,43051,32527,10524,129437,10719,9093,45078,9692,0,0,0,54855,96871,932,95939,8914,8914,132263,131377,374,0,512,0,0,33692,824,1314,28842,2712,78593,78593,145390,145390,0,0,0,0,17208,133,3064,10170,361,2553,927,29636,29636,301604,271444,30160,2356,2334,22,0,0,0,0,0,122111,122111
1996:Q1,1194600,44287,33108,11179,137529,19224,9103,44897,9825,0,0,0,54480,98725,937,97788,0,0,131373,129878,352,0,1143,0,0,34531,779,1321,30192,2239,89110,89110,155998,155998,0,0,0,0,18160,119,3072,10369,412,2895,1293,30218,30218,303542,273188,30354,1980,1827,153,0,0,0,0,0,126553,126553
1996:Q2,1216939,45523,33689,11834,137856,18447,9260,44833,10384,0,0,0,54932,99928,941,98987,0,0,144946,143437,296,0,1213,0,0,34421,773,1454,30362,1832,89851,89851,153219,153219,0,0,0,0,19112,104,3080,10568,464,3237,1659,35595,35595,305721,275149,30572,2069,1931,138,0,0,0,0,0,126630,126630
1996:Q3,1230297,46759,34270,12489,136747,19121,9508,43004,10637,0,0,0,54477,102883,946,101937,0,0,153291,151809,370,0,1112,0,0,34029,886,1505,29824,1814,86937,86937,152412,152412,0,0,0,0,20064,89,3088,10767,515,3578,2027,32968,32968,299021,269119,29902,2221,1957,264,0,0,0,0,0,139897,139897
1996:Q4,1277870,49247,36103,13144,132167,20042,8434,44624,4849,0,0,0,54218,101426,951,100475,0,0,161369,159327,442,0,1600,0,0,33976,853,1529,30047,1547,94411,94411,189937,189937,0,0,0,0,21016,1252,3096,10966,567,3920,1215,37710,37710,304692,274223,30469,2564,2313,251,0,0,0,0,0,126000,126000
1997:Q1,1284541,50503,36704,13799,136408,18132,9010,45184,10240,0,0,0,53842,102904,951,101953,0,0,156644,154457,399,0,1788,0,0,33770,821,1540,30160,1249,101354,101354,181262,181262,0,0,0,0,23800,1272,3375,11824,1058,4790,1481,33232,33232,308023,277221,30802,2161,1937,224,0,0,0,0,0,130675,130675
1997:Q2,1329968,51759,37305,14454,135026,18057,8999,44236,10016,0,0,0,53718,104628,951,103677,0,0,172367,170097,448,0,1822,0,0,34467,737,1653,30793,1284,110390,110390,199069,199069,0,0,0,0,26584,1292,3654,12682,1549,5660,1747,34182,34182,302104,271894,30210,2152,1938,214,0,0,0,0,0,132343,132343
1997:Q3,1374013,53015,37906,15109,139588,17653,9392,49109,10537,0,0,0,52897,105376,952,104424,0,0,181809,179452,490,0,1867,0,0,34665,785,1730,30925,1225,127447,127447,201954,201954,0,0,0,0,29368,1312,3933,13541,2040,6530,2012,31863,31863,307503,276753,30750,1886,1754,132,0,0,0,0,0,135779,135779
1997:Q4,1443559,54271,38507,15764,138216,17647,8817,49003,9989,0,0,0,52760,104640,952,103688,0,0,197788,195431,574,0,1783,0,0,32944,689,1604,29972,679,131172,131172,219822,219822,0,0,0,0,32152,1333,4212,14399,2531,7400,2277,62085,62085,304094,273685,30409,2538,2472,66,0,0,0,0,0,143261,143261
1998:Q1,1502773,55276,38594,16682,138612,18304,8729,49172,9974,0,0,0,52433,104837,949,103888,0,0,205890,203409,696,0,1785,0,0,34138,674,1775,30939,750,140059,140059,245286,245286,0,0,0,0,33551,1345,4607,14965,2923,7255,2456,67656,67656,309089,278180,30909,2716,2715,1,0,0,0,0,0,148824,148824
1998:Q2,1553486,56281,38681,17600,139336,17365,8717,50726,10082,0,0,0,52446,105786,945,104841,0,0,225086,222697,757,0,1632,0,0,33689,639,1777,30723,550,151513,151513,259920,259920,0,0,0,0,35797,1357,5241,15874,3553,7023,2749,67539,67539,315670,284103,31567,2461,2460,1,0,0,0,0,0,146196,146196
1998:Q3,1615844,57286,38768,18518,137865,17479,9250,48807,10346,0,0,0,51983,106287,942,105345,0,0,245658,242602,1019,0,2037,0,0,35171,623,1971,32029,548,149053,149053,299141,299141,0,0,0,0,37241,1369,5648,16459,3958,6874,2933,71542,71542,313499,282149,31350,2473,2472,1,0,0,0,0,0,146484,146484
1998:Q4,1691675,58291,38855,19436,135934,17255,8518,48144,10117,0,0,0,51900,104743,938,103805,0,0,288189,284587,1127,0,2475,0,0,36011,590,2015,32906,500,152761,152761,292339,292339,0,0,0,0,38737,1381,6071,17064,4378,6719,3124,85905,85905,340919,306827,34092,4268,4252,16,0,0,0,0,0,142266,142266
1999:Q1,1737144,60412,40112,20300,135300,17255,8531,48131,10117,0,0,0,51266,100575,934,99641,0,0,298750,293953,1509,0,3288,0,0,35646,686,1983,32644,333,160646,160646,287661,287661,0,0,0,0,39999,1478,6110,17453,4806,6732,3420,86651,86651,354283,318855,35428,3742,3425,317,0,0,0,0,0,163247,163247
1999:Q2,1780641,62533,41369,21164,135431,16930,8472,48740,10199,0,0,0,51090,99873,930,98943,0,0,328519,322638,1848,0,4033,0,0,35640,648,2116,32828,48,183825,183825,288543,288543,0,0,0,0,43364,1576,6215,18489,5950,6766,4368,85844,85844,363143,326829,36314,4358,3935,423,0,0,0,0,0,140621,140621
1999:Q3,1840385,64654,42626,22028,136202,17320,9101,48288,10163,0,0,0,51330,100198,926,99272,0,0,365294,358445,2542,0,4307,0,0,36157,651,2195,33244,67,185837,185837,307264,307264,0,0,0,0,46048,1676,6299,19315,6862,6792,5104,83650,83650,370585,333527,37059,1659,1644,15,0,0,0,0,0,134925,134925
1999:Q4,1961988,66775,43883,22892,129095,17104,8203,48044,8488,0,0,0,47256,99977,922,99055,0,0,395745,389179,3366,0,3200,0,0,36597,712,2136,33679,70,227926,227926,349661,349661,0,0,0,0,48057,1775,6362,19934,7545,6812,5629,82590,82590,395088,355579,39509,2700,2686,14,0,0,0,0,0,119542,119542
2000:Q1,2139920,68713,44949,23764,129139,17595,7962,47723,8525,0,0,0,47334,99660,918,98742,0,0,404299,398651,2632,0,3016,0,0,36876,584,2063,34129,100,286471,286471,408173,408173,11375,0,5840,5535,53351,1803,6671,21182,9527,7419,6749,87640,87640,422737,380463,42274,1984,1969,15,0,0,0,0,0,120797,120797
2000:Q2,2165667,70651,46015,24636,128244,16864,8071,47290,8584,0,0,0,47435,100564,914,99650,0,0,436609,431004,2859,0,2746,0,0,37612,481,2239,34606,286,270234,270234,392297,392297,11375,0,4451,6924,58630,1831,6979,22426,11503,8024,7867,79701,79701,441876,397688,44188,4120,4106,14,0,0,0,0,0,124757,124757
2000:Q3,2171296,72589,47081,25508,127380,16018,8456,47203,8818,0,0,0,46885,102019,911,101108,0,0,429835,424040,3136,0,2659,0,0,38212,442,2370,35038,362,273873,273873,412046,412046,11375,0,6651,4724,62748,1859,7219,23397,13045,8496,8732,76609,76609,441898,397708,44190,1872,1776,96,0,0,0,0,0,112411,112411
2000:Q4,2227532,74527,48147,26380,126346,15894,8271,46641,8867,0,0,0,46673,102818,907,101911,0,0,437861,431987,3393,0,2481,0,0,39738,426,2489,36408,415,235134,235134,460738,460738,11375,0,6367,5008,66401,1900,7432,24258,14412,8915,9484,89836,89836,456178,410560,45618,1754,1692,62,0,0,0,0,0,117339,117339
2001:Q1,2185810,76106,49652,26454,124122,15546,8212,45248,8941,0,0,0,46175,103811,897,102914,0,0,444849,439724,3241,0,1884,0,0,39804,419,2515,36444,426,195785,195785,448261,448261,12128,0,6679,5449,67321,2113,7630,22064,16748,9317,9449,92852,92852,455743,410169,45574,2830,2749,81,0,0,0,0,0,114750,114750
2001:Q2,2219839,77685,51157,26528,122655,14982,7042,45226,8971,0,0,0,46434,103949,888,103061,0,0,446041,440680,3453,0,1908,0,0,40924,388,2762,37377,397,195977,195977,454086,454086,12626,0,8233,4393,68431,2369,7868,19416,19567,9803,9408,91900,91900,477377,429639,47738,2757,2700,57,0,0,0,0,0,118873,118873
2001:Q3,2380749,79264,52662,26602,122410,14771,9901,42878,8892,0,0,0,45968,105294,879,104415,0,0,455395,448790,3832,0,2773,0,0,41166,380,2889,37485,412,258064,258064,545609,545609,11829,0,12808,-979,69028,2507,7996,17992,21082,10064,9387,102353,102353,445526,400973,44553,2736,2582,154,0,0,0,0,0,137226,137226
2001:Q4,2261075,80843,54167,26676,118557,14667,7010,42387,8967,0,0,0,45526,105010,869,104141,0,0,463297,455246,4932,0,3119,0,0,42560,366,3099,38660,435,196359,196359,502146,502146,14718,0,9979,4739,69463,2607,8090,16953,22188,10254,9371,105556,105556,440219,396197,44022,2045,1950,95,0,0,0,0,0,115707,115707
2002:Q1,2233824,85293,57246,28047,118274,14348,6911,42839,9237,0,0,0,44939,105265,856,104409,0,0,455508,446262,5530,0,3716,0,0,42771,349,3135,38874,413,191989,191989,487428,487428,14868,0,628,14240,71248,2639,8321,17058,24118,9979,9133,109930,109930,435101,391591,43510,2183,2098,85,0,0,0,0,0,109469,109469
2002:Q2,2204524,89743,60325,29418,118928,14389,7882,42765,9322,0,0,0,44570,105201,842,104359,0,0,459445,449390,6030,0,4025,0,0,43684,260,3406,39798,220,170555,170555,451834,451834,15759,0,4078,11681,73403,2678,8600,17185,26448,9646,8846,108606,108606,440427,396384,44043,2186,2116,70,0,0,0,0,0,119922,119922
2002:Q3,2203356,94193,63404,30789,118778,14216,8105,42833,9495,0,0,0,44129,105661,828,104833,0,0,470969,459636,6815,0,4518,0,0,43628,254,3486,39649,239,149624,149624,446064,446064,15725,0,7621,8104,74876,2705,8790,17272,28041,9419,8649,107725,107725,435430,391887,43543,2224,2149,75,0,0,0,0,0,133701,133701
2002:Q4,2214412,98643,66483,32160,118089,13762,7991,43148,9598,0,0,0,43590,105992,815,105177,0,0,470482,458434,6906,0,5142,0,0,44231,448,3629,40154,0,148201,148201,441850,441850,18989,0,6672,12317,78151,2764,9214,17465,31582,8913,8213,112384,112384,444043,399639,44404,2969,2887,82,0,0,0,0,0,125834,125834
2003:Q1,2292838,100630,68245,32385,118104,13586,8104,43580,9650,0,0,0,43184,105496,800,104696,49520,49520,476335,462486,7599,0,6250,0,0,43545,415,3543,39587,0,159526,159526,454114,454114,18975,0,6911,12064,79332,2840,9342,17215,32985,8943,8007,123240,123240,441554,397399,44155,2707,2520,187,0,0,0,0,0,114959,114959
2003:Q2,2449785,102617,70007,32610,117623,13606,8495,43405,9623,0,0,0,42494,105749,786,104963,0,0,486026,471410,7997,0,6619,0,0,43169,378,3760,39031,0,248456,248456,553576,553576,19129,0,-770,19899,80483,2914,9466,16972,34352,8973,7806,113222,113222,442347,398112,44235,6760,2550,4210,0,0,0,0,0,126080,126080
2003:Q3,2404187,104604,71769,32835,116592,13482,8495,43179,9709,0,0,0,41727,105215,771,104444,0,0,490275,474042,8828,0,7405,0,0,42822,372,3899,38551,0,227610,227610,539686,539686,19188,0,9156,10032,81599,2986,9587,16737,35678,9001,7610,109239,109239,430996,387896,43100,6943,2691,4252,0,0,0,0,0,125151,125151
2003:Q4,2369683,106591,73531,33060,116481,13124,8813,43089,9676,0,0,0,41779,105250,757,104493,0,0,501682,484579,9073,0,8030,0,0,44168,346,3982,39840,0,182500,182500,521075,521075,18074,0,8460,9614,83411,3103,9783,16355,37831,9048,7291,111404,111404,441742,397568,44174,7953,3437,4516,0,0,0,0,0,124987,124987
2004:Q1,2453909,108713,75848,32865,117805,12949,9088,45275,9745,0,0,0,40748,105186,744,104442,0,0,516628,500284,8405,0,7939,0,0,44620,348,3873,40399,0,200782,200782,558740,558740,18052,0,10832,7220,89289,3540,10075,17840,40744,9849,7241,109691,109691,458788,412909,45879,8195,3704,4491,0,0,0,0,0,113556,113556
2004:Q2,2543851,110835,78165,32670,115945,12712,8728,44428,9804,0,0,0,40273,105635,731,104904,0,0,558066,539827,9624,0,8615,0,0,43427,208,4100,39119,0,216509,216509,582764,582764,17270,0,8273,8997,100555,4379,10633,20688,46328,11385,7142,108192,108192,453349,408014,45335,7484,3009,4475,0,0,0,0,0,119412,119412
2004:Q3,2523648,112957,80482,32475,114777,12502,8988,44452,9859,0,0,0,38976,106435,718,105717,0,0,554265,535771,9855,0,8639,0,0,43118,68,4382,38668,0,209852,209852,570750,570750,16837,0,10417,6420,110388,5111,11120,23173,51201,12726,7057,113437,113437,437235,393512,43724,7895,3140,4755,0,0,0,0,0,121717,121717
2004:Q4,2695844,115079,82799,32280,113640,12208,9141,44071,9994,0,0,0,38226,106822,705,106117,0,0,575816,553379,11374,0,11063,0,0,43574,0,4516,39058,0,264019,264019,635200,635200,16531,0,8153,8378,121475,5937,11669,25975,56696,14237,6961,111424,111424,451548,406393,45155,5466,5296,170,0,0,0,0,0,131240,131240
2005:Q1,2706514,114529,83059,31470,105957,12058,9466,39051,10073,0,0,0,35309,106432,695,105737,0,0,578567,557747,11758,661,8401,0,0,44640,0,4487,40153,0,266078,266078,622686,622686,16816,0,9903,6913,135680,6518,12569,28223,64751,15882,7737,110805,110805,447872,403085,44787,4252,4241,11,0,0,0,0,0,148178,148178
2005:Q2,2777881,113979,83319,30660,105309,11933,9764,39421,10187,0,0,0,34004,107142,685,106457,0,0,611878,589705,12544,663,8966,0,0,45879,0,4870,41009,0,263518,263518,632648,632648,16706,0,-123,16829,152768,7217,13651,30928,74440,17860,8672,102735,102735,455614,410053,45561,3585,3575,10,0,0,0,0,0,162022,162022
2005:Q3,2777634,113429,83579,29850,104572,11785,9836,40282,10428,0,0,0,32241,106848,676,106172,0,0,614476,592124,12619,672,9061,0,0,47736,0,5354,42382,0,258013,258013,626156,626156,16797,0,5439,11358,166531,7781,14523,33106,82244,19453,9424,99771,99771,450999,405899,45100,3865,3855,10,0,0,0,0,0,164119,164119
2005:Q4,2807637,112879,83839,29040,104587,11484,9958,40966,10620,0,0,0,31559,107591,666,106925,0,0,620167,595637,14656,690,9184,0,0,51632,0,5867,45765,0,232447,232447,623442,623442,18987,0,10075,8912,188102,8664,15890,36520,94475,21950,10603,93857,93857,479170,431253,47917,8215,8204,11,0,0,0,0,0,162541,162541
2006:Q1,2874399,117806,88786,29020,103900,11640,10209,42120,10694,0,0,0,29237,108287,658,107629,0,0,616867,591687,14597,695,9888,0,0,53280,0,6140,47140,0,249478,249478,651613,651613,18980,0,8973,10007,206997,8742,17097,38352,105915,25643,11248,96731,96731,482802,434522,48280,7774,7763,11,0,0,0,0,0,159146,159146
2006:Q2,2996742,122733,93733,29000,104260,11924,10412,43661,10922,0,0,0,27341,109826,650,109176,0,0,641491,614277,16308,688,10218,0,0,56091,0,6537,49554,0,243845,243845,692342,692342,18932,0,16744,2188,232333,8847,18716,40808,121253,30596,12113,98314,98314,497351,447616,49735,4519,4505,14,0,0,0,0,0,174004,174004
2006:Q3,3018130,127660,98680,28980,104046,12504,10455,44558,11067,0,0,0,25462,111176,642,110534,0,0,643680,615380,16796,669,10835,0,0,58097,0,6830,51267,0,254532,254532,701010,701010,18985,0,15612,3373,251505,8927,19941,42666,132860,34344,12767,92885,92885,490420,441378,49042,4608,4597,11,0,0,0,0,0,158862,158862
2006:Q4,3127869,132587,103627,28960,105265,12912,11150,45698,11215,0,0,0,24290,110919,634,110285,0,0,641386,609928,18885,631,11942,0,0,63539,0,7552,55987,0,292099,292099,700594,700594,21762,0,11661,10101,289204,9084,22351,46321,155683,41713,14052,97672,97672,498043,448239,49804,5573,5559,14,0,0,0,0,0,168780,168780
2007:Q1,3199017,134941,105292,29649,105695,12924,11188,46581,11427,0,0,0,23575,111554,625,110929,0,0,624424,594367,16249,625,13183,0,0,65732,0,7900,57832,0,278962,278962,741761,741761,22167,0,11491,10676,338598,11628,25228,57148,183470,45053,16071,92110,92110,505429,454886,50543,3914,3903,11,0,0,0,0,0,173410,173410
2007:Q2,3418544,137295,106957,30338,105849,12872,11198,47158,11603,0,0,0,23018,112733,617,112116,0,0,641952,606093,18897,627,16335,0,0,66616,0,8096,58520,0,334032,334032,805523,805523,22215,0,18176,4039,391121,14334,28288,68660,213017,48604,18218,93703,93703,509268,458341,50927,4133,4119,14,0,0,0,0,0,193712,193712
2007:Q3,3656086,139649,108622,31027,104836,12687,11002,47074,11756,0,0,0,22317,114289,608,113681,0,0,821754,769638,28373,1379,22364,0,0,70211,0,8636,61575,0,296520,296520,805014,805014,21934,0,17583,4351,423553,16005,30177,75769,231261,50797,19544,97626,97626,507904,457114,50790,4572,4558,14,0,0,0,0,0,247947,247947
2007:Q4,3924836,142003,110287,31716,103086,12506,10905,46802,11881,0,0,0,20992,114533,600,113933,0,0,867142,807810,32300,1366,25666,0,0,75483,0,9397,66086,0,325534,325534,917013,917013,31786,0,15068,16718,453754,17561,31936,82389,248251,52839,20778,93698,93698,522957,470661,52296,6276,6266,10,0,0,0,0,0,271078,271078
2008:Q1,4146564,141673,110060,31613,102805,12325,11035,46810,11991,0,0,0,20644,115721,591,115130,0,0,895835,837369,28500,1395,28571,0,0,81277,0,7158,74119,0,365327,365327,1042765,1042765,32563,0,19758,12805,482081,20681,35610,85568,261944,53629,24649,88620,88620,541997,487797,54200,5881,5867,14,0,0,0,0,0,249671,249671
2008:Q2,4098496,141343,109833,31510,103764,12964,11165,47248,12195,0,0,0,20192,116821,583,116238,0,0,906478,839710,35400,1500,29868,0,0,87127,0,7641,79486,0,291465,291465,1019312,1019312,31924,0,20686,11238,505223,23230,38611,88165,273131,54274,27812,84288,84288,563927,507534,56393,7045,7035,10,0,0,0,0,0,239468,239468
2008:Q3,4338619,141013,109606,31407,104184,12853,10873,48167,12470,0,0,0,19821,117921,574,117347,0,0,1003427,919236,43500,2201,38490,0,0,79785,0,5794,73991,0,402323,402323,1018679,1018679,38459,0,7061,31398,560394,29307,45767,94356,299800,55813,35351,80216,80216,557003,501303,55700,6359,6348,11,0,0,0,0,0,228856,228856
2008:Q4,3740949,140683,109379,31304,109290,12808,15303,48874,12716,0,0,0,19589,120441,566,119875,0,0,900464,807837,40600,2736,49291,0,0,80252,0,5667,74585,0,164838,164838,737433,737433,70605,0,44723,25882,564282,29735,46271,94792,301679,55921,35884,78122,78122,539882,485894,53988,8241,8230,11,0,0,0,0,0,226416,226416
2009:Q1,3446171,139800,108658,31142,124028,12765,28029,49912,12866,0,1172,100,19184,120827,557,120270,0,0,792936,710756,30300,2233,49647,0,0,80032,0,5911,74121,0,134275,134275,664063,664063,63242,0,27278,35964,534319,27381,40321,95377,289463,50246,31531,70523,70523,516685,465017,51669,16681,16213,468,0,0,0,0,0,188760,188760
2009:Q2,3378525,138917,107937,30980,148116,12691,50603,50799,13060,0,1370,100,19493,121338,549,120789,0,0,720547,642150,28500,2275,47622,0,0,80293,0,5648,74645,0,147666,147666,675773,675773,68854,0,22296,46558,511260,25570,35742,95826,280062,45879,28181,63481,63481,493012,443711,49301,15910,15447,463,0,0,0,0,0,193358,193358
2009:Q3,3328125,138034,107216,30818,171880,12571,75005,51436,13241,0,0,100,19527,120481,540,119941,0,0,658669,583462,28300,1956,44951,0,0,78118,0,4949,73169,0,173767,173767,702803,702803,65282,0,24718,40564,493172,24149,32150,96179,272688,42453,25553,53338,53338,474268,426841,47427,16194,15661,533,0,0,0,0,0,182119,182119
2009:Q4,3187937,137151,106495,30656,175614,12619,74864,52467,13536,0,0,1988,20140,121144,532,120612,0,0,615900,541743,26500,2186,45471,0,0,80028,0,5233,74795,0,202985,202985,701730,701730,49609,0,27492,22117,403429,26786,20394,75399,197819,60106,22925,54398,54398,448885,403997,44889,14604,14196,408,0,0,0,0,0,182460,182460
2010:Q1,3126322,136574,105559,31015,216508,40508,73461,56256,20733,0,0,4660,20890,121758,522,121236,0,0,556786,485764,25400,522,45006,94,0,77717,0,5236,72481,0,196375,196375,701075,701075,48466,0,20264,28202,383258,25686,18853,73685,191876,52139,21019,37711,37711,447526,402773,44753,16998,15721,1277,0,0,0,0,0,185570,185570
2010:Q2,3086219,135997,104623,31374,214540,39667,69627,55975,20644,0,0,7848,20779,122460,513,121947,0,0,522625,452050,25000,1221,43774,580,0,76517,0,4764,71753,0,216997,216997,703728,703728,50742,0,22782,27960,371155,25875,18198,74339,181824,50140,20779,37243,37243,439207,395286,43921,18406,17200,1206,0,0,0,0,0,176602,176602
2010:Q3,3067092,135420,103687,31733,215416,39879,70338,54998,21011,0,0,8324,20866,123606,503,123103,0,0,479720,409182,25200,1268,43540,530,0,81885,0,5680,76205,0,233671,233671,716636,716636,49735,0,18393,31342,363086,26372,17739,75878,173646,48677,20774,40612,40612,445748,401173,44575,18484,17317,1167,0,0,0,0,0,163073,163073
2010:Q4,2986100,134843,102751,32092,217703,39787,69648,56370,21796,0,0,9178,20924,124562,493,124069,0,0,463986,392788,26105,773,43415,905,0,87277,0,6770,80507,0,278175,278175,725246,725246,45858,0,19750,26108,350163,26173,16735,74567,163844,47405,21439,3964,3964,372731,335458,37273,19320,18118,1202,0,0,0,0,0,162272,162272
