1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q3,1652039,1493354,53319,173683,-1587,-66730,1642425,-481,771571,670578,3496,47709,149552,9614,56349,56327,22,1437005,715244,670556,3496,47709,-481,0,-481,-607,126,89685,490052,400367,134236,1090430,956194,18463,9901,8562,72885,41058,31827,16979,7794,9185,149552,7280,110298,32367,1587,66730,103018,9614
2012:Q4,1565972,1544086,-28582,118013,-1522,-66023,1567217,-416,848271,638786,3230,53799,23547,-1245,71068,71036,32,1473018,777235,638754,3230,53799,-416,0,-416,-486,70,16993,409880,392887,84147,1047685,963538,20265,10932,9333,72391,38019,34372,15063,6455,8608,23547,-2663,97651,31351,1522,66023,100314,-1245
2013:Q1,1988423,1840379,33483,180795,-1273,-64961,1951532,-582,1027769,741314,3304,67992,111735,36891,59633,59609,24,1780746,968160,741290,3304,67992,-582,0,-582,-591,9,70063,421359,351296,123340,1060757,937417,19903,11437,8466,77496,41667,35829,15731,6692,9039,111735,10414,129783,26658,1273,64961,119369,36891
2013:Q2,2474495,2063235,56776,399944,-1717,-43743,2456989,-594,1029638,959624,3272,70701,394348,17506,60217,60191,26,2003018,969447,959598,3272,70701,-594,0,-594,-714,120,125359,431756,306397,357779,1257808,900029,20124,12044,8080,81784,43377,38407,13118,5671,7447,394348,-18239,94401,31435,1717,43743,112640,17506
2013:Q3,2611542,2261114,89888,313478,-1731,-51207,2608156,-389,1234597,963545,2993,59979,347431,3386,62196,62169,27,2198918,1172428,963518,2993,59979,-389,0,-389,-566,177,156297,442238,285941,278410,1153480,875070,18239,11231,7008,87286,45975,41311,18249,7566,10683,347431,-16380,102957,46633,1731,51207,119337,3386
2013:Q4,2604868,2277508,90479,289004,-1400,-50723,2568821,-888,1265318,948073,3055,61062,292201,36047,73614,73587,27,2203894,1191731,948046,3055,61062,-888,0,-888,-962,74,144725,456513,311788,242218,1191252,949034,19918,11389,8529,90339,44420,45919,15515,6373,9142,292201,-3922,112933,24763,1400,50723,116855,36047
2014:Q1,2867575,2492771,93202,329261,-1261,-46398,2830478,-511,1338087,1071054,3949,79681,338218,37097,64779,64754,25,2427992,1273333,1071029,3949,79681,-511,0,-511,-546,35,154088,445935,291847,278590,1211410,932820,20466,12454,8012,92036,46018,46018,18042,6779,11263,338218,-8682,115217,30461,1261,46398,123899,37097
2014:Q2,2887905,2501168,104100,335543,-1224,-51682,2867350,-360,1367014,1068657,4368,61129,366542,20555,64929,64874,55,2436239,1302140,1068602,4368,61129,-360,0,-360,-524,164,174015,441832,267817,295836,1240702,944866,21464,13107,8357,98385,51468,46917,16540,6180,10360,366542,-11160,109255,35794,1224,51682,120415,20555
2014:Q3,2889644,2550106,174187,216980,-1079,-50550,2927658,-588,1408087,1087807,3891,50321,378140,-38014,64697,64666,31,2485409,1343421,1087776,3891,50321,-588,0,-588,-915,327,235719,506290,270571,238970,1211067,972097,21260,12869,8391,89226,40894,48332,13937,4823,9114,378140,-12004,42814,29199,1079,50550,54818,-38014
2014:Q4,2627831,2428476,159384,92394,-1129,-51294,2685707,-410,1478297,888822,3974,57383,257641,-57876,75667,75618,49,2352809,1402679,888773,3974,57383,-410,0,-410,-555,145,238220,485697,247477,117765,1067477,949712,21350,12120,9230,89740,39529,50211,12746,4100,8646,257641,-30877,22187,27640,1129,51294,53064,-57876
2015:Q1,2703226,2491258,181121,77300,-1137,-45316,2752177,-699,1538006,872328,4365,76559,261618,-48951,67820,67811,9,2423438,1470195,872319,4365,76559,-699,0,-699,-748,49,263954,490409,226455,98220,1028463,930243,20266,12321,7945,91237,39489,51748,10947,3662,7285,261618,-33986,20688,23186,1137,45316,54674,-48951
2015:Q2,2486729,2299989,95975,142121,-1088,-50268,2544922,-246,1345455,886717,4893,62924,245179,-58193,68275,68267,8,2231714,1277188,886709,4893,62924,-246,0,-246,-412,166,178226,437064,258838,167517,1028472,860955,18731,9859,8872,91214,39076,52138,9381,3159,6222,245179,-36229,17217,24054,1088,50268,53446,-58193
2015:Q3,2435667,2249617,66363,169596,-1080,-48829,2491434,165,1313495,871157,4154,60811,241652,-55767,67611,67603,8,2182006,1245892,871149,4154,60811,165,0,165,-87,252,141325,408029,266704,194930,1023241,828311,17798,9247,8551,92084,40571,51513,15279,6595,8684,241652,-31904,16424,22282,1080,48829,48328,-55767
2015:Q4,2179429,2039402,119151,67684,-1119,-45689,2237484,79,1279063,690357,3787,66195,198003,-58055,74168,74160,8,1965234,1204903,690349,3787,66195,79,0,79,-36,115,200736,458880,258144,94096,936723,842627,18656,9571,9085,90958,41184,49774,12785,4868,7917,198003,-35777,11764,23011,1119,45689,47541,-58055
2016:Q1,2301479,2192288,87899,67220,-1128,-44800,2360332,-1120,1355865,749246,4426,82751,169164,-58853,69796,69788,8,2122492,1286077,749238,4426,82751,-1120,0,-1120,-1178,58,170828,426495,255667,80854,897618,816764,19730,10053,9677,82710,36004,46706,19922,7805,12117,169164,-43557,9423,22348,1128,44800,52980,-58853
2016:Q2,2256851,2107337,91447,108464,-1101,-49296,2323733,-1087,1266333,766324,4582,70098,217483,-66882,73267,73259,8,2034070,1193074,766316,4582,70098,-1087,0,-1087,-1287,200,180656,439971,259315,124218,953972,829754,25352,11784,13568,78144,33123,45021,16105,6623,9482,217483,-49838,5734,22219,1101,49296,55572,-66882
2016:Q3,2082303,1984587,106100,36772,-1006,-44150,2138286,-537,1295903,602305,6011,80368,154236,-55983,65065,65058,7,1919522,1230845,602298,6011,80368,-537,0,-537,-735,198,185595,434043,248448,49716,881205,831489,24333,13304,11029,74929,31916,43013,18187,7809,10378,154236,-41547,14483,25310,1006,44150,56030,-55983
2016:Q4,1827995,1830172,30110,15366,-1155,-46498,1883431,-741,1190550,567804,4643,67175,54000,-55436,75970,75963,7,1754202,1114587,567797,4643,67175,-741,0,-741,-804,63,101212,347636,246424,35343,901548,866205,27541,12370,15171,74197,31784,42413,19183,8590,10593,54000,-34797,19107,26890,1155,46498,53904,-55436
2017:Q1,2315473,2219511,81408,54388,-1136,-38698,2325907,-558,1393327,728901,5431,91852,106954,-10434,70172,70165,7,2149339,1323162,728894,5431,91852,-558,0,-558,-567,9,109500,343586,234086,75276,950935,875659,26456,13617,12839,73312,28476,44836,21946,10400,11546,106954,4159,63803,34403,1136,38698,59644,-10434
2017:Q2,2120104,2050172,77881,35961,-1054,-42856,2141202,-494,1264282,704636,6477,74777,91524,-21098,70757,70751,6,1979415,1193531,704630,6477,74777,-494,0,-494,-636,142,113372,391634,278262,57220,940179,882959,27546,13305,14241,70623,27385,43238,19101,9021,10080,91524,-3328,55833,33021,1054,42856,59161,-21098
2017:Q3,2241499,2138924,56713,88835,-1519,-41454,2265203,-547,1276340,782470,7692,72422,126826,-23704,68531,68525,6,2070393,1207815,782464,7692,72422,-547,0,-547,-743,196,93816,375171,281355,113843,988309,874466,28084,13557,14527,72132,27334,44798,19383,8866,10517,126826,-4531,49733,30464,1519,41454,54264,-23704
2017:Q4,2164958,2026179,52592,129625,-1029,-42409,2183348,-786,1239068,710069,7778,69264,157955,-18390,77174,77168,6,1949005,1161900,710063,7778,69264,-786,0,-786,-920,134,84117,384897,300780,158726,1016684,857958,28023,14437,13586,75160,28851,46309,18295,9427,8868,157955,3122,54049,29001,1029,42409,50927,-18390
2018:Q1,2293961,2175280,-29751,184106,-1128,-34546,2304013,-683,1296231,777018,9413,92618,129416,-10052,68215,68209,6,2107065,1228022,777012,9413,92618,-683,0,-683,-700,17,-513,321156,321669,212850,1026604,813754,29067,16648,12419,73926,27686,46240,20072,9593,10479,129416,6186,55900,30278,1128,34546,49714,-10052
2018:Q2,2115339,1957269,27328,170835,-1339,-38754,2136216,-304,1142213,731853,10758,72445,179251,-20877,70350,70344,6,1886919,1071869,731847,10758,72445,-304,0,-304,-543,239,57668,330381,272713,198355,944339,745984,25569,14717,10852,70070,25589,44481,18867,9002,9865,179251,1268,48095,28879,1339,38754,46827,-20877
2018:Q3,1961531,1837534,294,163642,-1381,-38558,1989233,-698,1106810,659528,6805,64391,152397,-27702,68041,68035,6,1769493,1038775,659522,6805,64391,-698,0,-698,-969,271,41333,322816,281483,193173,924578,731405,27701,15678,12023,71227,28208,43019,16819,8541,8278,152397,-4996,42482,30245,1381,38558,47478,-27702
2018:Q4,1810922,1637998,21533,191142,-1344,-38407,1844129,-709,970465,598623,6042,62868,206840,-33207,82044,82038,6,1555954,888427,598617,6042,62868,-709,0,-709,-770,61,65904,347143,281239,225724,982119,756395,30280,17839,12441,72024,28908,43116,17516,9202,8314,206840,-6117,33344,26800,1344,38407,39461,-33207
2019:Q1,1746471,1650660,-18468,148729,-1292,-33158,1772217,-778,968437,577335,6581,98307,122335,-25746,69871,69865,6,1580789,898572,577329,6581,98307,-778,0,-778,-789,11,21218,351419,330201,176773,958240,781467,28497,17749,10748,66986,26451,40535,19827,9728,10099,122335,-4436,36689,27985,1292,33158,41125,-25746
2019:Q2,1548090,1492940,14484,79508,-1437,-37405,1588122,-706,878207,523818,5051,85864,95888,-40032,71488,71482,6,1421452,806725,523812,5051,85864,-706,0,-706,-821,115,57933,370547,312614,111772,904340,792568,26784,15420,11364,66967,26176,40791,19934,9888,10046,95888,-11035,26651,27841,1437,37405,37686,-40032
2019:Q3,1560420,1497574,-7619,112927,-1493,-40969,1606608,-637,908483,505664,7278,76149,109671,-46188,70319,70313,6,1427255,838170,505658,7278,76149,-637,0,-637,-744,107,33398,349572,316174,148233,933330,785097,28172,17133,11039,66911,27156,39755,23123,12699,10424,109671,-8790,23596,27322,1493,40969,32386,-46188
2019:Q4,1711936,1632273,7724,112628,-1633,-39056,1755238,-601,990756,554130,4386,83001,123566,-43302,83424,83418,6,1548849,907338,554124,4386,83001,-601,0,-601,-643,42,47585,369828,322243,151218,982127,830909,26829,15212,11617,69724,28908,40816,21316,11831,9485,123566,-6971,23806,26419,1633,39056,30777,-43302
2020:Q1,3063441,2573309,67434,468006,-1972,-43336,3122672,75979,1575485,873849,8007,115968,473384,-59231,99027,99021,6,2474282,1476464,873843,8007,115968,75979,0,75979,-654,76633,49565,413672,364107,500067,1311627,811560,29034,19015,10019,68696,29906,38790,21482,11537,9945,473384,-20726,13684,27607,1972,43336,34410,-59231
2020:Q2,3210889,2878987,127798,243484,-2004,-37376,3249406,82733,2059024,644643,13350,161970,287686,-38517,91952,91946,6,2787035,1967078,644637,13350,161970,82232,501,82733,-730,83463,81663,421643,339980,263330,1112529,849199,27113,19719,7394,56377,24038,32339,26183,15346,10837,287686,-7686,26452,25088,2004,37877,34138,-38517
2020:Q3,3080784,2833276,93758,193529,-1542,-38237,3120377,65300,2008026,649586,15984,159680,221801,-39593,90030,90023,7,2743246,1918003,649579,15984,159680,64798,502,65300,-1329,66629,51491,421581,370090,215866,1032331,816465,30292,20573,9719,46214,17681,28533,30950,18422,12528,221801,-2699,26921,26233,1542,38739,29620,-39593
2020:Q4,3258213,3094131,11919,188733,-1358,-35212,3291017,44007,2288948,602456,14679,188048,152879,-32804,99199,99193,6,2994932,2189755,602450,14679,188048,43611,396,44007,-567,44574,-5088,414411,419499,207793,1019394,811601,33653,23015,10638,44596,17629,26967,28423,17387,11036,152879,-3347,27774,23612,1358,35608,31121,-32804
2021:Q1,3829133,3770215,-98076,187294,-1380,-28920,3849198,40318,2700036,811043,14500,244636,38665,-20065,97513,97507,6,3672702,2602529,811037,14500,244636,40091,227,40318,-1050,41368,-113581,378107,491688,206815,1036468,829653,41042,27405,13637,42740,17897,24843,29213,17744,11469,38665,2972,38414,27952,1380,29147,35442,-20065
2021:Q2,3654684,3603936,-62959,148298,-1406,-33185,3677285,40758,2566806,799133,23184,214813,32591,-22601,92306,92300,6,3511630,2474506,799127,23184,214813,40593,165,40758,-1062,41820,-76475,382383,458858,169355,986232,816877,39824,28162,11662,49291,21364,27927,28826,18062,10764,32591,4387,37473,25318,1406,33350,33086,-22601
2021:Q3,4125982,3948432,-91553,306400,-1413,-35884,4145040,15950,2747431,966760,22383,211858,180658,-19058,89187,89181,6,3859245,2658250,966754,22383,211858,15846,104,15950,-699,16649,-75983,397117,473100,317961,1080512,762551,35547,27115,8432,50882,22660,28222,25109,14723,10386,180658,3636,40464,22121,1413,35988,36828,-19058
2021:Q4,3922971,3734498,-40066,267067,-1347,-37181,3944989,12685,2668501,830299,21853,213845,197806,-22018,90221,90151,70,3644277,2578350,830229,21853,213845,12647,38,12685,-583,13268,-17202,446734,463936,286392,1070664,784272,38666,27054,11612,52140,23285,28855,19422,9014,10408,197806,5814,39065,22517,1347,37219,33251,-22018
