date,Total Nonfinancial,Households and Nonprofits,Nonfinancial Business,Federal Government,State and Local Governments,GDP,Total Nonfinancial Debt Growth,Households and Nonprofits Debt Growth,Nonfinancial Business Debt Growth,Federal Government Debt Growth,State and Local Governments Debt Growth,Nonfinancial Corporate Business,Nonfinancial Noncorporate Business,Noncorporate Business; Nonmortgage Depository Loans,Noncorporate Business; Mortgages,Noncorporate Business; Other,Corporate Business; Corporate Bonds,Corporate Business; Nonmortgage Depository Loans,Corporate Business; Mortgages,Corporate Business; Commercial Paper,Corporate Business; Other,Total Nonfinancial; Ratio to GDP,Households and Nonprofits; Ratio to GDP,Nonfinancial Business; Ratio to GDP,Federal Government; Ratio to GDP,State and Local Governments; Ratio to GDP,Nonfinancial Corporate Business; Ratio to GDP,Nonfinancial Noncorporate Business; Ratio to GDP,Noncorporate Nonmortgage Depository Loans; Ratio to GDP,Noncorporate Mortgages; Ratio to GDP,Noncorporate Other Nonfinancial Debt; Ratio to GDP,Corporate Bonds; Ratio to GDP,Corporate Nonmortgage Depository Loans; Ratio to GDP,Corporate Mortgages; Ratio to GDP,Corporate Commercial Paper; Ratio to GDP,Corporate Other; Ratio to GDP,Households and Nonprofits; Share of Total Nonfinancial Debt,Nonfinancial Business; Share of Total Nonfinancial Debt,Federal Governments; Share of Total Nonfinancial Debt,State and Local Governments; Share of Total Nonfinancial Debt,Nonfinancial Corporate Business; Share of Total Nonfinancial Business Debt,Nonfinancial Noncorporate Business; Share of Total Nonfinancial Business Debt,Noncorporate Nonmortgage Depository Loans; Share of Nonfinancial Noncorporate Business Debt,Noncorporate Mortgages; Share of Nonfinancial Noncorporate Business Debt,Noncorporate Other; Share of Nonfinancial Noncorporate Business Debt,Corporate Bonds; Share of Nonfinancial Corporate Business Debt,Corporate Nonmortgage Depository Loans; Share of Nonfinancial Corporate Business Debt,Corporate Mortgages; Share of Nonfinancial Corporate Business Debt,Corporate Commercial Paper; Share of Nonfinancial Corporate Business Debt,Corporate Other; Share of Nonfinancial Corporate Business Debt
2006:Q1,29249977,12510941,8390176,5690834,2658025,13599160,9.309,11.537,10.146,7.596,0.174,5360010,3030166,700021,2163634,166511,2672344,614702,795794,84380,1192790,2.151,0.92,0.617,0.418,0.195,0.394,0.223,0.051,0.159,0.012,0.197,0.045,0.059,0.006,0.088,0.428,0.287,0.195,0.091,0.639,0.361,0.231,0.714,0.055,0.499,0.115,0.148,0.016,0.223
2005:Q4,28538700,12116452,8180601,5584775,2656872,13324204,8.468,9.894,9.471,6.012,4.143,5253518,2927083,670528,2092868,163688,2659502,590882,766386,90071,1146677,2.142,0.909,0.614,0.419,0.199,0.394,0.22,0.05,0.157,0.012,0.2,0.044,0.058,0.007,0.086,0.425,0.287,0.196,0.093,0.642,0.358,0.229,0.715,0.056,0.506,0.112,0.146,0.017,0.218
2005:Q3,27947080,11823986,7991381,5502074,2629639,13142642,7.89,10.944,6.533,4.05,6.511,5152772,2838609,630606,2048366,159638,2667716,596593,698706,93471,1096286,2.126,0.9,0.608,0.419,0.2,0.392,0.216,0.048,0.156,0.012,0.203,0.045,0.053,0.007,0.083,0.423,0.286,0.197,0.094,0.645,0.355,0.222,0.722,0.056,0.518,0.116,0.136,0.018,0.213
2005:Q2,27406504,11509101,7862955,5446929,2587519,12922656,9.337,11.597,7.754,7.995,7.02,5111041,2751914,590594,2003922,157399,2671393,631867,650707,96668,1060406,2.121,0.891,0.608,0.422,0.2,0.396,0.213,0.046,0.155,0.012,0.207,0.049,0.05,0.007,0.082,0.42,0.287,0.199,0.094,0.65,0.35,0.215,0.728,0.057,0.523,0.124,0.127,0.019,0.207
2005:Q1,26794064,11184827,7713438,5352908,2542890,12767286,8.169,8.931,7.303,7.772,8.291,5046224,2667214,551756,1959604,155854,2691178,618003,598716,105194,1033133,2.099,0.876,0.604,0.419,0.199,0.395,0.209,0.043,0.153,0.012,0.211,0.048,0.047,0.008,0.081,0.417,0.288,0.2,0.095,0.654,0.346,0.207,0.735,0.058,0.533,0.122,0.119,0.021,0.205
2004:Q4,26257832,10940559,7575139,5250883,2491251,12527214,9.083,13.481,6.034,5.985,5.922,4986603,2588536,512638,1915334,160564,2696808,618002,580957,97782,993054,2.096,0.873,0.605,0.419,0.199,0.398,0.207,0.041,0.153,0.013,0.215,0.049,0.046,0.008,0.079,0.417,0.288,0.2,0.095,0.658,0.342,0.198,0.74,0.062,0.541,0.124,0.117,0.02,0.199
2004:Q3,25674803,10583858,7462562,5173475,2454909,12305307,8.038,9.369,6.675,7.254,8.141,4936680,2525881,506838,1857888,161156,2704071,597454,575154,88258,971743,2.086,0.86,0.606,0.42,0.2,0.401,0.205,0.041,0.151,0.013,0.22,0.049,0.047,0.007,0.079,0.412,0.291,0.202,0.096,0.662,0.338,0.201,0.736,0.064,0.548,0.121,0.117,0.018,0.197
2004:Q2,25154451,10327115,7340067,5081330,2405939,12112815,9.477,11.718,3.414,13.788,9.678,4876058,2464009,501209,1800437,162362,2707998,584001,545270,90139,948650,2.077,0.853,0.606,0.42,0.199,0.403,0.203,0.041,0.149,0.013,0.224,0.048,0.045,0.007,0.078,0.411,0.292,0.202,0.096,0.664,0.336,0.203,0.731,0.066,0.555,0.12,0.112,0.018,0.195
2004:Q1,24572248,10033183,7277946,4912016,2349103,11923447,7.877,9.813,6.137,5.279,11.763,4873515,2404430,495815,1743043,165572,2725498,582204,533028,85428,947357,2.061,0.841,0.61,0.412,0.197,0.409,0.202,0.042,0.146,0.014,0.229,0.049,0.045,0.007,0.079,0.408,0.296,0.2,0.096,0.67,0.33,0.206,0.725,0.069,0.559,0.119,0.109,0.018,0.194
2003:Q4,23343538,9782786,7144282,4848035,1568435,11772234,6.2,10.115,-0.343,8.03,6.664,4809708,2334573,479686,1694724,160163,2717248,614049,494222,82481,901708,1.983,0.831,0.607,0.412,0.133,0.409,0.198,0.041,0.144,0.014,0.231,0.052,0.042,0.007,0.077,0.419,0.306,0.208,0.067,0.673,0.327,0.205,0.726,0.069,0.565,0.128,0.103,0.017,0.187
2003:Q3,22955433,9523761,7136314,4752624,1542735,11566669,7.704,10.486,2.974,9.833,6.262,4821933,2314381,476621,1678707,159053,2712323,625647,494141,93346,896476,1.985,0.823,0.617,0.411,0.133,0.417,0.2,0.041,0.145,0.014,0.234,0.054,0.043,0.008,0.078,0.415,0.311,0.207,0.067,0.676,0.324,0.206,0.725,0.069,0.562,0.13,0.102,0.019,0.186
2003:Q2,22521673,9280481,7083644,4638594,1518954,11312766,10.666,16.116,0.905,14.799,11.946,4786367,2297278,474719,1662684,159875,2682369,637720,474984,98006,893288,1.991,0.82,0.626,0.41,0.134,0.423,0.203,0.042,0.147,0.014,0.237,0.056,0.042,0.009,0.079,0.412,0.315,0.206,0.067,0.676,0.324,0.207,0.724,0.07,0.56,0.133,0.099,0.02,0.187
2003:Q1,21936728,8921063,7067655,4473103,1474906,11174129,5.891,10.454,1.043,4.136,7.461,4787038,2280617,473059,1646668,160891,2636834,668762,465496,114330,901616,1.963,0.798,0.633,0.4,0.132,0.428,0.204,0.042,0.147,0.014,0.236,0.06,0.042,0.01,0.081,0.407,0.322,0.204,0.067,0.677,0.323,0.207,0.722,0.071,0.551,0.14,0.097,0.024,0.188
2002:Q4,21618346,8693842,7049276,4427328,1447900,11061433,7.428,11.121,2.45,6.393,13.246,4789505,2259770,469317,1630587,159866,2629821,693430,450915,119813,895526,1.954,0.786,0.637,0.4,0.131,0.433,0.204,0.042,0.147,0.014,0.238,0.063,0.041,0.011,0.081,0.402,0.326,0.205,0.067,0.679,0.321,0.208,0.722,0.071,0.549,0.145,0.094,0.025,0.187
2002:Q3,21224196,8458668,7006361,4357679,1401488,10984040,6.934,9.583,1.684,9.137,10.857,4785753,2220608,463680,1598868,158059,2621138,718634,423058,132126,890797,1.932,0.77,0.638,0.397,0.128,0.436,0.202,0.042,0.146,0.014,0.239,0.065,0.039,0.012,0.081,0.399,0.33,0.205,0.066,0.683,0.317,0.209,0.72,0.071,0.548,0.15,0.088,0.028,0.186
2002:Q2,20862556,8260757,6976983,4260360,1364455,10887460,6.222,7.502,1.638,9.999,10.564,4794936,2182047,458504,1567134,156409,2635778,740028,404984,144073,870073,1.916,0.759,0.641,0.391,0.125,0.44,0.2,0.042,0.144,0.014,0.242,0.068,0.037,0.013,0.08,0.396,0.334,0.204,0.065,0.687,0.313,0.21,0.718,0.072,0.55,0.154,0.084,0.03,0.181
2002:Q1,20543008,8108679,6948521,4156460,1329349,10783500,5.561,9.717,3.025,1.083,7.979,4806088,2142433,452630,1535378,154424,2604849,783203,396522,158284,863230,1.905,0.752,0.644,0.385,0.123,0.446,0.199,0.042,0.142,0.014,0.242,0.073,0.037,0.015,0.08,0.395,0.338,0.202,0.065,0.692,0.308,0.211,0.717,0.072,0.542,0.163,0.083,0.033,0.18
2001:Q4,20261333,7916373,6896372,4145237,1303350,10660465,4.664,4.876,3.354,4.721,10.231,4793956,2102417,445636,1505036,151745,2563772,796819,394915,177726,860724,1.901,0.743,0.647,0.389,0.122,0.45,0.197,0.042,0.141,0.014,0.24,0.075,0.037,0.017,0.081,0.391,0.34,0.205,0.064,0.695,0.305,0.212,0.716,0.072,0.535,0.166,0.082,0.037,0.18
2001:Q3,20027801,7821042,6839027,4096886,1270846,10598020,8.266,12.876,4.284,6.609,7.213,4779717,2059309,436183,1470520,152606,2521528,832985,367036,167068,891100,1.89,0.738,0.645,0.387,0.12,0.451,0.194,0.041,0.139,0.014,0.238,0.079,0.035,0.016,0.084,0.391,0.341,0.205,0.063,0.699,0.301,0.212,0.714,0.074,0.528,0.174,0.077,0.035,0.186
2001:Q2,19622326,7577136,6766553,4030300,1248336,10599000,4.721,9.544,7.599,-8.985,6.111,4744732,2021821,427881,1437350,156590,2487868,860198,340231,178174,878261,1.851,0.715,0.638,0.38,0.118,0.448,0.191,0.04,0.136,0.015,0.235,0.081,0.032,0.017,0.083,0.386,0.345,0.205,0.064,0.701,0.299,0.212,0.711,0.077,0.524,0.181,0.072,0.038,0.185
2001:Q1,19392855,7400562,6639831,4122911,1229551,10470231,4.968,6.188,3.688,3.216,10.571,4661009,1978822,416943,1407296,154583,2366256,884993,331327,211055,867378,1.852,0.707,0.634,0.394,0.117,0.445,0.189,0.04,0.134,0.015,0.226,0.085,0.032,0.02,0.083,0.382,0.342,0.213,0.063,0.702,0.298,0.211,0.711,0.078,0.508,0.19,0.071,0.045,0.186
2000:Q4,19172302,7287820,6596565,4090025,1197892,10435744,3.776,6.485,6.717,-5.199,2.674,4657924,1938641,402120,1381475,155047,2267543,901298,355561,278402,855120,1.837,0.698,0.632,0.392,0.115,0.446,0.186,0.039,0.132,0.015,0.217,0.086,0.034,0.027,0.082,0.38,0.344,0.213,0.062,0.706,0.294,0.207,0.713,0.08,0.487,0.193,0.076,0.06,0.184
2000:Q3,18993005,7171557,6487627,4143885,1189936,10318165,4.15,8.818,6.293,-6.72,3.66,4599160,1888467,390064,1345746,152657,2242060,897104,355149,279408,825439,1.841,0.695,0.629,0.402,0.115,0.446,0.183,0.038,0.13,0.015,0.217,0.087,0.034,0.027,0.08,0.378,0.342,0.218,0.063,0.709,0.291,0.207,0.713,0.081,0.487,0.195,0.077,0.061,0.179
2000:Q2,18788189,7007215,6387138,4214690,1179146,10247720,4.162,7.705,10.786,-9.274,-2.23,4537191,1849947,384772,1314866,150308,2202751,890316,349590,265376,829158,1.833,0.684,0.623,0.411,0.115,0.443,0.181,0.038,0.128,0.015,0.215,0.087,0.034,0.026,0.081,0.373,0.34,0.224,0.063,0.71,0.29,0.208,0.711,0.081,0.485,0.196,0.077,0.058,0.183
2000:Q1,18594703,6874792,6219426,4314730,1185755,10002179,6.697,11.176,10.89,-4.607,1.608,4429347,1790078,362953,1278529,148597,2171263,859228,342014,237764,819078,1.859,0.687,0.622,0.431,0.119,0.443,0.179,0.036,0.128,0.015,0.217,0.086,0.034,0.024,0.082,0.37,0.334,0.232,0.064,0.712,0.288,0.203,0.714,0.083,0.49,0.194,0.077,0.054,0.185
1999:Q4,18288519,6687927,6054583,4365000,1181009,9900169,6.338,9.301,8.263,0.741,0.898,4311849,1742734,351696,1246913,144124,2128093,846082,331346,230326,776002,1.847,0.676,0.612,0.441,0.119,0.436,0.176,0.036,0.126,0.015,0.215,0.085,0.033,0.023,0.078,0.366,0.331,0.239,0.065,0.712,0.288,0.202,0.715,0.083,0.494,0.196,0.077,0.053,0.18
1999:Q3,18005503,6538201,5932011,4356927,1178363,9686626,6.815,8.605,11.979,-2.005,4.742,4247966,1684044,334640,1208160,141244,2104331,834969,321168,219317,768181,1.859,0.675,0.612,0.45,0.122,0.439,0.174,0.035,0.125,0.015,0.217,0.086,0.033,0.023,0.079,0.363,0.329,0.242,0.065,0.716,0.284,0.199,0.717,0.084,0.495,0.197,0.076,0.052,0.181
1999:Q2,17671502,6400510,5727562,4378872,1164558,9526210,5.866,9.104,7.762,-0.12,1.811,4097092,1630470,320032,1171643,138795,2037287,816736,276132,206878,760059,1.855,0.672,0.601,0.46,0.122,0.43,0.171,0.034,0.123,0.015,0.214,0.086,0.029,0.022,0.08,0.362,0.324,0.248,0.066,0.715,0.285,0.196,0.719,0.085,0.497,0.199,0.067,0.05,0.186
1999:Q1,17416104,6258072,5618537,4380185,1159310,9411682,7.106,9.265,11.853,-1.356,5.441,4024904,1593632,315416,1141159,137057,1975002,808412,263011,207538,770941,1.85,0.665,0.597,0.465,0.123,0.428,0.169,0.034,0.121,0.015,0.21,0.086,0.028,0.022,0.082,0.359,0.323,0.252,0.067,0.716,0.284,0.198,0.716,0.086,0.491,0.201,0.065,0.052,0.192
1998:Q4,17110682,6116429,5455414,4395086,1143753,9293991,6.475,8.811,10.044,-0.946,6.222,3909949,1545465,302100,1108788,134578,1926016,797481,250635,192958,742859,1.841,0.658,0.587,0.473,0.123,0.421,0.166,0.033,0.119,0.014,0.207,0.086,0.027,0.021,0.08,0.357,0.319,0.257,0.067,0.717,0.283,0.195,0.717,0.087,0.493,0.204,0.064,0.049,0.19
1998:Q3,16838118,5984597,5321785,4405501,1126235,9121097,4.945,6.14,9.947,-2.687,5.692,3822477,1499308,296276,1071740,131293,1891282,782277,238531,203697,706690,1.846,0.656,0.583,0.483,0.123,0.419,0.164,0.032,0.118,0.014,0.207,0.086,0.026,0.022,0.077,0.355,0.316,0.262,0.067,0.718,0.282,0.198,0.715,0.088,0.495,0.205,0.062,0.053,0.185
1998:Q2,16632509,5894117,5192660,4435299,1110433,8969699,8.176,8.568,13.052,2.507,6.541,3738611,1454050,288911,1034790,130348,1866328,757867,239860,182305,692251,1.854,0.657,0.579,0.494,0.124,0.417,0.162,0.032,0.115,0.015,0.208,0.084,0.027,0.02,0.077,0.354,0.312,0.267,0.067,0.72,0.28,0.199,0.712,0.09,0.499,0.203,0.064,0.049,0.185
1998:Q1,16299332,5770512,5028583,4407670,1092568,8866480,6.735,7.723,11.774,0.107,5.802,3622723,1405860,279725,997910,128225,1782917,726796,245790,181365,685855,1.838,0.651,0.567,0.497,0.123,0.409,0.159,0.032,0.113,0.014,0.201,0.082,0.028,0.02,0.077,0.354,0.309,0.27,0.067,0.72,0.28,0.199,0.71,0.091,0.492,0.201,0.068,0.05,0.189
1997:Q4,16029496,5661212,4884846,4406492,1076946,8765907,4.653,5.734,7.857,-0.848,7.404,3522070,1362776,276569,961058,125148,1710564,716874,249125,168598,676909,1.829,0.646,0.557,0.503,0.123,0.402,0.155,0.032,0.11,0.014,0.195,0.082,0.028,0.019,0.077,0.353,0.305,0.275,0.067,0.721,0.279,0.203,0.705,0.092,0.486,0.204,0.071,0.048,0.192
1997:Q3,15845232,5581267,4790742,4415850,1057373,8662823,6.672,7.14,10.605,1.821,7.05,3458062,1332680,263179,943393,126107,1695804,707318,244547,165437,644956,1.829,0.644,0.553,0.51,0.122,0.399,0.154,0.03,0.109,0.015,0.196,0.082,0.028,0.019,0.074,0.352,0.302,0.279,0.067,0.722,0.278,0.197,0.708,0.095,0.49,0.205,0.071,0.048,0.187
1997:Q2,15586768,5483368,4668499,4395842,1039059,8518825,5.384,6.104,7.946,2.39,2.936,3362431,1306068,255502,930962,119604,1644886,698107,229237,163294,626907,1.83,0.644,0.548,0.516,0.122,0.395,0.153,0.03,0.109,0.014,0.193,0.082,0.027,0.019,0.074,0.352,0.3,0.282,0.067,0.72,0.28,0.196,0.713,0.092,0.489,0.208,0.068,0.049,0.186
1997:Q1,15379699,5400903,4577571,4369736,1031489,8362655,5.134,6.597,6.69,2.455,2.066,3295756,1281814,244636,916852,120327,1609404,684391,223649,158159,620153,1.839,0.646,0.547,0.523,0.123,0.394,0.153,0.029,0.11,0.014,0.192,0.082,0.027,0.019,0.074,0.351,0.298,0.284,0.067,0.72,0.28,0.191,0.715,0.094,0.488,0.208,0.068,0.048,0.188
1996:Q4,15185346,5313287,4502787,4343083,1026189,8259771,3.479,6.027,3.537,1.427,-1.099,3244561,1258226,229829,910112,118284,1581906,662307,221455,156405,622488,1.838,0.643,0.545,0.526,0.124,0.393,0.152,0.028,0.11,0.014,0.192,0.08,0.027,0.019,0.075,0.35,0.297,0.286,0.068,0.721,0.279,0.183,0.723,0.094,0.488,0.204,0.068,0.048,0.192
1996:Q3,15052837,5233450,4462724,4327646,1029017,8131408,4.632,5.465,5.716,4.466,-3.427,3222778,1239946,224468,899926,115552,1558127,656586,220085,162430,625550,1.851,0.644,0.549,0.532,0.127,0.396,0.152,0.028,0.111,0.014,0.192,0.081,0.027,0.02,0.077,0.348,0.296,0.287,0.068,0.722,0.278,0.181,0.726,0.093,0.483,0.204,0.068,0.05,0.194
1996:Q2,14880524,5162906,4399851,4279858,1037909,8032840,6.176,7.138,6.9,6.129,-1.332,3180580,1219272,211804,890104,117364,1542035,639794,217914,166058,614779,1.852,0.643,0.548,0.533,0.129,0.396,0.152,0.026,0.111,0.015,0.192,0.08,0.027,0.021,0.077,0.347,0.296,0.288,0.07,0.723,0.277,0.174,0.73,0.096,0.485,0.201,0.069,0.052,0.193
1996:Q1,14654261,5072380,4325239,4215265,1041378,7868468,6.269,8.818,5.522,6.096,-2.046,3123920,1201319,206694,877661,116964,1515784,629847,214069,163799,600421,1.862,0.645,0.55,0.536,0.132,0.397,0.153,0.026,0.112,0.015,0.193,0.08,0.027,0.021,0.076,0.346,0.295,0.288,0.071,0.722,0.278,0.172,0.731,0.097,0.485,0.202,0.069,0.052,0.192
1995:Q4,14428136,4950231,4279180,4151993,1046732,7772586,2.925,6.014,4.306,0.265,-6.334,3094015,1185165,200634,869926,114605,1493095,631493,210025,157351,602051,1.856,0.637,0.551,0.534,0.135,0.398,0.152,0.026,0.112,0.015,0.192,0.081,0.027,0.02,0.077,0.343,0.297,0.288,0.073,0.723,0.277,0.169,0.734,0.097,0.483,0.204,0.068,0.051,0.195
1995:Q3,14307241,4876898,4217528,4149242,1063573,7683125,4.485,7.833,4.54,3.046,-5.087,3044548,1172979,198880,861574,112525,1475183,619897,216782,152903,579783,1.862,0.635,0.549,0.54,0.138,0.396,0.153,0.026,0.112,0.015,0.192,0.081,0.028,0.02,0.075,0.341,0.295,0.29,0.074,0.722,0.278,0.17,0.735,0.096,0.485,0.204,0.071,0.05,0.19
1995:Q2,14148582,4783231,4170197,4117882,1077272,7580997,7.029,7.001,7.191,10.274,-5.396,3010682,1159515,196318,852642,110555,1465559,607204,213823,148168,575928,1.866,0.631,0.55,0.543,0.142,0.397,0.153,0.026,0.112,0.015,0.193,0.08,0.028,0.02,0.076,0.338,0.295,0.291,0.076,0.722,0.278,0.169,0.735,0.095,0.487,0.202,0.071,0.049,0.191
1995:Q1,13904268,4700954,4096552,4014760,1092002,7522289,4.812,6.37,6.968,3.714,-5.596,2946112,1150441,194004,845643,110794,1440558,585072,214795,139978,565709,1.848,0.625,0.545,0.534,0.145,0.392,0.153,0.026,0.112,0.015,0.192,0.078,0.029,0.019,0.075,0.338,0.295,0.289,0.079,0.719,0.281,0.169,0.735,0.096,0.489,0.199,0.073,0.048,0.192
1994:Q4,13739431,4627257,4026852,3977825,1107497,7455288,5.364,8.988,5.404,4.783,-7.293,2888046,1138806,189177,840947,108682,1428460,554175,212350,139238,553823,1.843,0.621,0.54,0.534,0.149,0.387,0.153,0.025,0.113,0.015,0.192,0.074,0.028,0.019,0.074,0.337,0.293,0.29,0.081,0.717,0.283,0.166,0.738,0.095,0.495,0.192,0.074,0.048,0.192
1994:Q3,13557621,4525560,3973172,3930823,1128066,7331075,5.159,6.437,5.235,5.283,-0.562,2838904,1134269,185501,842577,106191,1410226,536943,217432,129653,544650,1.849,0.617,0.542,0.536,0.154,0.387,0.155,0.025,0.115,0.014,0.192,0.073,0.03,0.018,0.074,0.334,0.293,0.29,0.083,0.715,0.285,0.164,0.743,0.094,0.497,0.189,0.077,0.046,0.192
1994:Q2,13384974,4453886,3921847,3879588,1129654,7246931,5.338,7.158,4.815,7.311,-6.38,2793535,1128312,181479,841634,105198,1396331,522252,214288,122893,537771,1.847,0.615,0.541,0.535,0.156,0.385,0.156,0.025,0.116,0.015,0.193,0.072,0.03,0.017,0.074,0.333,0.293,0.29,0.084,0.712,0.288,0.161,0.746,0.093,0.5,0.187,0.077,0.044,0.193
1994:Q1,13208692,4375585,3875197,3809948,1147963,7115652,4.521,6.72,5.738,2.707,-1.761,2750353,1124844,177923,841673,105248,1374071,510017,213997,121229,531039,1.856,0.615,0.545,0.535,0.161,0.387,0.158,0.025,0.118,0.015,0.193,0.072,0.03,0.017,0.075,0.331,0.293,0.288,0.087,0.71,0.29,0.158,0.748,0.094,0.5,0.185,0.078,0.044,0.193
1993:Q4,13054799,4303289,3814137,3784333,1153040,7013738,5.465,6.889,2.814,8.054,0.587,2690672,1123465,173860,845522,104083,1337881,506662,218772,117829,509528,1.861,0.614,0.544,0.54,0.164,0.384,0.16,0.025,0.121,0.015,0.191,0.072,0.031,0.017,0.073,0.33,0.292,0.29,0.088,0.705,0.295,0.155,0.753,0.093,0.497,0.188,0.081,0.044,0.189
1993:Q3,12864922,4228101,3775831,3709639,1151351,6882098,6.18,6.843,3.852,7.523,7.121,2651018,1124813,168635,850249,105928,1302923,503781,216888,115358,512068,1.869,0.614,0.549,0.539,0.167,0.385,0.163,0.025,0.124,0.015,0.189,0.073,0.032,0.017,0.074,0.329,0.293,0.288,0.089,0.702,0.298,0.15,0.756,0.094,0.491,0.19,0.082,0.044,0.193
1993:Q2,12669176,4156988,3739815,3641160,1131213,6808939,6.62,5.952,3.702,10.27,7.147,2609706,1130109,169412,855575,105122,1258846,505021,219919,112468,513452,1.861,0.611,0.549,0.535,0.166,0.383,0.166,0.025,0.126,0.015,0.185,0.074,0.032,0.017,0.075,0.328,0.295,0.287,0.089,0.698,0.302,0.15,0.757,0.093,0.482,0.194,0.084,0.043,0.197
1993:Q1,12462931,4096043,3705517,3550017,1111355,6729459,4.338,4.162,1.777,6.747,5.939,2571565,1133952,167095,861177,105680,1212362,506285,229459,105480,517979,1.852,0.609,0.551,0.528,0.165,0.382,0.169,0.025,0.128,0.016,0.18,0.075,0.034,0.016,0.077,0.329,0.297,0.285,0.089,0.694,0.306,0.147,0.759,0.093,0.471,0.197,0.089,0.041,0.201
1992:Q4,12328512,4053865,3688421,3491131,1095095,6680803,3.901,5.933,-0.533,7.873,-0.961,2545000,1143421,169474,867627,106320,1154504,513956,239192,107106,530242,1.845,0.607,0.552,0.523,0.164,0.381,0.171,0.025,0.13,0.016,0.173,0.077,0.036,0.016,0.079,0.329,0.299,0.283,0.089,0.69,0.31,0.148,0.759,0.093,0.454,0.202,0.094,0.042,0.208
1992:Q3,12209435,3994613,3693344,3423745,1097733,6566641,5.416,5.321,0.192,11.4,5.18,2544135,1149208,168388,875059,105761,1140928,520691,257737,100597,524182,1.859,0.608,0.562,0.521,0.167,0.387,0.175,0.026,0.133,0.016,0.174,0.079,0.039,0.015,0.08,0.327,0.302,0.28,0.09,0.689,0.311,0.147,0.761,0.092,0.448,0.205,0.101,0.04,0.206
1992:Q2,12046320,3942175,3691575,3328872,1083699,6470763,4.256,3.814,-0.719,11.221,2.008,2533896,1157679,167979,883955,105745,1125491,523884,266898,101215,516408,1.862,0.609,0.571,0.514,0.167,0.392,0.179,0.026,0.137,0.016,0.174,0.081,0.041,0.016,0.08,0.327,0.306,0.276,0.09,0.686,0.314,0.145,0.764,0.091,0.444,0.207,0.105,0.04,0.204
1992:Q1,11919490,3904945,3698223,3238034,1078287,6363102,4.782,5.372,-0.144,11.523,-0.114,2533028,1165195,167593,891303,106299,1106050,535258,273565,102477,515678,1.873,0.614,0.581,0.509,0.169,0.398,0.183,0.026,0.14,0.017,0.174,0.084,0.043,0.016,0.081,0.328,0.31,0.272,0.09,0.685,0.315,0.144,0.765,0.091,0.437,0.211,0.108,0.04,0.204
1991:Q4,11775541,3853200,3696383,3147363,1078595,6264540,5.247,6.611,-3.536,11.054,14.665,2526640,1169744,166737,897631,105376,1086935,542316,279284,98477,519628,1.88,0.615,0.59,0.502,0.172,0.403,0.187,0.027,0.143,0.017,0.174,0.087,0.045,0.016,0.083,0.327,0.314,0.267,0.092,0.684,0.316,0.143,0.767,0.09,0.43,0.215,0.111,0.039,0.206
1991:Q3,11619530,3787008,3729349,3062723,1040450,6205937,4.399,3.28,-3.298,13.686,9.955,2552199,1177150,166295,904710,106145,1071876,555802,286928,99420,538173,1.872,0.61,0.601,0.494,0.168,0.411,0.19,0.027,0.146,0.017,0.173,0.09,0.046,0.016,0.087,0.326,0.321,0.264,0.09,0.684,0.316,0.141,0.769,0.09,0.42,0.218,0.112,0.039,0.211
1991:Q2,11493138,3756206,3760350,2961398,1015185,6126862,5.067,6.059,-0.004,10.003,6.196,2566563,1193787,166816,920884,106088,1051467,565212,293987,108000,547897,1.876,0.613,0.614,0.483,0.166,0.419,0.195,0.027,0.15,0.017,0.172,0.092,0.048,0.018,0.089,0.327,0.327,0.258,0.088,0.683,0.317,0.14,0.771,0.089,0.41,0.22,0.115,0.042,0.213
1991:Q1,11349381,3700153,3760384,2889145,999699,6035178,3.926,6.12,-1.696,8.249,4.974,2566605,1193779,167539,920592,105648,1027331,580046,294314,110555,554359,1.881,0.613,0.623,0.479,0.166,0.425,0.198,0.028,0.153,0.018,0.17,0.096,0.049,0.018,0.092,0.326,0.331,0.255,0.088,0.683,0.317,0.14,0.771,0.088,0.4,0.226,0.115,0.043,0.216
1990:Q4,11245930,3644394,3783346,2830770,987420,6004733,5.695,5.848,1.711,11.161,5.085,2585389,1197957,166680,924888,106389,1008167,594058,288117,116852,578195,1.873,0.607,0.63,0.471,0.164,0.431,0.2,0.028,0.154,0.018,0.168,0.099,0.048,0.019,0.096,0.324,0.336,0.252,0.088,0.683,0.317,0.139,0.772,0.089,0.39,0.23,0.111,0.045,0.224
1990:Q3,11088068,3591879,3767235,2753929,975024,6015116,5.729,5.88,2.824,10.769,2.44,2565707,1201528,165630,929283,106615,991867,597356,287417,123191,565876,1.843,0.597,0.626,0.458,0.162,0.427,0.2,0.028,0.154,0.018,0.165,0.099,0.048,0.02,0.094,0.324,0.34,0.248,0.088,0.681,0.319,0.138,0.773,0.089,0.387,0.233,0.112,0.048,0.221
1990:Q2,10931507,3539839,3740825,2681731,969112,5960028,6.354,7.135,3.833,9.634,4.317,2539035,1201790,165121,930412,106257,984418,601414,283351,116594,553258,1.834,0.594,0.628,0.45,0.163,0.426,0.202,0.028,0.156,0.018,0.165,0.101,0.048,0.02,0.093,0.324,0.342,0.245,0.089,0.679,0.321,0.137,0.774,0.088,0.388,0.237,0.112,0.046,0.218
